"ICU Beds","2020-07-04 00:00:00","Adult Intensive Care Unit Beds In Use
","1464",""
"ICU Beds","2020-07-03 00:00:00","Adult Intensive Care Unit Beds In Use
","1473",""
"ICU Beds","2020-07-02 00:00:00","Adult Intensive Care Unit Beds In Use
","1520",""
"ICU Beds","2020-07-01 00:00:00","Adult Intensive Care Unit Beds In Use
","1483",""
"ICU Beds","2020-06-30 00:00:00","Adult Intensive Care Unit Beds In Use
","1495",""
"ICU Beds","2020-06-29 00:00:00","Adult Intensive Care Unit Beds In Use
","1435",""
"ICU Beds","2020-06-28 00:00:00","Adult Intensive Care Unit Beds In Use
","1499",""
"ICU Beds","2020-06-27 00:00:00","Adult Intensive Care Unit Beds In Use
","1481",""
"ICU Beds","2020-06-26 00:00:00","Adult Intensive Care Unit Beds In Use
","1459",""
"ICU Beds","2020-06-25 00:00:00","Adult Intensive Care Unit Beds In Use
","1480",""
"ICU Beds","2020-06-24 00:00:00","Adult Intensive Care Unit Beds In Use
","1495",""
"ICU Beds","2020-06-23 00:00:00","Adult Intensive Care Unit Beds In Use
","1472",""
"ICU Beds","2020-06-22 00:00:00","Adult Intensive Care Unit Beds In Use
","1412",""
"ICU Beds","2020-06-21 00:00:00","Adult Intensive Care Unit Beds In Use
","1393",""
"ICU Beds","2020-06-20 00:00:00","Adult Intensive Care Unit Beds In Use
","1418",""
"ICU Beds","2020-06-19 00:00:00","Adult Intensive Care Unit Beds In Use
","1405",""
"ICU Beds","2020-06-18 00:00:00","Adult Intensive Care Unit Beds In Use
","1396",""
"ICU Beds","2020-06-17 00:00:00","Adult Intensive Care Unit Beds In Use
","1407",""
"ICU Beds","2020-06-16 00:00:00","Adult Intensive Care Unit Beds In Use
","1385",""
"ICU Beds","2020-06-15 00:00:00","Adult Intensive Care Unit Beds In Use
","1307",""
"ICU Beds","2020-06-14 00:00:00","Adult Intensive Care Unit Beds In Use
","1347",""
"ICU Beds","2020-06-13 00:00:00","Adult Intensive Care Unit Beds In Use
","1313",""
"ICU Beds","2020-06-12 00:00:00","Adult Intensive Care Unit Beds In Use
","1317",""
"ICU Beds","2020-06-11 00:00:00","Adult Intensive Care Unit Beds In Use
","1328",""
"ICU Beds","2020-06-10 00:00:00","Adult Intensive Care Unit Beds In Use
","1285",""
"ICU Beds","2020-06-09 00:00:00","Adult Intensive Care Unit Beds In Use
","1302",""
"ICU Beds","2020-06-08 00:00:00","Adult Intensive Care Unit Beds In Use
","1258",""
"ICU Beds","2020-06-07 00:00:00","Adult Intensive Care Unit Beds In Use
","1192",""
"ICU Beds","2020-06-06 00:00:00","Adult Intensive Care Unit Beds In Use
","1203",""
"ICU Beds","2020-06-05 00:00:00","Adult Intensive Care Unit Beds In Use
","1198",""
"ICU Beds","2020-06-04 00:00:00","Adult Intensive Care Unit Beds In Use
","1193",""
"ICU Beds","2020-06-03 00:00:00","Adult Intensive Care Unit Beds In Use
","1302",""
"ICU Beds","2020-06-02 00:00:00","Adult Intensive Care Unit Beds In Use
","1279",""
"ICU Beds","2020-06-01 00:00:00","Adult Intensive Care Unit Beds In Use
","1253",""
"ICU Beds","2020-05-31 00:00:00","Adult Intensive Care Unit Beds In Use
","1264",""
"ICU Beds","2020-05-30 00:00:00","Adult Intensive Care Unit Beds In Use
","1279",""
"ICU Beds","2020-05-29 00:00:00","Adult Intensive Care Unit Beds In Use
","1260",""
"ICU Beds","2020-05-28 00:00:00","Adult Intensive Care Unit Beds In Use
","1262",""
"ICU Beds","2020-05-27 00:00:00","Adult Intensive Care Unit Beds In Use
","1244",""
"ICU Beds","2020-05-26 00:00:00","Adult Intensive Care Unit Beds In Use
","1256",""
"ICU Beds","2020-05-25 00:00:00","Adult Intensive Care Unit Beds In Use
","1235",""
"ICU Beds","2020-05-24 00:00:00","Adult Intensive Care Unit Beds In Use
","1259",""
"ICU Beds","2020-05-23 00:00:00","Adult Intensive Care Unit Beds In Use
","1296",""
"ICU Beds","2020-05-22 00:00:00","Adult Intensive Care Unit Beds In Use
","1296",""
"ICU Beds","2020-05-21 00:00:00","Adult Intensive Care Unit Beds In Use
","1265",""
"ICU Beds","2020-05-20 00:00:00","Adult Intensive Care Unit Beds In Use
","1257",""
"ICU Beds","2020-05-19 00:00:00","Adult Intensive Care Unit Beds In Use
","1234",""
"ICU Beds","2020-05-18 00:00:00","Adult Intensive Care Unit Beds In Use
","1221",""
"ICU Beds","2020-05-17 00:00:00","Adult Intensive Care Unit Beds In Use
","1208",""
"ICU Beds","2020-05-16 00:00:00","Adult Intensive Care Unit Beds In Use
","1216",""
"ICU Beds","2020-05-15 00:00:00","Adult Intensive Care Unit Beds In Use
","1200",""
"ICU Beds","2020-05-14 00:00:00","Adult Intensive Care Unit Beds In Use
","1189",""
"ICU Beds","2020-05-13 00:00:00","Adult Intensive Care Unit Beds In Use
","1198",""
"ICU Beds","2020-05-12 00:00:00","Adult Intensive Care Unit Beds In Use
","1162",""
"ICU Beds","2020-05-11 00:00:00","Adult Intensive Care Unit Beds In Use
","1117",""
"ICU Beds","2020-05-10 00:00:00","Adult Intensive Care Unit Beds In Use
","1185",""
"ICU Beds","2020-05-09 00:00:00","Adult Intensive Care Unit Beds In Use
","1160",""
"ICU Beds","2020-05-08 00:00:00","Adult Intensive Care Unit Beds In Use
","1159",""
"ICU Beds","2020-05-07 00:00:00","Adult Intensive Care Unit Beds In Use
","1160",""
"ICU Beds","2020-05-06 00:00:00","Adult Intensive Care Unit Beds In Use
","1126",""
"ICU Beds","2020-05-05 00:00:00","Adult Intensive Care Unit Beds In Use
","1110",""
"ICU Beds","2020-05-04 00:00:00","Adult Intensive Care Unit Beds In Use
","1083",""
"ICU Beds","2020-05-03 00:00:00","Adult Intensive Care Unit Beds In Use
","1104",""
"ICU Beds","2020-05-02 00:00:00","Adult Intensive Care Unit Beds In Use
","1095",""
"ICU Beds","2020-05-01 00:00:00","Adult Intensive Care Unit Beds In Use
","1095",""
"ICU Beds","2020-04-30 00:00:00","Adult Intensive Care Unit Beds In Use
","1108",""
"ICU Beds","2020-04-29 00:00:00","Adult Intensive Care Unit Beds In Use
","1146",""
"ICU Beds","2020-04-28 00:00:00","Adult Intensive Care Unit Beds In Use
","1084",""
"ICU Beds","2020-04-27 00:00:00","Adult Intensive Care Unit Beds In Use
","1093",""
"ICU Beds","2020-04-26 00:00:00","Adult Intensive Care Unit Beds In Use
","1143",""
"ICU Beds","2020-04-25 00:00:00","Adult Intensive Care Unit Beds In Use
","1141",""
"ICU Beds","2020-04-24 00:00:00","Adult Intensive Care Unit Beds In Use
","1151",""
"ICU Beds","2020-04-23 00:00:00","Adult Intensive Care Unit Beds In Use
","1112",""
"ICU Beds","2020-04-22 00:00:00","Adult Intensive Care Unit Beds In Use
","1197",""
"ICU Beds","2020-04-21 00:00:00","Adult Intensive Care Unit Beds In Use
","1160",""
"ICU Beds","2020-04-20 00:00:00","Adult Intensive Care Unit Beds In Use
","1085",""
"ICU Beds","2020-04-19 00:00:00","Adult Intensive Care Unit Beds In Use
","1052",""
"ICU Beds","2020-04-18 00:00:00","Adult Intensive Care Unit Beds In Use
","1102",""
"ICU Beds","2020-04-17 00:00:00","Adult Intensive Care Unit Beds In Use
","1027",""
"ICU Beds","2020-04-16 00:00:00","Adult Intensive Care Unit Beds In Use
","995",""
"ICU Beds","2020-04-15 00:00:00","Adult Intensive Care Unit Beds In Use
","1032",""
"ICU Beds","2020-04-14 00:00:00","Adult Intensive Care Unit Beds In Use
","993",""
"ICU Beds","2020-04-13 00:00:00","Adult Intensive Care Unit Beds In Use
","1027",""
"ICU Beds","2020-04-12 00:00:00","Adult Intensive Care Unit Beds In Use
","1016",""
"ICU Beds","2020-04-11 00:00:00","Adult Intensive Care Unit Beds In Use
","1040",""
"ICU Beds","2020-04-10 00:00:00","Adult Intensive Care Unit Beds In Use
","1029",""
"ICU Beds","2020-04-09 00:00:00","Adult Intensive Care Unit Beds In Use
","959",""
"ICU Beds","2020-04-08 00:00:00","Adult Intensive Care Unit Beds In Use
","992",""
"ICU Beds","2020-04-07 00:00:00","Adult Intensive Care Unit Beds In Use
","978",""
"ICU Beds","2020-04-06 00:00:00","Adult Intensive Care Unit Beds In Use
","1034",""
"ICU Beds","2020-04-05 00:00:00","Adult Intensive Care Unit Beds In Use
","1012",""
"ICU Beds","2020-04-04 00:00:00","Adult Intensive Care Unit Beds In Use
","1033",""
"ICU Beds","2020-04-03 00:00:00","Adult Intensive Care Unit Beds In Use
","1048",""
"ICU Beds","2020-04-02 00:00:00","Adult Intensive Care Unit Beds In Use
","1037",""
"ICU Beds","2020-04-01 00:00:00","Adult Intensive Care Unit Beds In Use
","1066",""
"ICU Beds","2020-03-31 00:00:00","Adult Intensive Care Unit Beds In Use
","1096",""
"ICU Beds","2020-03-30 00:00:00","Adult Intensive Care Unit Beds In Use
","1065",""
"ICU Beds","2020-03-29 00:00:00","Adult Intensive Care Unit Beds In Use
","969",""
"ICU Beds","2020-03-28 00:00:00","Adult Intensive Care Unit Beds In Use
","1003",""
"ICU Beds","2020-03-27 00:00:00","Adult Intensive Care Unit Beds In Use
","989",""
"ICU Beds","2020-03-26 00:00:00","Adult Intensive Care Unit Beds In Use
","741",""
"ICU Beds","2020-07-04 00:00:00","Adult Intensive Care Unit Beds Available
","178",""
"ICU Beds","2020-07-03 00:00:00","Adult Intensive Care Unit Beds Available
","171",""
"ICU Beds","2020-07-02 00:00:00","Adult Intensive Care Unit Beds Available
","156",""
"ICU Beds","2020-07-01 00:00:00","Adult Intensive Care Unit Beds Available
","189",""
"ICU Beds","2020-06-30 00:00:00","Adult Intensive Care Unit Beds Available
","187",""
"ICU Beds","2020-06-29 00:00:00","Adult Intensive Care Unit Beds Available
","224",""
"ICU Beds","2020-06-28 00:00:00","Adult Intensive Care Unit Beds Available
","211",""
"ICU Beds","2020-06-27 00:00:00","Adult Intensive Care Unit Beds Available
","218",""
"ICU Beds","2020-06-26 00:00:00","Adult Intensive Care Unit Beds Available
","222",""
"ICU Beds","2020-06-25 00:00:00","Adult Intensive Care Unit Beds Available
","209",""
"ICU Beds","2020-06-24 00:00:00","Adult Intensive Care Unit Beds Available
","198",""
"ICU Beds","2020-06-23 00:00:00","Adult Intensive Care Unit Beds Available
","200",""
"ICU Beds","2020-06-22 00:00:00","Adult Intensive Care Unit Beds Available
","266",""
"ICU Beds","2020-06-21 00:00:00","Adult Intensive Care Unit Beds Available
","269",""
"ICU Beds","2020-06-20 00:00:00","Adult Intensive Care Unit Beds Available
","246",""
"ICU Beds","2020-06-19 00:00:00","Adult Intensive Care Unit Beds Available
","257",""
"ICU Beds","2020-06-18 00:00:00","Adult Intensive Care Unit Beds Available
","268",""
"ICU Beds","2020-06-17 00:00:00","Adult Intensive Care Unit Beds Available
","259",""
"ICU Beds","2020-06-16 00:00:00","Adult Intensive Care Unit Beds Available
","276",""
"ICU Beds","2020-06-15 00:00:00","Adult Intensive Care Unit Beds Available
","334",""
"ICU Beds","2020-06-14 00:00:00","Adult Intensive Care Unit Beds Available
","291",""
"ICU Beds","2020-06-13 00:00:00","Adult Intensive Care Unit Beds Available
","344",""
"ICU Beds","2020-06-12 00:00:00","Adult Intensive Care Unit Beds Available
","347",""
"ICU Beds","2020-06-11 00:00:00","Adult Intensive Care Unit Beds Available
","337",""
"ICU Beds","2020-06-10 00:00:00","Adult Intensive Care Unit Beds Available
","373",""
"ICU Beds","2020-06-09 00:00:00","Adult Intensive Care Unit Beds Available
","355",""
"ICU Beds","2020-06-08 00:00:00","Adult Intensive Care Unit Beds Available
","400",""
"ICU Beds","2020-06-07 00:00:00","Adult Intensive Care Unit Beds Available
","363",""
"ICU Beds","2020-06-06 00:00:00","Adult Intensive Care Unit Beds Available
","364",""
"ICU Beds","2020-06-05 00:00:00","Adult Intensive Care Unit Beds Available
","369",""
"ICU Beds","2020-06-04 00:00:00","Adult Intensive Care Unit Beds Available
","375",""
"ICU Beds","2020-06-03 00:00:00","Adult Intensive Care Unit Beds Available
","374",""
"ICU Beds","2020-06-02 00:00:00","Adult Intensive Care Unit Beds Available
","395",""
"ICU Beds","2020-06-01 00:00:00","Adult Intensive Care Unit Beds Available
","419",""
"ICU Beds","2020-05-31 00:00:00","Adult Intensive Care Unit Beds Available
","408",""
"ICU Beds","2020-05-30 00:00:00","Adult Intensive Care Unit Beds Available
","385",""
"ICU Beds","2020-05-29 00:00:00","Adult Intensive Care Unit Beds Available
","405",""
"ICU Beds","2020-05-28 00:00:00","Adult Intensive Care Unit Beds Available
","411",""
"ICU Beds","2020-05-27 00:00:00","Adult Intensive Care Unit Beds Available
","418",""
"ICU Beds","2020-05-26 00:00:00","Adult Intensive Care Unit Beds Available
","405",""
"ICU Beds","2020-05-25 00:00:00","Adult Intensive Care Unit Beds Available
","427",""
"ICU Beds","2020-05-24 00:00:00","Adult Intensive Care Unit Beds Available
","406",""
"ICU Beds","2020-05-23 00:00:00","Adult Intensive Care Unit Beds Available
","358",""
"ICU Beds","2020-05-22 00:00:00","Adult Intensive Care Unit Beds Available
","364",""
