"Info Button"," ","","","","","","","","",""
"New Tests","16338","","","","","","","","",""
"Tests by Day W/ % Positivity (Serology)","5840","5840","2020-07-26 00:00:00","2020-07-25 00:00:00","Number of Records","4878","6338","2020-06-05 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","11223","11223","2020-07-19 00:00:00","2020-07-18 00:00:00","Number of Records","5530","9602","2020-06-04 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","12023","12023","2020-07-12 00:00:00","2020-07-11 00:00:00","Number of Records","7096","10718","2020-06-03 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","13240","13240","2020-07-05 00:00:00","2020-07-04 00:00:00","Number of Records","6973","6865","2020-06-02 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","13552","13552","2020-06-28 00:00:00","2020-06-27 00:00:00","Number of Records","7915","12049","2020-06-01 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","18359","18359","2020-06-21 00:00:00","2020-06-20 00:00:00","Number of Records","6777","10913","2020-05-31 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","16800","16800","2020-06-14 00:00:00","2020-06-13 00:00:00","Number of Records","5222","8413","2020-05-30 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17478","17478","2020-06-07 00:00:00","2020-06-06 00:00:00","Number of Records","4245","5662","2020-05-29 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","18990","18990","2020-05-31 00:00:00","2020-05-30 00:00:00","Number of Records","3222","9442","2020-05-28 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17883","17883","2020-05-24 00:00:00","2020-05-23 00:00:00","Number of Records","3169","6770","2020-05-27 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","24948","24948","2020-05-17 00:00:00","2020-05-16 00:00:00","Number of Records","3811","11912","2020-05-26 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","22412","22412","2020-05-10 00:00:00","2020-05-09 00:00:00","Number of Records","2080","10027","2020-05-25 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","23410","23410","2020-05-03 00:00:00","2020-05-02 00:00:00","Number of Records","1537","5540","2020-05-24 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","12904","12904","2020-04-26 00:00:00","2020-04-25 00:00:00","Number of Records","668","893","2020-05-23 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","216","216","2020-04-19 00:00:00","2020-04-18 00:00:00","Number of Records","687","713","2020-05-22 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","39","39","2020-04-12 00:00:00","2020-04-11 00:00:00","Number of Records","660","642","2020-05-21 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","11","11","2020-04-05 00:00:00","2020-04-04 00:00:00","Number of Records","874","1826","2020-06-06 00:00:00","% Positive",""
"Total Tests Conducted","1177978","","","","","","","","",""
"Age Group","Unknown","Unknown","2632","2632","","","","","",""
"Age Group","65 years and older","65 years and older","202419","202419","","","","","",""
"Age Group","55 - 64 years","55 - 64 years","172136","172136","","","","","",""
"Age Group","45 - 54 years","45 - 54 years","182270","182270","","","","","",""
"Age Group","20 - 44 years","20 - 44 years","499009","499009","","","","","",""
"Age Group","Less than 20 years","Less than 20 years","119512","119512","","","","","",""
"Tests by Day W/ % Positivity (PCR)","25935","25935","2020-07-26 00:00:00","2020-07-25 00:00:00","Number of Records","4878","6338","2020-06-29 00:00:00","% Positive",""
