"Info Button"," ","","","","","","","","","","",""
"New Tests","13085","","","","","","","","","","",""
"Tests by Day W/ % Positivity (Serology)","338","3135","3135","2020-10-11 00:00:00","2020-10-10 00:00:00","Number of Records","338","5764","7234","2020-08-10 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","582","6516","6516","2020-10-04 00:00:00","2020-10-03 00:00:00","Number of Records","582","5353","7947","2020-08-09 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","694","5816","5816","2020-09-27 00:00:00","2020-09-26 00:00:00","Number of Records","694","4639","6600","2020-08-08 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","599","5679","5679","2020-09-20 00:00:00","2020-09-19 00:00:00","Number of Records","599","4576","6187","2020-08-07 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","630","5897","5897","2020-09-13 00:00:00","2020-09-12 00:00:00","Number of Records","630","3620","5008","2020-08-06 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","558","5653","5653","2020-09-06 00:00:00","2020-09-05 00:00:00","Number of Records","558","3009","3650","2020-08-05 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","759","6137","6137","2020-08-30 00:00:00","2020-08-29 00:00:00","Number of Records","759","3096","4295","2020-08-04 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","923","7439","7439","2020-08-23 00:00:00","2020-08-22 00:00:00","Number of Records","923","4396","5499","2020-08-03 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1147","8642","8642","2020-08-16 00:00:00","2020-08-15 00:00:00","Number of Records","1147","5192","7027","2020-08-02 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1299","9443","9443","2020-08-09 00:00:00","2020-08-08 00:00:00","Number of Records","1299","5611","6839","2020-08-01 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1351","9880","9880","2020-08-02 00:00:00","2020-08-01 00:00:00","Number of Records","1351","4689","7808","2020-07-31 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1466","11314","11314","2020-07-26 00:00:00","2020-07-25 00:00:00","Number of Records","1466","5195","8289","2020-07-30 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1552","12098","12098","2020-07-19 00:00:00","2020-07-18 00:00:00","Number of Records","1552","5976","10568","2020-07-29 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1471","11875","11875","2020-07-12 00:00:00","2020-07-11 00:00:00","Number of Records","1471","7000","10508","2020-07-28 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1161","13094","13094","2020-07-05 00:00:00","2020-07-04 00:00:00","Number of Records","1161","6913","6761","2020-07-27 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","963","13400","13400","2020-06-28 00:00:00","2020-06-27 00:00:00","Number of Records","963","7872","11848","2020-07-26 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","981","18183","18183","2020-06-21 00:00:00","2020-06-20 00:00:00","Number of Records","981","6667","10690","2020-07-25 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","587","16578","16578","2020-06-14 00:00:00","2020-06-13 00:00:00","Number of Records","587","5290","8211","2020-07-24 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","578","17237","17237","2020-06-07 00:00:00","2020-06-06 00:00:00","Number of Records","578","4174","5605","2020-07-23 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","662","18760","18760","2020-05-31 00:00:00","2020-05-30 00:00:00","Number of Records","662","3203","9213","2020-07-22 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","517","17654","17654","2020-05-24 00:00:00","2020-05-23 00:00:00","Number of Records","517","3078","6615","2020-07-21 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","584","24680","24680","2020-05-17 00:00:00","2020-05-16 00:00:00","Number of Records","584","3752","11487","2020-07-20 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","669","22149","22149","2020-05-10 00:00:00","2020-05-09 00:00:00","Number of Records","669","2077","9583","2020-07-19 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","656","23101","23101","2020-05-03 00:00:00","2020-05-02 00:00:00","Number of Records","656","1534","5412","2020-07-18 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","459","12762","12762","2020-04-26 00:00:00","2020-04-25 00:00:00","Number of Records","459","651","858","2020-07-17 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","14","246","246","2020-04-19 00:00:00","2020-04-18 00:00:00","Number of Records","14","650","678","2020-07-16 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","12","42","42","2020-04-12 00:00:00","2020-04-11 00:00:00","Number of Records","12","641","617","2020-07-15 00:00:00","% Positive",""
