"Info Button"," ","","","","","","","","",""
"New Tests","15219","","","","","","","","",""
"Tests by Day W/ % Positivity (Serology)","960","960","2020-07-05 00:00:00","2020-07-04 00:00:00","Number of Records","2338","2665","2020-05-16 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","12347","12347","2020-06-28 00:00:00","2020-06-27 00:00:00","Number of Records","8079","12419","2020-05-15 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17633","17633","2020-06-21 00:00:00","2020-06-20 00:00:00","Number of Records","6989","11323","2020-05-14 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","16754","16754","2020-06-14 00:00:00","2020-06-13 00:00:00","Number of Records","5356","8654","2020-05-13 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17542","17542","2020-06-07 00:00:00","2020-06-06 00:00:00","Number of Records","4357","5807","2020-05-12 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","19080","19080","2020-05-31 00:00:00","2020-05-30 00:00:00","Number of Records","3299","9633","2020-05-11 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17974","17974","2020-05-24 00:00:00","2020-05-23 00:00:00","Number of Records","3192","6874","2020-05-10 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","25072","25072","2020-05-17 00:00:00","2020-05-16 00:00:00","Number of Records","3879","12236","2020-05-09 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","22499","22499","2020-05-10 00:00:00","2020-05-09 00:00:00","Number of Records","2119","10295","2020-05-08 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","23497","23497","2020-05-03 00:00:00","2020-05-02 00:00:00","Number of Records","1560","5690","2020-05-07 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","12978","12978","2020-04-26 00:00:00","2020-04-25 00:00:00","Number of Records","681","912","2020-05-06 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","217","217","2020-04-19 00:00:00","2020-04-18 00:00:00","Number of Records","711","728","2020-05-05 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","38","38","2020-04-12 00:00:00","2020-04-11 00:00:00","Number of Records","676","653","2020-05-04 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","11","11","2020-04-05 00:00:00","2020-04-04 00:00:00","Number of Records","671","891","2020-05-17 00:00:00","% Positive",""
"Total Tests Conducted","827089","","","","","","","","",""
"Age Group","Unknown","Unknown","1931","1931","","","","","",""
"Age Group","65 years and older","65 years and older","152095","152095","","","","","",""
"Age Group","55 - 64 years","55 - 64 years","124855","124855","","","","","",""
"Age Group","45 - 54 years","45 - 54 years","129015","129015","","","","","",""
"Age Group","20 - 44 years","20 - 44 years","344712","344712","","","","","",""
"Age Group","Less than 20 years","Less than 20 years","74481","74481","","","","","",""
"Tests by Day W/ % Positivity (PCR)","2684","2684","2020-07-05 00:00:00","2020-07-04 00:00:00","Number of Records","2338","2665","2020-06-05 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","67437","67437","2020-06-28 00:00:00","2020-06-27 00:00:00","Number of Records","8079","12419","2020-06-04 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","110513","110513","2020-06-21 00:00:00","2020-06-20 00:00:00","Number of Records","6989","11323","2020-06-03 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","90390","90390","2020-06-14 00:00:00","2020-06-13 00:00:00","Number of Records","5356","8654","2020-06-02 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","71729","71729","2020-06-07 00:00:00","2020-06-06 00:00:00","Number of Records","4357","5807","2020-06-01 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","52294","52294","2020-05-31 00:00:00","2020-05-30 00:00:00","Number of Records","3299","9633","2020-05-31 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","41659","41659","2020-05-24 00:00:00","2020-05-23 00:00:00","Number of Records","3192","6874","2020-05-30 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","36031","36031","2020-05-17 00:00:00","2020-05-16 00:00:00","Number of Records","3879","12236","2020-05-29 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","43921","43921","2020-05-10 00:00:00","2020-05-09 00:00:00","Number of Records","2119","10295","2020-05-28 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","35684","35684","2020-05-03 00:00:00","2020-05-02 00:00:00","Number of Records","1560","5690","2020-05-27 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","22323","22323","2020-04-26 00:00:00","2020-04-25 00:00:00","Number of Records","681","912","2020-05-26 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","12301","12301","2020-04-19 00:00:00","2020-04-18 00:00:00","Number of Records","711","728","2020-05-25 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","10578","10578","2020-04-12 00:00:00","2020-04-11 00:00:00","Number of Records","676","653","2020-05-24 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","10126","10126","2020-04-05 00:00:00","2020-04-04 00:00:00","Number of Records","671","891","2020-05-23 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","11301","11301","2020-03-29 00:00:00","2020-03-28 00:00:00","Number of Records","611","1028","2020-05-22 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","12692","12692","2020-03-22 00:00:00","2020-03-21 00:00:00","Number of Records","588","1710","2020-05-21 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","7645","7645","2020-03-15 00:00:00","2020-03-14 00:00:00","Number of Records","214","410","2020-05-20 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","1110","1110","2020-03-08 00:00:00","2020-03-07 00:00:00","Number of Records","3","20","2020-05-19 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","51","51","2020-03-01 00:00:00","2020-02-28 00:00:00","Number of Records","40430","21456","2020-05-18 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","17","17","2020-02-23 00:00:00","2020-02-22 00:00:00","Number of Records","12285","520595","2020-05-18 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","1","1","2020-02-16 00:00:00","","Number of Records","4527","","2020-05-17 00:00:00","% Positive",""
"Tests by Day","17","2020-07-07 00:00:00","2020-07-06 00:00:00","17","17","","","","",""
"Tests by Day","1289","2020-07-06 00:00:00","2020-07-05 00:00:00","1289","1289","","","","",""
"Tests by Day","2338","2020-07-05 00:00:00","2020-07-04 00:00:00","2338","2338","","","","",""
"Tests by Day","2665","2020-07-04 00:00:00","2020-07-03 00:00:00","2665","2665","","","","",""
"Tests by Day","7338","2020-07-03 00:00:00","2020-07-02 00:00:00","7338","7338","","","","",""
"Tests by Day","10441","2020-07-02 00:00:00","2020-07-01 00:00:00","10441","10441","","","","",""
"Tests by Day","10919","2020-07-01 00:00:00","2020-06-30 00:00:00","10919","10919","","","","",""
"Tests by Day","17581","2020-06-30 00:00:00","2020-06-29 00:00:00","17581","17581","","","","",""
"Tests by Day","22761","2020-06-29 00:00:00","2020-06-28 00:00:00","22761","22761","","","","",""
"Tests by Day","8079","2020-06-28 00:00:00","2020-06-27 00:00:00","8079","8079","","","","",""
"Tests by Day","12419","2020-06-27 00:00:00","2020-06-26 00:00:00","12419","12419","","","","",""
"Tests by Day","22714","2020-06-26 00:00:00","2020-06-25 00:00:00","22714","22714","","","","",""
"Tests by Day","21924","2020-06-25 00:00:00","2020-06-24 00:00:00","21924","21924","","","","",""
"Tests by Day","22119","2020-06-24 00:00:00","2020-06-23 00:00:00","22119","22119","","","","",""
"Tests by Day","22021","2020-06-23 00:00:00","2020-06-22 00:00:00","22021","22021","","","","",""
"Tests by Day","19960","2020-06-22 00:00:00","2020-06-21 00:00:00","19960","19960","","","","",""
"Tests by Day","6989","2020-06-21 00:00:00","2020-06-20 00:00:00","6989","6989","","","","",""
"Tests by Day","11323","2020-06-20 00:00:00","2020-06-19 00:00:00","11323","11323","","","","",""
"Tests by Day","20797","2020-06-19 00:00:00","2020-06-18 00:00:00","20797","20797","","","","",""
"Tests by Day","19307","2020-06-18 00:00:00","2020-06-17 00:00:00","19307","19307","","","","",""
"Tests by Day","16761","2020-06-17 00:00:00","2020-06-16 00:00:00","16761","16761","","","","",""
"Tests by Day","17426","2020-06-16 00:00:00","2020-06-15 00:00:00","17426","17426","","","","",""
"Tests by Day","16174","2020-06-15 00:00:00","2020-06-14 00:00:00","16174","16174","","","","",""
"Tests by Day","5356","2020-06-14 00:00:00","2020-06-13 00:00:00","5356","5356","","","","",""
"Tests by Day","8654","2020-06-13 00:00:00","2020-06-12 00:00:00","8654","8654","","","","",""
"Tests by Day","16341","2020-06-12 00:00:00","2020-06-11 00:00:00","16341","16341","","","","",""
"Tests by Day","15177","2020-06-11 00:00:00","2020-06-10 00:00:00","15177","15177","","","","",""
"Tests by Day","14955","2020-06-10 00:00:00","2020-06-09 00:00:00","14955","14955","","","","",""
"Tests by Day","15313","2020-06-09 00:00:00","2020-06-08 00:00:00","15313","15313","","","","",""
"Tests by Day","14474","2020-06-08 00:00:00","2020-06-07 00:00:00","14474","14474","","","","",""
"Tests by Day","4357","2020-06-07 00:00:00","2020-06-06 00:00:00","4357","4357","","","","",""
"Tests by Day","5807","2020-06-06 00:00:00","2020-06-05 00:00:00","5807","5807","","","","",""
"Tests by Day","13892","2020-06-05 00:00:00","2020-06-04 00:00:00","13892","13892","","","","",""
"Tests by Day","12025","2020-06-04 00:00:00","2020-06-03 00:00:00","12025","12025","","","","",""
"Tests by Day","11613","2020-06-03 00:00:00","2020-06-02 00:00:00","11613","11613","","","","",""
"Tests by Day","12364","2020-06-02 00:00:00","2020-06-01 00:00:00","12364","12364","","","","",""
"Tests by Day","12374","2020-06-01 00:00:00","2020-05-31 00:00:00","12374","12374","","","","",""
"Tests by Day","3299","2020-05-31 00:00:00","2020-05-30 00:00:00","3299","3299","","","","",""
"Tests by Day","9633","2020-05-30 00:00:00","2020-05-29 00:00:00","9633","9633","","","","",""
"Tests by Day","12588","2020-05-29 00:00:00","2020-05-28 00:00:00","12588","12588","","","","",""
"Tests by Day","11068","2020-05-28 00:00:00","2020-05-27 00:00:00","11068","11068","","","","",""
"Tests by Day","9947","2020-05-27 00:00:00","2020-05-26 00:00:00","9947","9947","","","","",""
"Tests by Day","10525","2020-05-26 00:00:00","2020-05-25 00:00:00","10525","10525","","","","",""
"Tests by Day","2680","2020-05-25 00:00:00","2020-05-24 00:00:00","2680","2680","","","","",""
"Tests by Day","3192","2020-05-24 00:00:00","2020-05-23 00:00:00","3192","3192","","","","",""
"Tests by Day","6874","2020-05-23 00:00:00","2020-05-22 00:00:00","6874","6874","","","","",""
"Tests by Day","9961","2020-05-22 00:00:00","2020-05-21 00:00:00","9961","9961","","","","",""
"Tests by Day","9845","2020-05-21 00:00:00","2020-05-20 00:00:00","9845","9845","","","","",""
"Tests by Day","9285","2020-05-20 00:00:00","2020-05-19 00:00:00","9285","9285","","","","",""
"Tests by Day","10302","2020-05-19 00:00:00","2020-05-18 00:00:00","10302","10302","","","","",""
"Tests by Day","10957","2020-05-18 00:00:00","2020-05-17 00:00:00","10957","10957","","","","",""
"Tests by Day","3879","2020-05-17 00:00:00","2020-05-16 00:00:00","3879","3879","","","","",""
"Tests by Day","12236","2020-05-16 00:00:00","2020-05-15 00:00:00","12236","12236","","","","",""
"Tests by Day","11849","2020-05-15 00:00:00","2020-05-14 00:00:00","11849","11849","","","","",""
"Tests by Day","9511","2020-05-14 00:00:00","2020-05-13 00:00:00","9511","9511","","","","",""
"Tests by Day","9793","2020-05-13 00:00:00","2020-05-12 00:00:00","9793","9793","","","","",""
"Tests by Day","10411","2020-05-12 00:00:00","2020-05-11 00:00:00","10411","10411","","","","",""
"Tests by Day","10501","2020-05-11 00:00:00","2020-05-10 00:00:00","10501","10501","","","","",""
"Tests by Day","2119","2020-05-10 00:00:00","2020-05-09 00:00:00","2119","2119","","","","",""
"Tests by Day","10295","2020-05-09 00:00:00","2020-05-08 00:00:00","10295","10295","","","","",""
"Tests by Day","10902","2020-05-08 00:00:00","2020-05-07 00:00:00","10902","10902","","","","",""
"Tests by Day","10186","2020-05-07 00:00:00","2020-05-06 00:00:00","10186","10186","","","","",""
"Tests by Day","8784","2020-05-06 00:00:00","2020-05-05 00:00:00","8784","8784","","","","",""
"Tests by Day","8802","2020-05-05 00:00:00","2020-05-04 00:00:00","8802","8802","","","","",""
"Tests by Day","8652","2020-05-04 00:00:00","2020-05-03 00:00:00","8652","8652","","","","",""
"Tests by Day","1560","2020-05-03 00:00:00","2020-05-02 00:00:00","1560","1560","","","","",""
"Tests by Day","5690","2020-05-02 00:00:00","2020-05-01 00:00:00","5690","5690","","","","",""
"Tests by Day","7644","2020-05-01 00:00:00","2020-04-30 00:00:00","7644","7644","","","","",""
"Tests by Day","6444","2020-04-30 00:00:00","2020-04-29 00:00:00","6444","6444","","","","",""
"Tests by Day","5849","2020-04-29 00:00:00","2020-04-28 00:00:00","5849","5849","","","","",""
