"Info Button"," ","","","","","","","","",""
"New Tests","11696","","","","","","","","",""
"Tests by Day W/ % Positivity (Serology)","2497","2497","2020-08-02 00:00:00","2020-08-01 00:00:00","Number of Records","4584","6734","2020-06-09 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","9295","9295","2020-07-26 00:00:00","2020-07-25 00:00:00","Number of Records","4916","6869","2020-06-08 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","11216","11216","2020-07-19 00:00:00","2020-07-18 00:00:00","Number of Records","5995","10338","2020-06-07 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","12011","12011","2020-07-12 00:00:00","2020-07-11 00:00:00","Number of Records","7080","10671","2020-06-06 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","13234","13234","2020-07-05 00:00:00","2020-07-04 00:00:00","Number of Records","6931","6832","2020-06-05 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","13540","13540","2020-06-28 00:00:00","2020-06-27 00:00:00","Number of Records","7896","12014","2020-06-04 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","18346","18346","2020-06-21 00:00:00","2020-06-20 00:00:00","Number of Records","6757","10884","2020-06-03 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","16789","16789","2020-06-14 00:00:00","2020-06-13 00:00:00","Number of Records","5202","8385","2020-06-02 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17458","17458","2020-06-07 00:00:00","2020-06-06 00:00:00","Number of Records","4227","5642","2020-06-01 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","18968","18968","2020-05-31 00:00:00","2020-05-30 00:00:00","Number of Records","3212","9420","2020-05-31 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17872","17872","2020-05-24 00:00:00","2020-05-23 00:00:00","Number of Records","3159","6753","2020-05-30 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","24926","24926","2020-05-17 00:00:00","2020-05-16 00:00:00","Number of Records","3801","11881","2020-05-29 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","22391","22391","2020-05-10 00:00:00","2020-05-09 00:00:00","Number of Records","2074","9992","2020-05-28 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","23390","23390","2020-05-03 00:00:00","2020-05-02 00:00:00","Number of Records","1534","5526","2020-05-27 00:00:00","% Positive",""
