"Info Button"," ","","","","","","","","",""
"New Tests","14193","","","","","","","","",""
"Tests by Day W/ % Positivity (Serology)","2863","2863","2020-07-05 00:00:00","2020-07-04 00:00:00","Number of Records","2733","3316","2020-05-17 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","12698","12698","2020-06-28 00:00:00","2020-06-27 00:00:00","Number of Records","8132","12421","2020-05-16 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17669","17669","2020-06-21 00:00:00","2020-06-20 00:00:00","Number of Records","6982","11307","2020-05-15 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","16759","16759","2020-06-14 00:00:00","2020-06-13 00:00:00","Number of Records","5352","8642","2020-05-14 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17540","17540","2020-06-07 00:00:00","2020-06-06 00:00:00","Number of Records","4350","5804","2020-05-13 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","19075","19075","2020-05-31 00:00:00","2020-05-30 00:00:00","Number of Records","3298","9628","2020-05-12 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17971","17971","2020-05-24 00:00:00","2020-05-23 00:00:00","Number of Records","3188","6864","2020-05-11 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","25065","25065","2020-05-17 00:00:00","2020-05-16 00:00:00","Number of Records","3877","12225","2020-05-10 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","22495","22495","2020-05-10 00:00:00","2020-05-09 00:00:00","Number of Records","2117","10281","2020-05-09 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","23491","23491","2020-05-03 00:00:00","2020-05-02 00:00:00","Number of Records","1558","5684","2020-05-08 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","12972","12972","2020-04-26 00:00:00","2020-04-25 00:00:00","Number of Records","681","910","2020-05-07 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","217","217","2020-04-19 00:00:00","2020-04-18 00:00:00","Number of Records","711","728","2020-05-06 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","38","38","2020-04-12 00:00:00","2020-04-11 00:00:00","Number of Records","676","653","2020-05-05 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","11","11","2020-04-05 00:00:00","2020-04-04 00:00:00","Number of Records","671","891","2020-05-18 00:00:00","% Positive",""
"Total Tests Conducted","841282","","","","","","","","",""
"Age Group","Unknown","Unknown","1951","1951","","","","","",""
"Age Group","65 years and older","65 years and older","154110","154110","","","","","",""
"Age Group","55 - 64 years","55 - 64 years","126760","126760","","","","","",""
"Age Group","45 - 54 years","45 - 54 years","131166","131166","","","","","",""
"Age Group","20 - 44 years","20 - 44 years","351249","351249","","","","","",""
"Age Group","Less than 20 years","Less than 20 years","76046","76046","","","","","",""
