"Info Button"," ","","","","","","","","","","",""
"New Tests","7462","","","","","","","","","","",""
"Tests by Day W/ % Positivity (Serology)","23","299","299","2020-10-25 00:00:00","2020-10-24 00:00:00","Number of Records","23","4056","8488","2020-08-19 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","517","5151","5151","2020-10-18 00:00:00","2020-10-17 00:00:00","Number of Records","517","6623","8605","2020-08-18 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","574","5582","5582","2020-10-11 00:00:00","2020-10-10 00:00:00","Number of Records","574","5695","7112","2020-08-17 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","590","6896","6896","2020-10-04 00:00:00","2020-10-03 00:00:00","Number of Records","590","5267","7854","2020-08-16 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","713","6249","6249","2020-09-27 00:00:00","2020-09-26 00:00:00","Number of Records","713","4592","6523","2020-08-15 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","613","6307","6307","2020-09-20 00:00:00","2020-09-19 00:00:00","Number of Records","613","4531","6098","2020-08-14 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","641","6285","6285","2020-09-13 00:00:00","2020-09-12 00:00:00","Number of Records","641","3572","4930","2020-08-13 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","567","5730","5730","2020-09-06 00:00:00","2020-09-05 00:00:00","Number of Records","567","2980","3609","2020-08-12 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","759","6131","6131","2020-08-30 00:00:00","2020-08-29 00:00:00","Number of Records","759","3067","4235","2020-08-11 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","922","7418","7418","2020-08-23 00:00:00","2020-08-22 00:00:00","Number of Records","922","4352","5446","2020-08-10 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1146","8622","8622","2020-08-16 00:00:00","2020-08-15 00:00:00","Number of Records","1146","5159","6973","2020-08-09 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1298","9427","9427","2020-08-09 00:00:00","2020-08-08 00:00:00","Number of Records","1298","5573","6775","2020-08-08 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1348","9856","9856","2020-08-02 00:00:00","2020-08-01 00:00:00","Number of Records","1348","4655","7727","2020-08-07 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1465","11295","11295","2020-07-26 00:00:00","2020-07-25 00:00:00","Number of Records","1465","5177","8199","2020-08-06 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1551","12074","12074","2020-07-19 00:00:00","2020-07-18 00:00:00","Number of Records","1551","5954","10519","2020-08-05 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1468","11850","11850","2020-07-12 00:00:00","2020-07-11 00:00:00","Number of Records","1468","6966","10458","2020-08-04 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1160","13075","13075","2020-07-05 00:00:00","2020-07-04 00:00:00","Number of Records","1160","6888","6722","2020-08-03 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","963","13380","13380","2020-06-28 00:00:00","2020-06-27 00:00:00","Number of Records","963","7836","11793","2020-08-02 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","980","18162","18162","2020-06-21 00:00:00","2020-06-20 00:00:00","Number of Records","980","6641","10656","2020-08-01 00:00:00","% Positive",""
