"Info Button"," ","","","","","","","","","","",""
"New Tests","12768","","","","","","","","","","",""
"Tests by Day W/ % Positivity (Serology)","63","712","712","2020-09-20 00:00:00","2020-09-19 00:00:00","Number of Records","63","3866","6085","2020-07-20 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","626","5870","5870","2020-09-13 00:00:00","2020-09-12 00:00:00","Number of Records","626","3738","5239","2020-07-19 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","560","5669","5669","2020-09-06 00:00:00","2020-09-05 00:00:00","Number of Records","560","3115","3757","2020-07-18 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","761","6172","6172","2020-08-30 00:00:00","2020-08-29 00:00:00","Number of Records","761","3197","4497","2020-07-17 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","926","7476","7476","2020-08-23 00:00:00","2020-08-22 00:00:00","Number of Records","926","4535","5647","2020-07-16 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1152","8693","8693","2020-08-16 00:00:00","2020-08-15 00:00:00","Number of Records","1152","5338","7216","2020-07-15 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1303","9490","9490","2020-08-09 00:00:00","2020-08-08 00:00:00","Number of Records","1303","5760","7034","2020-07-14 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1359","9922","9922","2020-08-02 00:00:00","2020-08-01 00:00:00","Number of Records","1359","4770","8061","2020-07-13 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1471","11360","11360","2020-07-26 00:00:00","2020-07-25 00:00:00","Number of Records","1471","5261","8464","2020-07-12 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1559","12146","12146","2020-07-19 00:00:00","2020-07-18 00:00:00","Number of Records","1559","6041","10687","2020-07-11 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1475","11906","11906","2020-07-12 00:00:00","2020-07-11 00:00:00","Number of Records","1475","7049","10613","2020-07-10 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1165","13143","13143","2020-07-05 00:00:00","2020-07-04 00:00:00","Number of Records","1165","6957","6810","2020-07-09 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","965","13446","13446","2020-06-28 00:00:00","2020-06-27 00:00:00","Number of Records","965","7949","11953","2020-07-08 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","983","18230","18230","2020-06-21 00:00:00","2020-06-20 00:00:00","Number of Records","983","6732","10802","2020-07-07 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","589","16641","16641","2020-06-14 00:00:00","2020-06-13 00:00:00","Number of Records","589","5345","8284","2020-07-06 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","582","17298","17298","2020-06-07 00:00:00","2020-06-06 00:00:00","Number of Records","582","4215","5670","2020-07-05 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","665","18816","18816","2020-05-31 00:00:00","2020-05-30 00:00:00","Number of Records","665","3233","9303","2020-07-04 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","518","17708","17708","2020-05-24 00:00:00","2020-05-23 00:00:00","Number of Records","518","3111","6669","2020-07-03 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","586","24742","24742","2020-05-17 00:00:00","2020-05-16 00:00:00","Number of Records","586","11662","11681","2020-07-02 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","673","22223","22223","2020-05-10 00:00:00","2020-05-09 00:00:00","Number of Records","673","9727","10672","2020-07-01 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","662","23193","23193","2020-05-03 00:00:00","2020-05-02 00:00:00","Number of Records","662","5504","7568","2020-06-30 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","462","12790","12790","2020-04-26 00:00:00","2020-04-25 00:00:00","Number of Records","462","876","2515","2020-06-29 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","11","213","213","2020-04-19 00:00:00","2020-04-18 00:00:00","Number of Records","11","701","1961","2020-06-28 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","11","38","38","2020-04-12 00:00:00","2020-04-11 00:00:00","Number of Records","11","624","1517","2020-06-27 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","","11","11","2020-04-05 00:00:00","2020-04-04 00:00:00","Number of Records","","853","1790","2020-07-21 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","","1","1","2020-03-29 00:00:00","2020-03-28 00:00:00","Number of Records","","990","1970","2020-07-21 00:00:00","% Positive",""
"Total Tests Conducted","1693411","","","","","","","","","","",""
"Age Group","Unknown","Unknown","5243","5243","","","","","","","",""
"Age Group","65 years and older","65 years and older","291930","291930","","","","","","","",""
"Age Group","55 - 64 years","55 - 64 years","238545","238545","","","","","","","",""
"Age Group","45 - 54 years","45 - 54 years","249887","249887","","","","","","","",""
"Age Group","20 - 44 years","20 - 44 years","711376","711376","","","","","","","",""
"Age Group","Less than 20 years","Less than 20 years","196430","196430","","","","","","","",""
"Tests by Day","9","2020-09-22 00:00:00","2020-09-21 00:00:00","9","9","","","","","","",""
"Tests by Day","4461","2020-09-21 00:00:00","2020-09-20 00:00:00","4461","4461","","","","","","",""
"Tests by Day","3866","2020-09-20 00:00:00","2020-09-19 00:00:00","3866","3866","","","","","","",""
"Tests by Day","6085","2020-09-19 00:00:00","2020-09-18 00:00:00","6085","6085","","","","","","",""
