"Info Button"," ","","","","","","","","","","",""
"New Tests","5451","","","","","","","","","","",""
"Tests by Day W/ % Positivity (Serology)","141","141","2020-08-23 00:00:00","2020-08-22 00:00:00","11","Number of Records","1062","3933","2020-06-25 00:00:00","11","% Positive",""
"Tests by Day W/ % Positivity (Serology)","8031","8031","2020-08-16 00:00:00","2020-08-15 00:00:00","1100","Number of Records","4768","6184","2020-06-24 00:00:00","1100","% Positive",""
"Tests by Day W/ % Positivity (Serology)","8913","8913","2020-08-09 00:00:00","2020-08-08 00:00:00","1292","Number of Records","5409","6370","2020-06-23 00:00:00","1292","% Positive",""
"Tests by Day W/ % Positivity (Serology)","9153","9153","2020-08-02 00:00:00","2020-08-01 00:00:00","1328","Number of Records","4660","6963","2020-06-22 00:00:00","1328","% Positive",""
"Tests by Day W/ % Positivity (Serology)","11407","11407","2020-07-26 00:00:00","2020-07-25 00:00:00","1472","Number of Records","5279","7755","2020-06-21 00:00:00","1472","% Positive",""
"Tests by Day W/ % Positivity (Serology)","12223","12223","2020-07-19 00:00:00","2020-07-18 00:00:00","1567","Number of Records","6048","10697","2020-06-20 00:00:00","1567","% Positive",""
"Tests by Day W/ % Positivity (Serology)","11976","11976","2020-07-12 00:00:00","2020-07-11 00:00:00","1486","Number of Records","7033","10652","2020-06-19 00:00:00","1486","% Positive",""
"Tests by Day W/ % Positivity (Serology)","13194","13194","2020-07-05 00:00:00","2020-07-04 00:00:00","1169","Number of Records","6940","6774","2020-06-18 00:00:00","1169","% Positive",""
"Tests by Day W/ % Positivity (Serology)","13503","13503","2020-06-28 00:00:00","2020-06-27 00:00:00","968","Number of Records","7953","11979","2020-06-17 00:00:00","968","% Positive",""
"Tests by Day W/ % Positivity (Serology)","18296","18296","2020-06-21 00:00:00","2020-06-20 00:00:00","989","Number of Records","6731","10828","2020-06-16 00:00:00","989","% Positive",""
"Tests by Day W/ % Positivity (Serology)","16725","16725","2020-06-14 00:00:00","2020-06-13 00:00:00","592","Number of Records","5350","8326","2020-06-15 00:00:00","592","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17389","17389","2020-06-07 00:00:00","2020-06-06 00:00:00","586","Number of Records","4198","5667","2020-06-14 00:00:00","586","% Positive",""
"Tests by Day W/ % Positivity (Serology)","18905","18905","2020-05-31 00:00:00","2020-05-30 00:00:00","670","Number of Records","3259","9363","2020-06-13 00:00:00","670","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17794","17794","2020-05-24 00:00:00","2020-05-23 00:00:00","521","Number of Records","3121","6723","2020-06-12 00:00:00","521","% Positive",""
"Tests by Day W/ % Positivity (Serology)","24848","24848","2020-05-17 00:00:00","2020-05-16 00:00:00","592","Number of Records","3790","11784","2020-06-11 00:00:00","592","% Positive",""
"Tests by Day W/ % Positivity (Serology)","22330","22330","2020-05-10 00:00:00","2020-05-09 00:00:00","675","Number of Records","2107","9906","2020-06-10 00:00:00","675","% Positive",""
"Tests by Day W/ % Positivity (Serology)","23284","23284","2020-05-03 00:00:00","2020-05-02 00:00:00","665","Number of Records","5570","7638","2020-06-09 00:00:00","665","% Positive",""
"Tests by Day W/ % Positivity (Serology)","12842","12842","2020-04-26 00:00:00","2020-04-25 00:00:00","466","Number of Records","884","2540","2020-06-08 00:00:00","466","% Positive",""
"Tests by Day W/ % Positivity (Serology)","214","214","2020-04-19 00:00:00","2020-04-18 00:00:00","11","Number of Records","709","1978","2020-06-07 00:00:00","11","% Positive",""
"Tests by Day W/ % Positivity (Serology)","38","38","2020-04-12 00:00:00","2020-04-11 00:00:00","11","Number of Records","635","1539","2020-06-06 00:00:00","11","% Positive",""
