"Info Button"," ","","","","","",""
"New Tests","16709","","","","","",""
"Tests by Day W/ % Positivity (Serology)","95683","2020-06-28 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (Serology)","8259","2020-06-21 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (Serology)","7344","2020-06-14 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (Serology)","21948","2020-06-07 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (Serology)","16815","2020-05-31 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (Serology)","15005","2020-05-24 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (Serology)","11636","2020-05-17 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (Serology)","9978","2020-05-10 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (Serology)","9301","2020-05-03 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (Serology)","9803","2020-04-26 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (Serology)","8799","2020-04-19 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (Serology)","5865","2020-04-12 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (Serology)","2030","2020-04-05 00:00:00","Number of Records","","","",""
"Total Tests Conducted","785999","","","","","",""
"Age Group","Unknown","1870","","","","",""
"Age Group","65 years and older","146843","","","","",""
"Age Group","55 - 64 years","119621","","","","",""
"Age Group","45 - 54 years","122783","","","","",""
"Age Group","20 - 44 years","325515","","","","",""
"Age Group","Less than 20 years","69367","","","","",""
"Tests by Day W/ % Positivity (PCR)","95683","2020-06-28 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","8259","2020-06-21 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","7344","2020-06-14 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","21948","2020-06-07 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","16815","2020-05-31 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","15005","2020-05-24 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","11636","2020-05-17 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","9978","2020-05-10 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","9301","2020-05-03 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","9803","2020-04-26 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","8799","2020-04-19 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","5865","2020-04-12 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","2030","2020-04-05 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","1795","2020-03-29 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","1574","2020-03-22 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","1923","2020-03-15 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","2276","2020-03-08 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","1249","2020-03-01 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","97","2020-02-23 00:00:00","Number of Records","","","",""
"Tests by Day W/ % Positivity (PCR)","44","2020-02-16 00:00:00","Number of Records","","","",""
"Tests by Day","10","2020-07-04 00:00:00","10","","","",""
"Tests by Day","1193","2020-07-03 00:00:00","1193","","","",""
"Tests by Day","5200","2020-07-02 00:00:00","5200","","","",""
"Tests by Day","7344","2020-07-01 00:00:00","7344","","","",""
"Tests by Day","10591","2020-06-30 00:00:00","10591","","","",""
"Tests by Day","15391","2020-06-29 00:00:00","15391","","","",""
"Tests by Day","5578","2020-06-28 00:00:00","5578","","","",""
"Tests by Day","9396","2020-06-27 00:00:00","9396","","","",""
"Tests by Day","22161","2020-06-26 00:00:00","22161","","","",""
"Tests by Day","21517","2020-06-25 00:00:00","21517","","","",""
"Tests by Day","21948","2020-06-24 00:00:00","21948","","","",""
"Tests by Day","21746","2020-06-23 00:00:00","21746","","","",""
"Tests by Day","19912","2020-06-22 00:00:00","19912","","","",""
"Tests by Day","7012","2020-06-21 00:00:00","7012","","","",""
"Tests by Day","11353","2020-06-20 00:00:00","11353","","","",""
