"Info Button"," ","","","","","","","","","","",""
"New Tests","8716","","","","","","","","","","",""
"Tests by Day W/ % Positivity (Serology)","513","3986","3986","2020-09-27 00:00:00","2020-09-26 00:00:00","Number of Records","513","4688","6719","2020-07-30 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","600","5692","5692","2020-09-20 00:00:00","2020-09-19 00:00:00","Number of Records","600","4673","6283","2020-07-29 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","630","5908","5908","2020-09-13 00:00:00","2020-09-12 00:00:00","Number of Records","630","3682","5117","2020-07-28 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","559","5664","5664","2020-09-06 00:00:00","2020-09-05 00:00:00","Number of Records","559","3058","3710","2020-07-27 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","760","6152","6152","2020-08-30 00:00:00","2020-08-29 00:00:00","Number of Records","760","3139","4401","2020-07-26 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","926","7463","7463","2020-08-23 00:00:00","2020-08-22 00:00:00","Number of Records","926","5579","11436","2020-07-25 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1149","8669","8669","2020-08-16 00:00:00","2020-08-15 00:00:00","Number of Records","1149","7131","12380","2020-07-24 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1301","9473","9473","2020-08-09 00:00:00","2020-08-08 00:00:00","Number of Records","1301","6954","10789","2020-07-23 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1355","9905","9905","2020-08-02 00:00:00","2020-08-01 00:00:00","Number of Records","1355","7961","11821","2020-07-22 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1467","11343","11343","2020-07-26 00:00:00","2020-07-25 00:00:00","Number of Records","1467","8386","13093","2020-07-21 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1553","12121","12121","2020-07-19 00:00:00","2020-07-18 00:00:00","Number of Records","1553","10636","18466","2020-07-20 00:00:00","% Positive",""
