"Info Button"," ","","","","","","","","","","",""
"New Tests","19193","","","","","","","","","","",""
"Tests by Day W/ % Positivity (Serology)","216","1834","1834","2020-11-15 00:00:00","2020-11-14 00:00:00","Number of Records","216","8437","14236","2020-09-07 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","894","8046","8046","2020-11-08 00:00:00","2020-11-07 00:00:00","Number of Records","894","9941","13587","2020-09-06 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","780","7967","7967","2020-11-01 00:00:00","2020-10-31 00:00:00","Number of Records","780","7986","9356","2020-09-05 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","779","8976","8976","2020-10-25 00:00:00","2020-10-24 00:00:00","Number of Records","779","6056","9510","2020-09-04 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","753","8181","8181","2020-10-18 00:00:00","2020-10-17 00:00:00","Number of Records","753","6624","8776","2020-09-03 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","753","8443","8443","2020-10-11 00:00:00","2020-10-10 00:00:00","Number of Records","753","5816","7326","2020-09-02 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","781","8413","8413","2020-10-04 00:00:00","2020-10-03 00:00:00","Number of Records","781","5199","7645","2020-09-01 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","822","8422","8422","2020-09-27 00:00:00","2020-09-26 00:00:00","Number of Records","822","4600","6699","2020-08-31 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","755","8632","8632","2020-09-20 00:00:00","2020-09-19 00:00:00","Number of Records","755","4406","5964","2020-08-30 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","669","6297","6297","2020-09-13 00:00:00","2020-09-12 00:00:00","Number of Records","669","3453","4765","2020-08-29 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","564","5707","5707","2020-09-06 00:00:00","2020-09-05 00:00:00","Number of Records","564","2904","3515","2020-08-28 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","760","6117","6117","2020-08-30 00:00:00","2020-08-29 00:00:00","Number of Records","760","3025","4065","2020-08-27 00:00:00","% Positive",""
