"Info Button"," ","","","","","","","","",""
"New Tests","8005","","","","","","","","",""
"Tests by Day W/ % Positivity (Serology)","1103","1103","2020-07-19 00:00:00","2020-07-18 00:00:00","Number of Records","1573","2487","2020-05-28 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","11459","11459","2020-07-12 00:00:00","2020-07-11 00:00:00","Number of Records","4758","6486","2020-05-27 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","13240","13240","2020-07-05 00:00:00","2020-07-04 00:00:00","Number of Records","7099","6959","2020-05-26 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","13566","13566","2020-06-28 00:00:00","2020-06-27 00:00:00","Number of Records","8076","12303","2020-05-25 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","18400","18400","2020-06-21 00:00:00","2020-06-20 00:00:00","Number of Records","6870","11068","2020-05-24 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","16825","16825","2020-06-14 00:00:00","2020-06-13 00:00:00","Number of Records","5276","8501","2020-05-23 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17503","17503","2020-06-07 00:00:00","2020-06-06 00:00:00","Number of Records","4292","5735","2020-05-22 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","19026","19026","2020-05-31 00:00:00","2020-05-30 00:00:00","Number of Records","3251","9530","2020-05-21 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17924","17924","2020-05-24 00:00:00","2020-05-23 00:00:00","Number of Records","3201","6828","2020-05-20 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","24988","24988","2020-05-17 00:00:00","2020-05-16 00:00:00","Number of Records","3861","12102","2020-05-19 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","22451","22451","2020-05-10 00:00:00","2020-05-09 00:00:00","Number of Records","2104","10158","2020-05-18 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","23453","23453","2020-05-03 00:00:00","2020-05-02 00:00:00","Number of Records","1550","5614","2020-05-17 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","12939","12939","2020-04-26 00:00:00","2020-04-25 00:00:00","Number of Records","673","902","2020-05-16 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","217","217","2020-04-19 00:00:00","2020-04-18 00:00:00","Number of Records","697","721","2020-05-15 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","39","39","2020-04-12 00:00:00","2020-04-11 00:00:00","Number of Records","669","647","2020-05-14 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","11","11","2020-04-05 00:00:00","2020-04-04 00:00:00","Number of Records","667","878","2020-05-29 00:00:00","% Positive",""
"Total Tests Conducted","1027125","","","","","","","","",""
"Age Group","Unknown","Unknown","2228","2228","","","","","",""
"Age Group","65 years and older","65 years and older","179995","179995","","","","","",""
"Age Group","55 - 64 years","55 - 64 years","151414","151414","","","","","",""
"Age Group","45 - 54 years","45 - 54 years","159438","159438","","","","","",""
"Age Group","20 - 44 years","20 - 44 years","435490","435490","","","","","",""
"Age Group","Less than 20 years","Less than 20 years","98560","98560","","","","","",""
