"Info Button"," ","","","","","","","","",""
"New Tests","11379","","","","","","","","",""
"Tests by Day W/ % Positivity (Serology)","8352","8352","2020-07-19 00:00:00","2020-07-18 00:00:00","Number of Records","3302","5044","2020-06-01 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","11667","11667","2020-07-12 00:00:00","2020-07-11 00:00:00","Number of Records","6344","9946","2020-05-31 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","13247","13247","2020-07-05 00:00:00","2020-07-04 00:00:00","Number of Records","7072","6937","2020-05-30 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","13565","13565","2020-06-28 00:00:00","2020-06-27 00:00:00","Number of Records","8018","12220","2020-05-29 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","18382","18382","2020-06-21 00:00:00","2020-06-20 00:00:00","Number of Records","6844","11010","2020-05-28 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","16816","16816","2020-06-14 00:00:00","2020-06-13 00:00:00","Number of Records","5256","8475","2020-05-27 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17490","17490","2020-06-07 00:00:00","2020-06-06 00:00:00","Number of Records","4274","5714","2020-05-26 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","19010","19010","2020-05-31 00:00:00","2020-05-30 00:00:00","Number of Records","3243","9504","2020-05-25 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17904","17904","2020-05-24 00:00:00","2020-05-23 00:00:00","Number of Records","3186","6807","2020-05-24 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","24970","24970","2020-05-17 00:00:00","2020-05-16 00:00:00","Number of Records","3844","12040","2020-05-23 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","22431","22431","2020-05-10 00:00:00","2020-05-09 00:00:00","Number of Records","2096","10109","2020-05-22 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","23427","23427","2020-05-03 00:00:00","2020-05-02 00:00:00","Number of Records","1543","5590","2020-05-21 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","12917","12917","2020-04-26 00:00:00","2020-04-25 00:00:00","Number of Records","670","900","2020-05-20 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","216","216","2020-04-19 00:00:00","2020-04-18 00:00:00","Number of Records","695","718","2020-05-19 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","39","39","2020-04-12 00:00:00","2020-04-11 00:00:00","Number of Records","666","647","2020-05-18 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","11","11","2020-04-05 00:00:00","2020-04-04 00:00:00","Number of Records","663","877","2020-06-02 00:00:00","% Positive",""
"Total Tests Conducted","1087547","","","","","","","","",""
"Age Group","Unknown","Unknown","2285","2285","","","","","",""
"Age Group","65 years and older","65 years and older","188891","188891","","","","","",""
"Age Group","55 - 64 years","55 - 64 years","159695","159695","","","","","",""
"Age Group","45 - 54 years","45 - 54 years","168588","168588","","","","","",""
"Age Group","20 - 44 years","20 - 44 years","461416","461416","","","","","",""
"Age Group","Less than 20 years","Less than 20 years","106672","106672","","","","","",""
"Tests by Day W/ % Positivity (PCR)","22569","22569","2020-07-19 00:00:00","2020-07-18 00:00:00","Number of Records","3302","5044","2020-06-23 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","66046","66046","2020-07-12 00:00:00","2020-07-11 00:00:00","Number of Records","6344","9946","2020-06-22 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","108822","108822","2020-07-05 00:00:00","2020-07-04 00:00:00","Number of Records","7072","6937","2020-06-21 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","109005","109005","2020-06-28 00:00:00","2020-06-27 00:00:00","Number of Records","8018","12220","2020-06-20 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","108414","108414","2020-06-21 00:00:00","2020-06-20 00:00:00","Number of Records","6844","11010","2020-06-19 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","88417","88417","2020-06-14 00:00:00","2020-06-13 00:00:00","Number of Records","5256","8475","2020-06-18 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (PCR)","70541","70541","2020-06-07 00:00:00","2020-06-06 00:00:00","Number of Records","4274","5714","2020-06-17 00:00:00","% Positive",""
