"Info Button"," ","","","","","","","","","","",""
"New Tests","5096","","","","","","","","","","",""
"Tests by Day W/ % Positivity (Serology)","7","47","47","2020-09-27 00:00:00","2020-09-26 00:00:00","Number of Records","7","650","5215","2020-07-25 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","584","5560","5560","2020-09-20 00:00:00","2020-09-19 00:00:00","Number of Records","584","4699","6312","2020-07-24 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","630","5909","5909","2020-09-13 00:00:00","2020-09-12 00:00:00","Number of Records","630","3716","5167","2020-07-23 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","560","5665","5665","2020-09-06 00:00:00","2020-09-05 00:00:00","Number of Records","560","3091","3729","2020-07-22 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","760","6157","6157","2020-08-30 00:00:00","2020-08-29 00:00:00","Number of Records","760","3164","4460","2020-07-21 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","927","7464","7464","2020-08-23 00:00:00","2020-08-22 00:00:00","Number of Records","927","4497","5609","2020-07-20 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1148","8678","8678","2020-08-16 00:00:00","2020-08-15 00:00:00","Number of Records","1148","5311","7169","2020-07-19 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1302","9477","9477","2020-08-09 00:00:00","2020-08-08 00:00:00","Number of Records","1302","5728","6995","2020-07-18 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1357","9908","9908","2020-08-02 00:00:00","2020-08-01 00:00:00","Number of Records","1357","4751","8014","2020-07-17 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1469","11351","11351","2020-07-26 00:00:00","2020-07-25 00:00:00","Number of Records","1469","5248","8425","2020-07-16 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1557","12132","12132","2020-07-19 00:00:00","2020-07-18 00:00:00","Number of Records","1557","6023","10657","2020-07-15 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1475","11898","11898","2020-07-12 00:00:00","2020-07-11 00:00:00","Number of Records","1475","7037","10584","2020-07-14 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","1165","13134","13134","2020-07-05 00:00:00","2020-07-04 00:00:00","Number of Records","1165","6948","6797","2020-07-13 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","965","13438","13438","2020-06-28 00:00:00","2020-06-27 00:00:00","Number of Records","965","7927","11932","2020-07-12 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","982","18220","18220","2020-06-21 00:00:00","2020-06-20 00:00:00","Number of Records","982","6717","10784","2020-07-11 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","589","16628","16628","2020-06-14 00:00:00","2020-06-13 00:00:00","Number of Records","589","5329","8270","2020-07-10 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","582","17285","17285","2020-06-07 00:00:00","2020-06-06 00:00:00","Number of Records","582","4209","5654","2020-07-09 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","663","18799","18799","2020-05-31 00:00:00","2020-05-30 00:00:00","Number of Records","663","3220","9286","2020-07-08 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","518","17688","17688","2020-05-24 00:00:00","2020-05-23 00:00:00","Number of Records","518","3105","6653","2020-07-07 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","585","24723","24723","2020-05-17 00:00:00","2020-05-16 00:00:00","Number of Records","585","3772","11631","2020-07-06 00:00:00","% Positive",""
