"Info Button"," ","","","","","","","","",""
"New Tests","12880","","","","","","","","",""
"Tests by Day W/ % Positivity (Serology)","756","756","2020-07-26 00:00:00","2020-07-25 00:00:00","Number of Records","3397","3690","2020-06-03 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","11140","11140","2020-07-19 00:00:00","2020-07-18 00:00:00","Number of Records","3524","5216","2020-06-02 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","12026","12026","2020-07-12 00:00:00","2020-07-11 00:00:00","Number of Records","7121","10678","2020-06-01 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","13245","13245","2020-07-05 00:00:00","2020-07-04 00:00:00","Number of Records","7049","6916","2020-05-31 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","13561","13561","2020-06-28 00:00:00","2020-06-27 00:00:00","Number of Records","7980","12159","2020-05-30 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","18370","18370","2020-06-21 00:00:00","2020-06-20 00:00:00","Number of Records","6829","10977","2020-05-29 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","16809","16809","2020-06-14 00:00:00","2020-06-13 00:00:00","Number of Records","5247","8451","2020-05-28 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17485","17485","2020-06-07 00:00:00","2020-06-06 00:00:00","Number of Records","4259","5696","2020-05-27 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","19004","19004","2020-05-31 00:00:00","2020-05-30 00:00:00","Number of Records","3234","9479","2020-05-26 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","17901","17901","2020-05-24 00:00:00","2020-05-23 00:00:00","Number of Records","3177","6794","2020-05-25 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","24961","24961","2020-05-17 00:00:00","2020-05-16 00:00:00","Number of Records","3830","11994","2020-05-24 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","22420","22420","2020-05-10 00:00:00","2020-05-09 00:00:00","Number of Records","2091","10088","2020-05-23 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","23422","23422","2020-05-03 00:00:00","2020-05-02 00:00:00","Number of Records","1543","5572","2020-05-22 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","12910","12910","2020-04-26 00:00:00","2020-04-25 00:00:00","Number of Records","669","898","2020-05-21 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","216","216","2020-04-19 00:00:00","2020-04-18 00:00:00","Number of Records","716","1971","2020-05-20 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","39","39","2020-04-12 00:00:00","2020-04-11 00:00:00","Number of Records","645","1550","2020-05-19 00:00:00","% Positive",""
"Tests by Day W/ % Positivity (Serology)","11","11","2020-04-05 00:00:00","2020-04-04 00:00:00","Number of Records","877","1834","2020-06-04 00:00:00","% Positive",""
"Total Tests Conducted","1125705","","","","","","","","",""
"Age Group","Unknown","Unknown","2317","2317","","","","","",""
"Age Group","65 years and older","65 years and older","194863","194863","","","","","",""
