"Number of deaths","5806","","","","","","","",""
"Death County Map","Yuma","AZ","Case counts","32.7539","-111.7806","-113.9364","0.158284533241474","351",""
"Death County Map","Yavapai","AZ","Case counts","34.7064","-110.2972","-112.4429","0.0702721322769549","86",""
"Death County Map","Santa Cruz","AZ","Case counts","31.5332","-113.9958","-110.812","0.0583878746124699","64",""
"Death County Map","Pinal","AZ","Case counts","32.9849","-112.7681","-111.4931","0.0015501205649328","213",""
"Death County Map","Pima","AZ","Case counts","31.9681","-113.9329","-111.7806","0.110058560110231","633",""
"Death County Map","Navajo","AZ","Case counts","35.3134","-109.2714","-110.2972","0.0168790905959352","236",""
"Death County Map","Mohave","AZ","Case counts","35.6177","-109.958","-113.9958","0.0113675508095074","229",""
"Death County Map","Maricopa","AZ","Case counts","33.2798","-110.685","-112.7681","0.0310024112986566","3500",""
"Death County Map","La Paz","AZ","Case counts","33.6724","-112.0424","-113.9329","0.105580434033758","16",""
"Death County Map","Greenlee","AZ","Case counts","33.1001","-109.7497","-109.2714","0.302962452635205","<3",""
"Death County Map","Graham","AZ","Case counts","33.0361","-109.4451","-109.958","0.422149500516707","26",""
"Death County Map","Gila","AZ","Case counts","33.7446","0.57192075796727","-110.685","","63",""
"Death County Map","Coconino","AZ","Case counts","35.6465","0.42807924203273","-112.0424","","147",""
"Death County Map","Cochise","AZ","Case counts","31.8901","0.0005167068549776","-109.7497","","73",""
"Death County Map","Apache","AZ","Case counts","35.3025","0.710988632449191","-109.4451","","167",""
"Death Gender","Male","Male","0.57192075796727","3320","3320","","","",""
"Death Gender","Female","Female","0.42807924203273","2485","2485","","","",""
"Death Age Group","%null%","%null%","0.0005167068549776","3","3","","","",""
"Death Age Group","65+","65+","0.710988632449191","4128","4128","","","",""
"Death Age Group","55-64y","55-64y","0.158284533241474","919","919","","","",""
"Death Age Group","45-54y","45-54y","0.0702721322769549","408","408","","","",""
"Death Age Group","20-44y","20-44y","0.0583878746124699","339","339","","","",""
"Death Age Group","<20y","<20y","0.0015501205649328","9","9","","","",""
"Death Race/Ethnicity","UNKNOWN","Unknown","639","0.110058560110231","639","639","","",""
"Death Race/Ethnicity","OTHER, NON-HISPANIC","Other, non-Hispanic","98","0.0168790905959352","98","98","","",""
"Death Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","66","0.0113675508095074","66","66","","",""
"Death Race/Ethnicity","BLACK, NON-HISPANIC","Black, non-Hispanic","180","0.0310024112986566","180","180","","",""
"Death Race/Ethnicity","NATIVE AMERICAN","Native American","613","0.105580434033758","613","613","","",""
"Death Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","1759","0.302962452635205","1759","1759","","",""
"Death Race/Ethnicity","WHITE, NON-HISPANIC","White, non-Hispanic","2451","0.422149500516707","2451","2451","","",""
"Epi Curve Death","1","1","2020-10-14 00:00:00","2020-08-09 00:00:00","","","","",""
"Epi Curve Death","1","1","2020-10-13 00:00:00","2020-08-08 00:00:00","","","","",""
"Epi Curve Death","3","3","2020-10-12 00:00:00","2020-08-07 00:00:00","","","","",""
"Epi Curve Death","1","1","2020-10-11 00:00:00","2020-08-06 00:00:00","","","","",""
"Epi Curve Death","4","4","2020-10-10 00:00:00","2020-08-05 00:00:00","","","","",""
"Epi Curve Death","2","2","2020-10-09 00:00:00","2020-08-04 00:00:00","","","","",""
"Epi Curve Death","5","5","2020-10-08 00:00:00","2020-08-03 00:00:00","","","","",""
"Epi Curve Death","5","5","2020-10-07 00:00:00","2020-08-02 00:00:00","","","","",""
"Epi Curve Death","6","6","2020-10-06 00:00:00","2020-08-01 00:00:00","","","","",""
"Epi Curve Death","3","3","2020-10-05 00:00:00","2020-07-31 00:00:00","","","","",""
"Epi Curve Death","6","6","2020-10-04 00:00:00","2020-07-30 00:00:00","","","","",""
"Epi Curve Death","8","8","2020-10-03 00:00:00","2020-07-29 00:00:00","","","","",""
"Epi Curve Death","4","4","2020-10-02 00:00:00","2020-07-28 00:00:00","","","","",""
"Epi Curve Death","4","4","2020-10-01 00:00:00","2020-07-27 00:00:00","","","","",""
"Epi Curve Death","6","6","2020-09-30 00:00:00","2020-07-26 00:00:00","","","","",""
"Epi Curve Death","5","5","2020-09-29 00:00:00","2020-07-25 00:00:00","","","","",""
"Epi Curve Death","7","7","2020-09-28 00:00:00","2020-07-24 00:00:00","","","","",""
"Epi Curve Death","7","7","2020-09-27 00:00:00","2020-07-23 00:00:00","","","","",""
"Epi Curve Death","2","2","2020-09-26 00:00:00","2020-07-22 00:00:00","","","","",""
"Epi Curve Death","12","12","2020-09-25 00:00:00","2020-07-21 00:00:00","","","","",""
