"Number of deaths","5875","","","","","",""
"Death County Map","Yuma","AZ","Case counts","32.7539","-113.9364","354",""
"Death County Map","Yavapai","AZ","Case counts","34.7064","-112.4429","88",""
"Death County Map","Santa Cruz","AZ","Case counts","31.5332","-110.812","65",""
"Death County Map","Pinal","AZ","Case counts","32.9849","-111.4931","217",""
"Death County Map","Pima","AZ","Case counts","31.9681","-111.7806","636",""
"Death County Map","Navajo","AZ","Case counts","35.3134","-110.2972","238",""
"Death County Map","Mohave","AZ","Case counts","35.6177","-113.9958","230",""
"Death County Map","Maricopa","AZ","Case counts","33.2798","-112.7681","3541",""
"Death County Map","La Paz","AZ","Case counts","33.6724","-113.9329","17",""
"Death County Map","Greenlee","AZ","Case counts","33.1001","-109.2714","<3",""
"Death County Map","Graham","AZ","Case counts","33.0361","-109.958","28",""
"Death County Map","Gila","AZ","Case counts","33.7446","-110.685","70",""
"Death County Map","Coconino","AZ","Case counts","35.6465","-112.0424","147",""
"Death County Map","Cochise","AZ","Case counts","31.8901","-109.7497","73",""
"Death County Map","Apache","AZ","Case counts","35.3025","-109.4451","169",""
"Death Gender","Male","Male","0.572352740892067","3362","3362","",""
"Death Gender","Female","Female","0.427647259107933","2512","2512","",""
"Death Age Group","%null%","%null%","0.0005106382978723","3","3","",""
"Death Age Group","65+","65+","0.711489361702128","4180","4180","",""
"Death Age Group","55-64y","55-64y","0.15863829787234","932","932","",""
"Death Age Group","45-54y","45-54y","0.0699574468085106","411","411","",""
"Death Age Group","20-44y","20-44y","0.0578723404255319","340","340","",""
"Death Age Group","<20y","<20y","0.001531914893617","9","9","",""
"Date Updated","Male","","","","","",""
"Death Race/Ethnicity","UNKNOWN","Unknown","639","0.108765957446809","639","639",""
"Death Race/Ethnicity","OTHER, NON-HISPANIC","Other, non-Hispanic","101","0.0171914893617021","101","101",""
"Death Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","67","0.0114042553191489","67","67",""
"Death Race/Ethnicity","BLACK, NON-HISPANIC","Black, non-Hispanic","181","0.0308085106382979","181","181",""
"Death Race/Ethnicity","NATIVE AMERICAN","Native American","625","0.106382978723404","625","625",""
"Death Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","1772","0.301617021276596","1772","1772",""
