"Number of deaths","2337","","","","","",""
"Death County Map","Yuma","AZ","Case counts","32.7539","-113.9364","159",""
"Death County Map","Yavapai","AZ","Case counts","34.7064","-112.4429","21",""
"Death County Map","Santa Cruz","AZ","Case counts","31.5332","-110.812","31",""
"Death County Map","Pinal","AZ","Case counts","32.9849","-111.4931","88",""
"Death County Map","Pima","AZ","Case counts","31.9681","-111.7806","338",""
"Death County Map","Navajo","AZ","Case counts","35.3134","-110.2972","145",""
"Death County Map","Mohave","AZ","Case counts","35.6177","-113.9958","99",""
"Death County Map","Maricopa","AZ","Case counts","33.2798","-112.7681","1198",""
"Death County Map","La Paz","AZ","Case counts","33.6724","-113.9329","7",""
"Death County Map","Greenlee","AZ","Case counts","33.1001","-109.2714","<3",""
"Death County Map","Graham","AZ","Case counts","33.0361","-109.958","<3",""
"Death County Map","Gila","AZ","Case counts","33.7446","-110.685","15",""
"Death County Map","Coconino","AZ","Case counts","35.6465","-112.0424","102",""
"Death County Map","Cochise","AZ","Case counts","31.8901","-109.7497","27",""
"Death County Map","Apache","AZ","Case counts","35.3025","-109.4451","104",""
"Death Gender","Male","Male","0.558647260273973","1305","1305","",""
"Death Gender","Female","Female","0.441352739726027","1031","1031","",""
"Death Age Group","65+","65+","0.732135216089003","1711","1711","",""
"Death Age Group","55-64y","55-64y","0.13992297817715","327","327","",""
"Death Age Group","45-54y","45-54y","0.0663243474540009","155","155","",""
"Death Age Group","20-44y","20-44y","0.0577663671373556","135","135","",""
"Death Age Group","<20y","<20y","0.0038510911424904","9","9","",""
"Date Updated","Male","","","","","",""
"Death Race/Ethnicity","UNKNOWN","Unknown","326","0.139495079161318","326","326",""
"Death Race/Ethnicity","OTHER, NON-HISPANIC","Other, non-Hispanic","45","0.0192554557124519","45","45",""
"Death Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","26","0.0111253744116389","26","26",""
"Death Race/Ethnicity","BLACK, NON-HISPANIC","Black, non-Hispanic","65","0.0278134360290971","65","65",""
"Death Race/Ethnicity","NATIVE AMERICAN","Native American","351","0.150192554557124","351","351",""
"Death Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","582","0.249037227214377","582","582",""
"Death Race/Ethnicity","WHITE, NON-HISPANIC","White, non-Hispanic","942","0.403080872913992","942","942",""
"Epi Curve Death","1","1","2020-07-13 00:00:00","2020-06-19 00:00:00","","",""
"Epi Curve Death","2","2","2020-07-12 00:00:00","2020-06-18 00:00:00","","",""
"Epi Curve Death","10","10","2020-07-11 00:00:00","2020-06-17 00:00:00","","",""
"Epi Curve Death","10","10","2020-07-10 00:00:00","2020-06-16 00:00:00","","",""
"Epi Curve Death","24","24","2020-07-09 00:00:00","2020-06-15 00:00:00","","",""
"Epi Curve Death","22","22","2020-07-08 00:00:00","2020-06-14 00:00:00","","",""
"Epi Curve Death","33","33","2020-07-07 00:00:00","2020-06-13 00:00:00","","",""
"Epi Curve Death","44","44","2020-07-06 00:00:00","2020-06-12 00:00:00","","",""
"Epi Curve Death","30","30","2020-07-05 00:00:00","2020-06-11 00:00:00","","",""
"Epi Curve Death","45","45","2020-07-04 00:00:00","2020-06-10 00:00:00","","",""
"Epi Curve Death","39","39","2020-07-03 00:00:00","2020-06-09 00:00:00","","",""
"Epi Curve Death","49","49","2020-07-02 00:00:00","2020-06-08 00:00:00","","",""
"Epi Curve Death","44","44","2020-07-01 00:00:00","2020-06-07 00:00:00","","",""
"Epi Curve Death","53","53","2020-06-30 00:00:00","2020-06-06 00:00:00","","",""
"Epi Curve Death","39","39","2020-06-29 00:00:00","2020-06-05 00:00:00","","",""
"Epi Curve Death","35","35","2020-06-28 00:00:00","2020-06-04 00:00:00","","",""
"Epi Curve Death","40","40","2020-06-27 00:00:00","2020-06-03 00:00:00","","",""
"Epi Curve Death","38","38","2020-06-26 00:00:00","2020-06-02 00:00:00","","",""
"Epi Curve Death","53","53","2020-06-25 00:00:00","2020-06-01 00:00:00","","",""
"Epi Curve Death","27","27","2020-06-24 00:00:00","2020-05-31 00:00:00","","",""
"Epi Curve Death","42","42","2020-06-23 00:00:00","2020-05-30 00:00:00","","",""
"Epi Curve Death","17","17","2020-06-22 00:00:00","2020-05-29 00:00:00","","",""
"Epi Curve Death","29","29","2020-06-21 00:00:00","2020-05-28 00:00:00","","",""
"Epi Curve Death","30","30","2020-06-20 00:00:00","2020-05-27 00:00:00","","",""
"Epi Curve Death","37","37","2020-06-19 00:00:00","2020-05-26 00:00:00","","",""
"Epi Curve Death","24","24","2020-06-18 00:00:00","2020-05-25 00:00:00","","",""
"Epi Curve Death","22","22","2020-06-17 00:00:00","2020-05-24 00:00:00","","",""
"Epi Curve Death","31","31","2020-06-16 00:00:00","2020-05-23 00:00:00","","",""
"Epi Curve Death","34","34","2020-06-15 00:00:00","2020-05-22 00:00:00","","",""
"Epi Curve Death","31","31","2020-06-14 00:00:00","2020-05-21 00:00:00","","",""
"Epi Curve Death","31","31","2020-06-13 00:00:00","2020-05-20 00:00:00","","",""
"Epi Curve Death","32","32","2020-06-12 00:00:00","2020-05-19 00:00:00","","",""
"Epi Curve Death","24","24","2020-06-11 00:00:00","2020-05-18 00:00:00","","",""
"Epi Curve Death","22","22","2020-06-10 00:00:00","2020-05-17 00:00:00","","",""
"Epi Curve Death","24","24","2020-06-09 00:00:00","2020-05-16 00:00:00","","",""
"Epi Curve Death","23","23","2020-06-08 00:00:00","2020-05-15 00:00:00","","",""
"Epi Curve Death","27","27","2020-06-07 00:00:00","2020-05-14 00:00:00","","",""
"Epi Curve Death","24","24","2020-06-06 00:00:00","2020-05-13 00:00:00","","",""
"Epi Curve Death","19","19","2020-06-05 00:00:00","2020-05-12 00:00:00","","",""
"Epi Curve Death","13","13","2020-06-04 00:00:00","2020-05-11 00:00:00","","",""
"Epi Curve Death","26","26","2020-06-03 00:00:00","2020-05-10 00:00:00","","",""
"Epi Curve Death","22","22","2020-06-02 00:00:00","2020-05-09 00:00:00","","",""
"Epi Curve Death","11","11","2020-06-01 00:00:00","2020-05-08 00:00:00","","",""
"Epi Curve Death","23","23","2020-05-31 00:00:00","2020-05-07 00:00:00","","",""
"Epi Curve Death","14","14","2020-05-30 00:00:00","2020-05-06 00:00:00","","",""
"Epi Curve Death","18","18","2020-05-29 00:00:00","2020-05-05 00:00:00","","",""
"Epi Curve Death","26","26","2020-05-28 00:00:00","2020-05-04 00:00:00","","",""
"Epi Curve Death","19","19","2020-05-27 00:00:00","2020-05-03 00:00:00","","",""
"Epi Curve Death","20","20","2020-05-26 00:00:00","2020-05-02 00:00:00","","",""
"Epi Curve Death","18","18","2020-05-25 00:00:00","2020-05-01 00:00:00","","",""
"Epi Curve Death","15","15","2020-05-24 00:00:00","2020-04-30 00:00:00","","",""
"Epi Curve Death","22","22","2020-05-23 00:00:00","2020-04-29 00:00:00","","",""
"Epi Curve Death","19","19","2020-05-22 00:00:00","2020-04-28 00:00:00","","",""
"Epi Curve Death","15","15","2020-05-21 00:00:00","2020-04-27 00:00:00","","",""
"Epi Curve Death","12","12","2020-05-20 00:00:00","2020-04-26 00:00:00","","",""
"Epi Curve Death","17","17","2020-05-19 00:00:00","2020-04-25 00:00:00","","",""
"Epi Curve Death","11","11","2020-05-18 00:00:00","2020-04-24 00:00:00","","",""
"Epi Curve Death","20","20","2020-05-17 00:00:00","2020-04-23 00:00:00","","",""
"Epi Curve Death","21","21","2020-05-16 00:00:00","2020-04-22 00:00:00","","",""
"Epi Curve Death","22","22","2020-05-15 00:00:00","2020-04-21 00:00:00","","",""
"Epi Curve Death","20","20","2020-05-14 00:00:00","2020-04-20 00:00:00","","",""
"Epi Curve Death","23","23","2020-05-13 00:00:00","2020-04-19 00:00:00","","",""
"Epi Curve Death","15","15","2020-05-12 00:00:00","2020-04-18 00:00:00","","",""
"Epi Curve Death","13","13","2020-05-11 00:00:00","2020-04-17 00:00:00","","",""
"Epi Curve Death","21","21","2020-05-10 00:00:00","2020-04-16 00:00:00","","",""
"Epi Curve Death","10","10","2020-05-09 00:00:00","2020-04-15 00:00:00","","",""
"Epi Curve Death","24","24","2020-05-08 00:00:00","2020-04-14 00:00:00","","",""
"Epi Curve Death","28","28","2020-05-07 00:00:00","2020-04-13 00:00:00","","",""
"Epi Curve Death","20","20","2020-05-06 00:00:00","2020-04-12 00:00:00","","",""
"Epi Curve Death","22","22","2020-05-05 00:00:00","2020-04-11 00:00:00","","",""
"Epi Curve Death","19","19","2020-05-04 00:00:00","2020-04-10 00:00:00","","",""
"Epi Curve Death","22","22","2020-05-03 00:00:00","2020-04-09 00:00:00","","",""
"Epi Curve Death","13","13","2020-05-02 00:00:00","2020-04-08 00:00:00","","",""
"Epi Curve Death","16","16","2020-05-01 00:00:00","2020-04-07 00:00:00","","",""
"Epi Curve Death","27","27","2020-04-30 00:00:00","2020-04-06 00:00:00","","",""
"Epi Curve Death","19","19","2020-04-29 00:00:00","2020-04-05 00:00:00","","",""
"Epi Curve Death","14","14","2020-04-28 00:00:00","2020-04-04 00:00:00","","",""
