"Number of deaths","6087","","","","","",""
"Death County Map","Yuma","AZ","Case counts","32.7539","-113.9364","361",""
"Death County Map","Yavapai","AZ","Case counts","34.7064","-112.4429","92",""
"Death County Map","Santa Cruz","AZ","Case counts","31.5332","-110.812","65",""
"Death County Map","Pinal","AZ","Case counts","32.9849","-111.4931","230",""
"Death County Map","Pima","AZ","Case counts","31.9681","-111.7806","650",""
"Death County Map","Navajo","AZ","Case counts","35.3134","-110.2972","252",""
"Death County Map","Mohave","AZ","Case counts","35.6177","-113.9958","237",""
"Death County Map","Maricopa","AZ","Case counts","33.2798","-112.7681","3672",""
"Death County Map","La Paz","AZ","Case counts","33.6724","-113.9329","18",""
"Death County Map","Greenlee","AZ","Case counts","33.1001","-109.2714","<3",""
"Death County Map","Graham","AZ","Case counts","33.0361","-109.958","31",""
"Death County Map","Gila","AZ","Case counts","33.7446","-110.685","73",""
"Death County Map","Coconino","AZ","Case counts","35.6465","-112.0424","149",""
"Death County Map","Cochise","AZ","Case counts","31.8901","-109.7497","76",""
"Death County Map","Apache","AZ","Case counts","35.3025","-109.4451","179",""
"Death Gender","Male","Male","0.572790009858692","3486","3486","",""
"Death Gender","Female","Female","0.427209990141308","2600","2600","",""
"Death Age Group","%null%","%null%","0.0004928536224741","3","3","",""
"Death Age Group","65+","65+","0.71250205355676","4337","4337","",""
"Death Age Group","55-64y","55-64y","0.157548874650895","959","959","",""
"Death Age Group","45-54y","45-54y","0.0706423525546246","430","430","",""
"Death Age Group","20-44y","20-44y","0.0573353047478232","349","349","",""
"Death Age Group","<20y","<20y","0.0014785608674224","9","9","",""
"Date Updated","Male","","","","","",""
"Death Race/Ethnicity","UNKNOWN","Unknown","685","0.112534910464925","685","685",""
"Death Race/Ethnicity","OTHER, NON-HISPANIC","Other, non-Hispanic","101","0.0165927386232955","101","101",""
"Death Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","69","0.0113356333169049","69","69",""
"Death Race/Ethnicity","BLACK, NON-HISPANIC","Black, non-Hispanic","187","0.0307212091342205","187","187",""
"Death Race/Ethnicity","NATIVE AMERICAN","Native American","651","0.106949236076885","651","651",""
"Death Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","1811","0.297519303433547","1811","1811",""
"Death Race/Ethnicity","WHITE, NON-HISPANIC","White, non-Hispanic","2583","0.424346968950222","2583","2583",""
"Epi Curve Death","1","1","2020-11-03 00:00:00","2020-10-09 00:00:00","","",""
"Epi Curve Death","1","1","2020-11-02 00:00:00","2020-10-08 00:00:00","","",""
"Epi Curve Death","2","2","2020-11-01 00:00:00","2020-10-07 00:00:00","","",""
"Epi Curve Death","2","2","2020-10-31 00:00:00","2020-10-06 00:00:00","","",""
"Epi Curve Death","2","2","2020-10-30 00:00:00","2020-10-05 00:00:00","","",""
