"Number of deaths","4688","","","","","",""
"Death County Map","Yuma","AZ","Case counts","32.7539","-113.9364","299",""
"Death County Map","Yavapai","AZ","Case counts","34.7064","-112.4429","76",""
"Death County Map","Santa Cruz","AZ","Case counts","31.5332","-110.812","55",""
"Death County Map","Pinal","AZ","Case counts","32.9849","-111.4931","176",""
"Death County Map","Pima","AZ","Case counts","31.9681","-111.7806","532",""
"Death County Map","Navajo","AZ","Case counts","35.3134","-110.2972","213",""
"Death County Map","Mohave","AZ","Case counts","35.6177","-113.9958","192",""
"Death County Map","Maricopa","AZ","Case counts","33.2798","-112.7681","2743",""
"Death County Map","La Paz","AZ","Case counts","33.6724","-113.9329","13",""
"Death County Map","Greenlee","AZ","Case counts","33.1001","-109.2714","<3",""
"Death County Map","Graham","AZ","Case counts","33.0361","-109.958","22",""
"Death County Map","Gila","AZ","Case counts","33.7446","-110.685","42",""
"Death County Map","Coconino","AZ","Case counts","35.6465","-112.0424","121",""
"Death County Map","Cochise","AZ","Case counts","31.8901","-109.7497","57",""
"Death County Map","Apache","AZ","Case counts","35.3025","-109.4451","145",""
"Death Gender","Male","Male","0.573927885641135","2690","2690","",""
"Death Gender","Female","Female","0.426072114358865","1997","1997","",""
"Death Age Group","65+","65+","0.715443686006826","3354","3354","",""
"Death Age Group","55-64y","55-64y","0.154863481228669","726","726","",""
"Death Age Group","45-54y","45-54y","0.0686860068259386","322","322","",""
"Death Age Group","20-44y","20-44y","0.0584470989761092","274","274","",""
"Death Age Group","<20y","<20y","0.0025597269624573","12","12","",""
"Date Updated","Male","","","","","",""
"Death Race/Ethnicity","UNKNOWN","Unknown","567","0.120947098976109","567","567",""
"Death Race/Ethnicity","OTHER, NON-HISPANIC","Other, non-Hispanic","77","0.0164249146757679","77","77",""
"Death Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","51","0.0108788395904437","51","51",""
"Death Race/Ethnicity","BLACK, NON-HISPANIC","Black, non-Hispanic","146","0.0311433447098976","146","146",""
"Death Race/Ethnicity","NATIVE AMERICAN","Native American","512","0.109215017064846","512","512",""
"Death Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","1401","0.298848122866894","1401","1401",""
"Death Race/Ethnicity","WHITE, NON-HISPANIC","White, non-Hispanic","1934","0.412542662116041","1934","1934",""
"Epi Curve Death","6","6","2020-08-19 00:00:00","2020-07-26 00:00:00","","",""
"Epi Curve Death","4","4","2020-08-18 00:00:00","2020-07-25 00:00:00","","",""
"Epi Curve Death","12","12","2020-08-17 00:00:00","2020-07-24 00:00:00","","",""
"Epi Curve Death","10","10","2020-08-16 00:00:00","2020-07-23 00:00:00","","",""
"Epi Curve Death","9","9","2020-08-15 00:00:00","2020-07-22 00:00:00","","",""
"Epi Curve Death","15","15","2020-08-14 00:00:00","2020-07-21 00:00:00","","",""
"Epi Curve Death","20","20","2020-08-13 00:00:00","2020-07-20 00:00:00","","",""
"Epi Curve Death","16","16","2020-08-12 00:00:00","2020-07-19 00:00:00","","",""
"Epi Curve Death","23","23","2020-08-11 00:00:00","2020-07-18 00:00:00","","",""
"Epi Curve Death","28","28","2020-08-10 00:00:00","2020-07-17 00:00:00","","",""
"Epi Curve Death","22","22","2020-08-09 00:00:00","2020-07-16 00:00:00","","",""
"Epi Curve Death","16","16","2020-08-08 00:00:00","2020-07-15 00:00:00","","",""
"Epi Curve Death","39","39","2020-08-07 00:00:00","2020-07-14 00:00:00","","",""
"Epi Curve Death","36","36","2020-08-06 00:00:00","2020-07-13 00:00:00","","",""
"Epi Curve Death","38","38","2020-08-05 00:00:00","2020-07-12 00:00:00","","",""
"Epi Curve Death","47","47","2020-08-04 00:00:00","2020-07-11 00:00:00","","",""
"Epi Curve Death","31","31","2020-08-03 00:00:00","2020-07-10 00:00:00","","",""
"Epi Curve Death","51","51","2020-08-02 00:00:00","2020-07-09 00:00:00","","",""
"Epi Curve Death","54","54","2020-08-01 00:00:00","2020-07-08 00:00:00","","",""
"Epi Curve Death","41","41","2020-07-31 00:00:00","2020-07-07 00:00:00","","",""
"Epi Curve Death","49","49","2020-07-30 00:00:00","2020-07-06 00:00:00","","",""
"Epi Curve Death","50","50","2020-07-29 00:00:00","2020-07-05 00:00:00","","",""
"Epi Curve Death","65","65","2020-07-28 00:00:00","2020-07-04 00:00:00","","",""
"Epi Curve Death","58","58","2020-07-27 00:00:00","2020-07-03 00:00:00","","",""
"Epi Curve Death","47","47","2020-07-26 00:00:00","2020-07-02 00:00:00","","",""
"Epi Curve Death","55","55","2020-07-25 00:00:00","2020-07-01 00:00:00","","",""
