"Number of deaths","2784","","","","","","","",""
"Death County Map","Yuma","AZ","Case counts","32.7539","-111.7806","-113.9364","0.0671695402298851","183",""
"Death County Map","Yavapai","AZ","Case counts","34.7064","-110.2972","-112.4429","0.0596264367816092","44",""
"Death County Map","Santa Cruz","AZ","Case counts","31.5332","-113.9958","-110.812","0.0035919540229885","39",""
"Death County Map","Pinal","AZ","Case counts","32.9849","-112.7681","-111.4931","0.158045977011494","104",""
"Death County Map","Pima","AZ","Case counts","31.9681","-113.9329","-111.7806","0.0183189655172414","382",""
"Death County Map","Navajo","AZ","Case counts","35.3134","-109.2714","-110.2972","0.0104166666666667","157",""
"Death County Map","Mohave","AZ","Case counts","35.6177","-109.958","-113.9958","0.0290948275862069","116",""
"Death County Map","Maricopa","AZ","Case counts","33.2798","-110.685","-112.7681","0.13757183908046","1485",""
"Death County Map","La Paz","AZ","Case counts","33.6724","-112.0424","-113.9329","0.261135057471264","8",""
"Death County Map","Greenlee","AZ","Case counts","33.1001","-109.7497","-109.2714","0.385416666666667","<3",""
"Death County Map","Graham","AZ","Case counts","33.0361","-109.4451","-109.958","","4",""
"Death County Map","Gila","AZ","Case counts","33.7446","0.563061444484369","-110.685","","16",""
"Death County Map","Coconino","AZ","Case counts","35.6465","0.436938555515631","-112.0424","","106",""
"Death County Map","Cochise","AZ","Case counts","31.8901","0.727729885057471","-109.7497","","29",""
"Death County Map","Apache","AZ","Case counts","35.3025","0.141882183908046","-109.4451","","110",""
"Death Gender","Male","Male","0.563061444484369","1567","1567","","","",""
"Death Gender","Female","Female","0.436938555515631","1216","1216","","","",""
"Death Age Group","65+","65+","0.727729885057471","2026","2026","","","",""
"Death Age Group","55-64y","55-64y","0.141882183908046","395","395","","","",""
"Death Age Group","45-54y","45-54y","0.0671695402298851","187","187","","","",""
"Death Age Group","20-44y","20-44y","0.0596264367816092","166","166","","","",""
"Death Age Group","<20y","<20y","0.0035919540229885","10","10","","","",""
"Death Race/Ethnicity","UNKNOWN","Unknown","440","0.158045977011494","440","440","","",""
"Death Race/Ethnicity","OTHER, NON-HISPANIC","Other, non-Hispanic","51","0.0183189655172414","51","51","","",""
"Death Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","29","0.0104166666666667","29","29","","",""
"Death Race/Ethnicity","BLACK, NON-HISPANIC","Black, non-Hispanic","81","0.0290948275862069","81","81","","",""
"Death Race/Ethnicity","NATIVE AMERICAN","Native American","383","0.13757183908046","383","383","","",""
"Death Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","727","0.261135057471264","727","727","","",""
"Death Race/Ethnicity","WHITE, NON-HISPANIC","White, non-Hispanic","1073","0.385416666666667","1073","1073","","",""
"Epi Curve Death","2","2","2020-07-19 00:00:00","2020-05-14 00:00:00","","","","",""
"Epi Curve Death","3","3","2020-07-18 00:00:00","2020-05-13 00:00:00","","","","",""
"Epi Curve Death","10","10","2020-07-17 00:00:00","2020-05-12 00:00:00","","","","",""
"Epi Curve Death","9","9","2020-07-16 00:00:00","2020-05-11 00:00:00","","","","",""
"Epi Curve Death","23","23","2020-07-15 00:00:00","2020-05-10 00:00:00","","","","",""
"Epi Curve Death","27","27","2020-07-14 00:00:00","2020-05-09 00:00:00","","","","",""
"Epi Curve Death","33","33","2020-07-13 00:00:00","2020-05-08 00:00:00","","","","",""
"Epi Curve Death","27","27","2020-07-12 00:00:00","2020-05-07 00:00:00","","","","",""
"Epi Curve Death","39","39","2020-07-11 00:00:00","2020-05-06 00:00:00","","","","",""
"Epi Curve Death","49","49","2020-07-10 00:00:00","2020-05-05 00:00:00","","","","",""
"Epi Curve Death","63","63","2020-07-09 00:00:00","2020-05-04 00:00:00","","","","",""
"Epi Curve Death","55","55","2020-07-08 00:00:00","2020-05-03 00:00:00","","","","",""
"Epi Curve Death","65","65","2020-07-07 00:00:00","2020-05-02 00:00:00","","","","",""
"Epi Curve Death","58","58","2020-07-06 00:00:00","2020-05-01 00:00:00","","","","",""
"Epi Curve Death","51","51","2020-07-05 00:00:00","2020-04-30 00:00:00","","","","",""
"Epi Curve Death","62","62","2020-07-04 00:00:00","2020-04-29 00:00:00","","","","",""
"Epi Curve Death","52","52","2020-07-03 00:00:00","2020-04-28 00:00:00","","","","",""
"Epi Curve Death","60","60","2020-07-02 00:00:00","2020-04-27 00:00:00","","","","",""
"Epi Curve Death","50","50","2020-07-01 00:00:00","2020-04-26 00:00:00","","","","",""
"Epi Curve Death","57","57","2020-06-30 00:00:00","2020-04-25 00:00:00","","","","",""
"Epi Curve Death","42","42","2020-06-29 00:00:00","2020-04-24 00:00:00","","","","",""
"Epi Curve Death","41","41","2020-06-28 00:00:00","2020-04-23 00:00:00","","","","",""
"Epi Curve Death","41","41","2020-06-27 00:00:00","2020-04-22 00:00:00","","","","",""
"Epi Curve Death","40","40","2020-06-26 00:00:00","2020-04-21 00:00:00","","","","",""
"Epi Curve Death","52","52","2020-06-25 00:00:00","2020-04-20 00:00:00","","","","",""
"Epi Curve Death","28","28","2020-06-24 00:00:00","2020-04-19 00:00:00","","","","",""
"Epi Curve Death","43","43","2020-06-23 00:00:00","2020-04-18 00:00:00","","","","",""
"Epi Curve Death","18","18","2020-06-22 00:00:00","2020-04-17 00:00:00","","","","",""
"Epi Curve Death","30","30","2020-06-21 00:00:00","2020-04-16 00:00:00","","","","",""
"Epi Curve Death","29","29","2020-06-20 00:00:00","2020-04-15 00:00:00","","","","",""
"Epi Curve Death","39","39","2020-06-19 00:00:00","2020-04-14 00:00:00","","","","",""
"Epi Curve Death","24","24","2020-06-18 00:00:00","2020-04-13 00:00:00","","","","",""
"Epi Curve Death","24","24","2020-06-17 00:00:00","2020-04-12 00:00:00","","","","",""
"Epi Curve Death","32","32","2020-06-16 00:00:00","2020-04-11 00:00:00","","","","",""
"Epi Curve Death","34","34","2020-06-15 00:00:00","2020-04-10 00:00:00","","","","",""
"Epi Curve Death","27","27","2020-06-14 00:00:00","2020-04-09 00:00:00","","","","",""
