"Epi Curve","94","94","2020-07-24 00:00:00","2020-07-23 00:00:00","",""
"Epi Curve","268","268","2020-07-23 00:00:00","2020-07-22 00:00:00","",""
"Epi Curve","583","583","2020-07-22 00:00:00","2020-07-21 00:00:00","",""
"Epi Curve","810","810","2020-07-21 00:00:00","2020-07-20 00:00:00","",""
"Epi Curve","1189","1189","2020-07-20 00:00:00","2020-07-19 00:00:00","",""
"Epi Curve","547","547","2020-07-19 00:00:00","2020-07-18 00:00:00","",""
"Epi Curve","771","771","2020-07-18 00:00:00","2020-07-17 00:00:00","",""
"Epi Curve","1769","1769","2020-07-17 00:00:00","2020-07-16 00:00:00","",""
"Epi Curve","1769","1769","2020-07-16 00:00:00","2020-07-15 00:00:00","",""
"Epi Curve","2029","2029","2020-07-15 00:00:00","2020-07-14 00:00:00","",""
"Epi Curve","2317","2317","2020-07-14 00:00:00","2020-07-13 00:00:00","",""
"Epi Curve","2439","2439","2020-07-13 00:00:00","2020-07-12 00:00:00","",""
"Epi Curve","1161","1161","2020-07-12 00:00:00","2020-07-11 00:00:00","",""
"Epi Curve","1541","1541","2020-07-11 00:00:00","2020-07-10 00:00:00","",""
"Epi Curve","3297","3297","2020-07-10 00:00:00","2020-07-09 00:00:00","",""
"Epi Curve","3964","3964","2020-07-09 00:00:00","2020-07-08 00:00:00","",""
"Epi Curve","4537","4537","2020-07-08 00:00:00","2020-07-07 00:00:00","",""
"Epi Curve","4750","4750","2020-07-07 00:00:00","2020-07-06 00:00:00","",""
"Epi Curve","4857","4857","2020-07-06 00:00:00","2020-07-05 00:00:00","",""
"Epi Curve","1927","1927","2020-07-05 00:00:00","2020-07-04 00:00:00","",""
"Epi Curve","1670","1670","2020-07-04 00:00:00","2020-07-03 00:00:00","",""
"Epi Curve","3180","3180","2020-07-03 00:00:00","2020-07-02 00:00:00","",""
"Epi Curve","4826","4826","2020-07-02 00:00:00","2020-07-01 00:00:00","",""
"Epi Curve","5004","5004","2020-07-01 00:00:00","2020-06-30 00:00:00","",""
"Epi Curve","5288","5288","2020-06-30 00:00:00","2020-06-29 00:00:00","",""
"Epi Curve","5419","5419","2020-06-29 00:00:00","2020-06-28 00:00:00","",""
"Epi Curve","2144","2144","2020-06-28 00:00:00","2020-06-27 00:00:00","",""
"Epi Curve","3012","3012","2020-06-27 00:00:00","2020-06-26 00:00:00","",""
"Epi Curve","4709","4709","2020-06-26 00:00:00","2020-06-25 00:00:00","",""
"Epi Curve","4711","4711","2020-06-25 00:00:00","2020-06-24 00:00:00","",""
"Epi Curve","4568","4568","2020-06-24 00:00:00","2020-06-23 00:00:00","",""
"Epi Curve","4330","4330","2020-06-23 00:00:00","2020-06-22 00:00:00","",""
"Epi Curve","4338","4338","2020-06-22 00:00:00","2020-06-21 00:00:00","",""
"Epi Curve","1799","1799","2020-06-21 00:00:00","2020-06-20 00:00:00","",""
"Epi Curve","2567","2567","2020-06-20 00:00:00","2020-06-19 00:00:00","",""
"Epi Curve","3787","3787","2020-06-19 00:00:00","2020-06-18 00:00:00","",""
"Epi Curve","3556","3556","2020-06-18 00:00:00","2020-06-17 00:00:00","",""
"Epi Curve","3363","3363","2020-06-17 00:00:00","2020-06-16 00:00:00","",""
"Epi Curve","3034","3034","2020-06-16 00:00:00","2020-06-15 00:00:00","",""
"Epi Curve","3045","3045","2020-06-15 00:00:00","2020-06-14 00:00:00","",""
"Epi Curve","1107","1107","2020-06-14 00:00:00","2020-06-13 00:00:00","",""
"Epi Curve","1604","1604","2020-06-13 00:00:00","2020-06-12 00:00:00","",""
"Epi Curve","2310","2310","2020-06-12 00:00:00","2020-06-11 00:00:00","",""
"Epi Curve","2085","2085","2020-06-11 00:00:00","2020-06-10 00:00:00","",""
"Epi Curve","2071","2071","2020-06-10 00:00:00","2020-06-09 00:00:00","",""
"Epi Curve","1989","1989","2020-06-09 00:00:00","2020-06-08 00:00:00","",""
"Epi Curve","1911","1911","2020-06-08 00:00:00","2020-06-07 00:00:00","",""
"Epi Curve","727","727","2020-06-07 00:00:00","2020-06-06 00:00:00","",""
"Epi Curve","872","872","2020-06-06 00:00:00","2020-06-05 00:00:00","",""
"Epi Curve","1426","1426","2020-06-05 00:00:00","2020-06-04 00:00:00","",""
"Epi Curve","1384","1384","2020-06-04 00:00:00","2020-06-03 00:00:00","",""
"Epi Curve","1338","1338","2020-06-03 00:00:00","2020-06-02 00:00:00","",""
"Epi Curve","1312","1312","2020-06-02 00:00:00","2020-06-01 00:00:00","",""
"Epi Curve","1173","1173","2020-06-01 00:00:00","2020-05-31 00:00:00","",""
"Epi Curve","375","375","2020-05-31 00:00:00","2020-05-30 00:00:00","",""
"Epi Curve","740","740","2020-05-30 00:00:00","2020-05-29 00:00:00","",""
"Epi Curve","908","908","2020-05-29 00:00:00","2020-05-28 00:00:00","",""
"Epi Curve","851","851","2020-05-28 00:00:00","2020-05-27 00:00:00","",""
"Epi Curve","811","811","2020-05-27 00:00:00","2020-05-26 00:00:00","",""
"Epi Curve","789","789","2020-05-26 00:00:00","2020-05-25 00:00:00","",""
"Epi Curve","314","314","2020-05-25 00:00:00","2020-05-24 00:00:00","",""
