"Epi Curve","4","4","2020-11-07 00:00:00","2020-09-21 00:00:00","","",""
"Epi Curve","302","302","2020-11-06 00:00:00","2020-09-20 00:00:00","","",""
"Epi Curve","1275","1275","2020-11-05 00:00:00","2020-09-19 00:00:00","","",""
"Epi Curve","2070","2070","2020-11-04 00:00:00","2020-09-18 00:00:00","","",""
"Epi Curve","2062","2062","2020-11-03 00:00:00","2020-09-17 00:00:00","","",""
"Epi Curve","2183","2183","2020-11-02 00:00:00","2020-09-16 00:00:00","","",""
"Epi Curve","1004","1004","2020-11-01 00:00:00","2020-09-15 00:00:00","","",""
"Epi Curve","1055","1055","2020-10-31 00:00:00","2020-09-14 00:00:00","","",""
"Epi Curve","1458","1458","2020-10-30 00:00:00","2020-09-13 00:00:00","","",""
"Epi Curve","1566","1566","2020-10-29 00:00:00","2020-09-12 00:00:00","","",""
"Epi Curve","1553","1553","2020-10-28 00:00:00","2020-09-11 00:00:00","","",""
"Epi Curve","1418","1418","2020-10-27 00:00:00","2020-09-10 00:00:00","","",""
"Epi Curve","1555","1555","2020-10-26 00:00:00","2020-09-09 00:00:00","","",""
"Epi Curve","604","604","2020-10-25 00:00:00","2020-09-08 00:00:00","","",""
"Epi Curve","994","994","2020-10-24 00:00:00","2020-09-07 00:00:00","","",""
"Epi Curve","1204","1204","2020-10-23 00:00:00","2020-09-06 00:00:00","","",""
"Epi Curve","1285","1285","2020-10-22 00:00:00","2020-09-05 00:00:00","","",""
"Epi Curve","1354","1354","2020-10-21 00:00:00","2020-09-04 00:00:00","","",""
"Epi Curve","1233","1233","2020-10-20 00:00:00","2020-09-03 00:00:00","","",""
"Epi Curve","1362","1362","2020-10-19 00:00:00","2020-09-02 00:00:00","","",""
"Epi Curve","657","657","2020-10-18 00:00:00","2020-09-01 00:00:00","","",""
"Epi Curve","720","720","2020-10-17 00:00:00","2020-08-31 00:00:00","","",""
"Epi Curve","1014","1014","2020-10-16 00:00:00","2020-08-30 00:00:00","","",""
"Epi Curve","924","924","2020-10-15 00:00:00","2020-08-29 00:00:00","","",""
"Epi Curve","981","981","2020-10-14 00:00:00","2020-08-28 00:00:00","","",""
"Epi Curve","1017","1017","2020-10-13 00:00:00","2020-08-27 00:00:00","","",""
"Epi Curve","950","950","2020-10-12 00:00:00","2020-08-26 00:00:00","","",""
"Epi Curve","488","488","2020-10-11 00:00:00","2020-08-25 00:00:00","","",""
"Epi Curve","536","536","2020-10-10 00:00:00","2020-08-24 00:00:00","","",""
"Epi Curve","784","784","2020-10-09 00:00:00","2020-08-23 00:00:00","","",""
"Epi Curve","754","754","2020-10-08 00:00:00","2020-08-22 00:00:00","","",""
"Epi Curve","797","797","2020-10-07 00:00:00","2020-08-21 00:00:00","","",""
"Epi Curve","826","826","2020-10-06 00:00:00","2020-08-20 00:00:00","","",""
"Epi Curve","797","797","2020-10-05 00:00:00","2020-08-19 00:00:00","","",""
"Epi Curve","367","367","2020-10-04 00:00:00","2020-08-18 00:00:00","","",""
"Epi Curve","434","434","2020-10-03 00:00:00","2020-08-17 00:00:00","","",""
"Epi Curve","659","659","2020-10-02 00:00:00","2020-08-16 00:00:00","","",""
"Epi Curve","608","608","2020-10-01 00:00:00","2020-08-15 00:00:00","","",""
"Epi Curve","654","654","2020-09-30 00:00:00","2020-08-14 00:00:00","","",""
"Epi Curve","628","628","2020-09-29 00:00:00","2020-08-13 00:00:00","","",""
"Epi Curve","650","650","2020-09-28 00:00:00","2020-08-12 00:00:00","","",""
"Epi Curve","263","263","2020-09-27 00:00:00","2020-08-11 00:00:00","","",""
"Epi Curve","393","393","2020-09-26 00:00:00","2020-08-10 00:00:00","","",""
"Epi Curve","553","553","2020-09-25 00:00:00","2020-08-09 00:00:00","","",""
"Epi Curve","549","549","2020-09-24 00:00:00","2020-08-08 00:00:00","","",""
"Epi Curve","639","639","2020-09-23 00:00:00","2020-08-07 00:00:00","","",""
"Epi Curve","629","629","2020-09-22 00:00:00","2020-08-06 00:00:00","","",""
"Epi Curve","682","682","2020-09-21 00:00:00","2020-08-05 00:00:00","","",""
"Epi Curve","299","299","2020-09-20 00:00:00","2020-08-04 00:00:00","","",""
"Epi Curve","342","342","2020-09-19 00:00:00","2020-08-03 00:00:00","","",""
"Epi Curve","543","543","2020-09-18 00:00:00","2020-08-02 00:00:00","","",""
"Epi Curve","649","649","2020-09-17 00:00:00","2020-08-01 00:00:00","","",""
"Epi Curve","735","735","2020-09-16 00:00:00","2020-07-31 00:00:00","","",""
"Epi Curve","763","763","2020-09-15 00:00:00","2020-07-30 00:00:00","","",""
"Epi Curve","871","871","2020-09-14 00:00:00","2020-07-29 00:00:00","","",""
"Epi Curve","231","231","2020-09-13 00:00:00","2020-07-28 00:00:00","","",""
"Epi Curve","355","355","2020-09-12 00:00:00","2020-07-27 00:00:00","","",""
"Epi Curve","529","529","2020-09-11 00:00:00","2020-07-26 00:00:00","","",""
"Epi Curve","631","631","2020-09-10 00:00:00","2020-07-25 00:00:00","","",""
"Epi Curve","596","596","2020-09-09 00:00:00","2020-07-24 00:00:00","","",""
"Epi Curve","708","708","2020-09-08 00:00:00","2020-07-23 00:00:00","","",""
"Epi Curve","146","146","2020-09-07 00:00:00","2020-07-22 00:00:00","","",""
"Epi Curve","189","189","2020-09-06 00:00:00","2020-07-21 00:00:00","","",""
"Epi Curve","205","205","2020-09-05 00:00:00","2020-07-20 00:00:00","","",""
"Epi Curve","421","421","2020-09-04 00:00:00","2020-07-19 00:00:00","","",""
"Epi Curve","515","515","2020-09-03 00:00:00","2020-07-18 00:00:00","","",""
"Epi Curve","594","594","2020-09-02 00:00:00","2020-07-17 00:00:00","","",""
"Epi Curve","686","686","2020-09-01 00:00:00","2020-07-16 00:00:00","","",""
"Epi Curve","738","738","2020-08-31 00:00:00","2020-07-15 00:00:00","","",""
"Epi Curve","236","236","2020-08-30 00:00:00","2020-07-14 00:00:00","","",""
"Epi Curve","272","272","2020-08-29 00:00:00","2020-07-13 00:00:00","","",""
"Epi Curve","553","553","2020-08-28 00:00:00","2020-07-12 00:00:00","","",""
"Epi Curve","583","583","2020-08-27 00:00:00","2020-07-11 00:00:00","","",""
"Epi Curve","757","757","2020-08-26 00:00:00","2020-07-10 00:00:00","","",""
"Epi Curve","576","576","2020-08-25 00:00:00","2020-07-09 00:00:00","","",""
"Epi Curve","776","776","2020-08-24 00:00:00","2020-07-08 00:00:00","","",""
"Epi Curve","257","257","2020-08-23 00:00:00","2020-07-07 00:00:00","","",""
"Epi Curve","334","334","2020-08-22 00:00:00","2020-07-06 00:00:00","","",""
"Epi Curve","505","505","2020-08-21 00:00:00","2020-07-05 00:00:00","","",""
"Epi Curve","518","518","2020-08-20 00:00:00","2020-07-04 00:00:00","","",""
"Epi Curve","826","826","2020-08-19 00:00:00","2020-07-03 00:00:00","","",""
"Epi Curve","605","605","2020-08-18 00:00:00","2020-07-02 00:00:00","","",""
"Epi Curve","641","641","2020-08-17 00:00:00","2020-07-01 00:00:00","","",""
