"Epi Curve","24","24","2020-07-25 00:00:00","2020-06-08 00:00:00","","",""
"Epi Curve","183","183","2020-07-24 00:00:00","2020-06-07 00:00:00","","",""
"Epi Curve","498","498","2020-07-23 00:00:00","2020-06-06 00:00:00","","",""
"Epi Curve","705","705","2020-07-22 00:00:00","2020-06-05 00:00:00","","",""
"Epi Curve","1022","1022","2020-07-21 00:00:00","2020-06-04 00:00:00","","",""
"Epi Curve","1289","1289","2020-07-20 00:00:00","2020-06-03 00:00:00","","",""
"Epi Curve","561","561","2020-07-19 00:00:00","2020-06-02 00:00:00","","",""
"Epi Curve","805","805","2020-07-18 00:00:00","2020-06-01 00:00:00","","",""
"Epi Curve","1775","1775","2020-07-17 00:00:00","2020-05-31 00:00:00","","",""
"Epi Curve","1772","1772","2020-07-16 00:00:00","2020-05-30 00:00:00","","",""
"Epi Curve","2032","2032","2020-07-15 00:00:00","2020-05-29 00:00:00","","",""
"Epi Curve","2325","2325","2020-07-14 00:00:00","2020-05-28 00:00:00","","",""
"Epi Curve","2631","2631","2020-07-13 00:00:00","2020-05-27 00:00:00","","",""
"Epi Curve","1294","1294","2020-07-12 00:00:00","2020-05-26 00:00:00","","",""
"Epi Curve","1899","1899","2020-07-11 00:00:00","2020-05-25 00:00:00","","",""
"Epi Curve","3592","3592","2020-07-10 00:00:00","2020-05-24 00:00:00","","",""
"Epi Curve","4114","4114","2020-07-09 00:00:00","2020-05-23 00:00:00","","",""
"Epi Curve","4552","4552","2020-07-08 00:00:00","2020-05-22 00:00:00","","",""
"Epi Curve","4746","4746","2020-07-07 00:00:00","2020-05-21 00:00:00","","",""
"Epi Curve","4861","4861","2020-07-06 00:00:00","2020-05-20 00:00:00","","",""
"Epi Curve","1925","1925","2020-07-05 00:00:00","2020-05-19 00:00:00","","",""
"Epi Curve","1672","1672","2020-07-04 00:00:00","2020-05-18 00:00:00","","",""
"Epi Curve","3178","3178","2020-07-03 00:00:00","2020-05-17 00:00:00","","",""
"Epi Curve","4825","4825","2020-07-02 00:00:00","2020-05-16 00:00:00","","",""
"Epi Curve","5003","5003","2020-07-01 00:00:00","2020-05-15 00:00:00","","",""
"Epi Curve","5283","5283","2020-06-30 00:00:00","2020-05-14 00:00:00","","",""
"Epi Curve","5418","5418","2020-06-29 00:00:00","2020-05-13 00:00:00","","",""
"Epi Curve","2144","2144","2020-06-28 00:00:00","2020-05-12 00:00:00","","",""
"Epi Curve","3010","3010","2020-06-27 00:00:00","2020-05-11 00:00:00","","",""
