"Epi Curve","20","20","2020-08-01 00:00:00","2020-06-15 00:00:00","","",""
"Epi Curve","249","249","2020-07-31 00:00:00","2020-06-14 00:00:00","","",""
"Epi Curve","592","592","2020-07-30 00:00:00","2020-06-13 00:00:00","","",""
"Epi Curve","799","799","2020-07-29 00:00:00","2020-06-12 00:00:00","","",""
"Epi Curve","1077","1077","2020-07-28 00:00:00","2020-06-11 00:00:00","","",""
"Epi Curve","1294","1294","2020-07-27 00:00:00","2020-06-10 00:00:00","","",""
"Epi Curve","661","661","2020-07-26 00:00:00","2020-06-09 00:00:00","","",""
"Epi Curve","932","932","2020-07-25 00:00:00","2020-06-08 00:00:00","","",""
"Epi Curve","1579","1579","2020-07-24 00:00:00","2020-06-07 00:00:00","","",""
"Epi Curve","1567","1567","2020-07-23 00:00:00","2020-06-06 00:00:00","","",""
"Epi Curve","1631","1631","2020-07-22 00:00:00","2020-06-05 00:00:00","","",""
"Epi Curve","1864","1864","2020-07-21 00:00:00","2020-06-04 00:00:00","","",""
"Epi Curve","2024","2024","2020-07-20 00:00:00","2020-06-03 00:00:00","","",""
"Epi Curve","847","847","2020-07-19 00:00:00","2020-06-02 00:00:00","","",""
"Epi Curve","1455","1455","2020-07-18 00:00:00","2020-06-01 00:00:00","","",""
"Epi Curve","2462","2462","2020-07-17 00:00:00","2020-05-31 00:00:00","","",""
"Epi Curve","2383","2383","2020-07-16 00:00:00","2020-05-30 00:00:00","","",""
"Epi Curve","2917","2917","2020-07-15 00:00:00","2020-05-29 00:00:00","","",""
"Epi Curve","3379","3379","2020-07-14 00:00:00","2020-05-28 00:00:00","","",""
"Epi Curve","3500","3500","2020-07-13 00:00:00","2020-05-27 00:00:00","","",""
"Epi Curve","1527","1527","2020-07-12 00:00:00","2020-05-26 00:00:00","","",""
"Epi Curve","2104","2104","2020-07-11 00:00:00","2020-05-25 00:00:00","","",""
"Epi Curve","3698","3698","2020-07-10 00:00:00","2020-05-24 00:00:00","","",""
"Epi Curve","4146","4146","2020-07-09 00:00:00","2020-05-23 00:00:00","","",""
"Epi Curve","4573","4573","2020-07-08 00:00:00","2020-05-22 00:00:00","","",""
"Epi Curve","4761","4761","2020-07-07 00:00:00","2020-05-21 00:00:00","","",""
"Epi Curve","4884","4884","2020-07-06 00:00:00","2020-05-20 00:00:00","","",""
