"Epi Curve","2","2","2020-09-13 00:00:00","2020-07-28 00:00:00","","",""
"Epi Curve","64","64","2020-09-12 00:00:00","2020-07-27 00:00:00","","",""
"Epi Curve","257","257","2020-09-11 00:00:00","2020-07-26 00:00:00","","",""
"Epi Curve","359","359","2020-09-10 00:00:00","2020-07-25 00:00:00","","",""
"Epi Curve","455","455","2020-09-09 00:00:00","2020-07-24 00:00:00","","",""
"Epi Curve","544","544","2020-09-08 00:00:00","2020-07-23 00:00:00","","",""
"Epi Curve","125","125","2020-09-07 00:00:00","2020-07-22 00:00:00","","",""
"Epi Curve","158","158","2020-09-06 00:00:00","2020-07-21 00:00:00","","",""
"Epi Curve","184","184","2020-09-05 00:00:00","2020-07-20 00:00:00","","",""
"Epi Curve","375","375","2020-09-04 00:00:00","2020-07-19 00:00:00","","",""
"Epi Curve","454","454","2020-09-03 00:00:00","2020-07-18 00:00:00","","",""
"Epi Curve","557","557","2020-09-02 00:00:00","2020-07-17 00:00:00","","",""
"Epi Curve","667","667","2020-09-01 00:00:00","2020-07-16 00:00:00","","",""
"Epi Curve","710","710","2020-08-31 00:00:00","2020-07-15 00:00:00","","",""
"Epi Curve","240","240","2020-08-30 00:00:00","2020-07-14 00:00:00","","",""
"Epi Curve","263","263","2020-08-29 00:00:00","2020-07-13 00:00:00","","",""
"Epi Curve","541","541","2020-08-28 00:00:00","2020-07-12 00:00:00","","",""
"Epi Curve","659","659","2020-08-27 00:00:00","2020-07-11 00:00:00","","",""
"Epi Curve","736","736","2020-08-26 00:00:00","2020-07-10 00:00:00","","",""
"Epi Curve","539","539","2020-08-25 00:00:00","2020-07-09 00:00:00","","",""
"Epi Curve","738","738","2020-08-24 00:00:00","2020-07-08 00:00:00","","",""
"Epi Curve","252","252","2020-08-23 00:00:00","2020-07-07 00:00:00","","",""
"Epi Curve","331","331","2020-08-22 00:00:00","2020-07-06 00:00:00","","",""
"Epi Curve","486","486","2020-08-21 00:00:00","2020-07-05 00:00:00","","",""
"Epi Curve","521","521","2020-08-20 00:00:00","2020-07-04 00:00:00","","",""
"Epi Curve","817","817","2020-08-19 00:00:00","2020-07-03 00:00:00","","",""
"Epi Curve","605","605","2020-08-18 00:00:00","2020-07-02 00:00:00","","",""
"Epi Curve","622","622","2020-08-17 00:00:00","2020-07-01 00:00:00","","",""
"Epi Curve","256","256","2020-08-16 00:00:00","2020-06-30 00:00:00","","",""
