"Epi Curve","17","17","2020-08-14 00:00:00","2020-06-28 00:00:00","","",""
"Epi Curve","174","174","2020-08-13 00:00:00","2020-06-27 00:00:00","","",""
"Epi Curve","507","507","2020-08-12 00:00:00","2020-06-26 00:00:00","","",""
"Epi Curve","760","760","2020-08-11 00:00:00","2020-06-25 00:00:00","","",""
"Epi Curve","870","870","2020-08-10 00:00:00","2020-06-24 00:00:00","","",""
"Epi Curve","353","353","2020-08-09 00:00:00","2020-06-23 00:00:00","","",""
"Epi Curve","470","470","2020-08-08 00:00:00","2020-06-22 00:00:00","","",""
"Epi Curve","761","761","2020-08-07 00:00:00","2020-06-21 00:00:00","","",""
"Epi Curve","815","815","2020-08-06 00:00:00","2020-06-20 00:00:00","","",""
"Epi Curve","877","877","2020-08-05 00:00:00","2020-06-19 00:00:00","","",""
"Epi Curve","908","908","2020-08-04 00:00:00","2020-06-18 00:00:00","","",""
"Epi Curve","1213","1213","2020-08-03 00:00:00","2020-06-17 00:00:00","","",""
"Epi Curve","496","496","2020-08-02 00:00:00","2020-06-16 00:00:00","","",""
"Epi Curve","650","650","2020-08-01 00:00:00","2020-06-15 00:00:00","","",""
"Epi Curve","1064","1064","2020-07-31 00:00:00","2020-06-14 00:00:00","","",""
"Epi Curve","1490","1490","2020-07-30 00:00:00","2020-06-13 00:00:00","","",""
"Epi Curve","1231","1231","2020-07-29 00:00:00","2020-06-12 00:00:00","","",""
"Epi Curve","1544","1544","2020-07-28 00:00:00","2020-06-11 00:00:00","","",""
"Epi Curve","1670","1670","2020-07-27 00:00:00","2020-06-10 00:00:00","","",""
"Epi Curve","726","726","2020-07-26 00:00:00","2020-06-09 00:00:00","","",""
"Epi Curve","1128","1128","2020-07-25 00:00:00","2020-06-08 00:00:00","","",""
"Epi Curve","1751","1751","2020-07-24 00:00:00","2020-06-07 00:00:00","","",""
"Epi Curve","1727","1727","2020-07-23 00:00:00","2020-06-06 00:00:00","","",""
"Epi Curve","1795","1795","2020-07-22 00:00:00","2020-06-05 00:00:00","","",""
"Epi Curve","2026","2026","2020-07-21 00:00:00","2020-06-04 00:00:00","","",""
"Epi Curve","2204","2204","2020-07-20 00:00:00","2020-06-03 00:00:00","","",""
"Epi Curve","911","911","2020-07-19 00:00:00","2020-06-02 00:00:00","","",""
"Epi Curve","1560","1560","2020-07-18 00:00:00","2020-06-01 00:00:00","","",""
"Epi Curve","2576","2576","2020-07-17 00:00:00","2020-05-31 00:00:00","","",""
