"Hospital number","22119","","","","",""
"Hospital percent","0.101227878283076","","","","",""
"Info Button"," ","","","","",""
"Age Group","%null%","Unknown","4","4","",""
"Age Group","65+","65 years and older","7753","7753","",""
"Age Group","55-64y","55 - 64 years","4117","4117","",""
"Age Group","45-54y","45 - 54 years","3575","3575","",""
"Age Group","20-44y","20 - 44 years","5876","5876","",""
"Age Group","<20y","Less than 20 years","794","794","",""
"Race/Ethnicity","UNKNOWN","Unknown","1869","0.0844974908449749","0.0844974908449749",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","809","0.0365748903657489","0.0365748903657489",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","288","0.0130204801302048","0.0130204801302048",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","1041","0.0470636104706361","0.0470636104706361",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","2037","0.0920927709209277","0.0920927709209277",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","8137","0.367873773678738","0.367873773678738",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","7938","0.35887698358877","0.35887698358877",""
"Gender","Male","11347","0.513160274963821","0.513160274963821","",""
"Gender","Female","10765","0.486839725036179","0.486839725036179","",""
"Date Updated"," ","","","","",""
"Epi Curve","1","1","2020-09-29 00:00:00","2020-09-28 00:00:00","",""
"Epi Curve","8","8","2020-09-28 00:00:00","2020-09-27 00:00:00","",""
"Epi Curve","14","14","2020-09-27 00:00:00","2020-09-26 00:00:00","",""
"Epi Curve","28","28","2020-09-26 00:00:00","2020-09-25 00:00:00","",""
"Epi Curve","22","22","2020-09-25 00:00:00","2020-09-24 00:00:00","",""
"Epi Curve","33","33","2020-09-24 00:00:00","2020-09-23 00:00:00","",""
"Epi Curve","21","21","2020-09-23 00:00:00","2020-09-22 00:00:00","",""
"Epi Curve","24","24","2020-09-22 00:00:00","2020-09-21 00:00:00","",""
"Epi Curve","27","27","2020-09-21 00:00:00","2020-09-20 00:00:00","",""
"Epi Curve","26","26","2020-09-20 00:00:00","2020-09-19 00:00:00","",""
"Epi Curve","13","13","2020-09-19 00:00:00","2020-09-18 00:00:00","",""
"Epi Curve","19","19","2020-09-18 00:00:00","2020-09-17 00:00:00","",""
"Epi Curve","23","23","2020-09-17 00:00:00","2020-09-16 00:00:00","",""
"Epi Curve","20","20","2020-09-16 00:00:00","2020-09-15 00:00:00","",""
"Epi Curve","22","22","2020-09-15 00:00:00","2020-09-14 00:00:00","",""
"Epi Curve","25","25","2020-09-14 00:00:00","2020-09-13 00:00:00","",""
"Epi Curve","17","17","2020-09-13 00:00:00","2020-09-12 00:00:00","",""
"Epi Curve","15","15","2020-09-12 00:00:00","2020-09-11 00:00:00","",""
"Epi Curve","18","18","2020-09-11 00:00:00","2020-09-10 00:00:00","",""
"Epi Curve","22","22","2020-09-10 00:00:00","2020-09-09 00:00:00","",""
"Epi Curve","24","24","2020-09-09 00:00:00","2020-09-08 00:00:00","",""
"Epi Curve","24","24","2020-09-08 00:00:00","2020-09-07 00:00:00","",""
"Epi Curve","26","26","2020-09-07 00:00:00","2020-09-06 00:00:00","",""
"Epi Curve","28","28","2020-09-06 00:00:00","2020-09-05 00:00:00","",""
"Epi Curve","24","24","2020-09-05 00:00:00","2020-09-04 00:00:00","",""
"Epi Curve","24","24","2020-09-04 00:00:00","2020-09-03 00:00:00","",""
"Epi Curve","28","28","2020-09-03 00:00:00","2020-09-02 00:00:00","",""
"Epi Curve","34","34","2020-09-02 00:00:00","2020-09-01 00:00:00","",""
