"Hospital number","7236","","","","",""
"Hospital percent","0.0473114342504446","","","","",""
"Info Button"," ","","","","",""
"Age Group","65+","65 years and older","3266","3266","",""
"Age Group","55-64y","55 - 64 years","1293","1293","",""
"Age Group","45-54y","45 - 54 years","1070","1070","",""
"Age Group","20-44y","20 - 44 years","1491","1491","",""
"Age Group","<20y","Less than 20 years","116","116","",""
"Race/Ethnicity","UNKNOWN","Unknown","541","0.0747650635710337","0.0747650635710337",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","149","0.0205914870093975","0.0205914870093975",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","107","0.0147871752349364","0.0147871752349364",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","318","0.0439469320066335","0.0439469320066335",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","804","0.111111111111111","0.111111111111111",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","2786","0.385019347705915","0.385019347705915",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","2531","0.349778883360973","0.349778883360973",""
"Gender","Male","3737","0.516731194690266","0.516731194690266","",""
"Gender","Female","3495","0.483268805309735","0.483268805309735","",""
"Date Updated"," ","","","","",""
"Epi Curve","1","1","2020-07-22 00:00:00","2020-07-21 00:00:00","",""
"Epi Curve","12","12","2020-07-21 00:00:00","2020-07-20 00:00:00","",""
"Epi Curve","27","27","2020-07-20 00:00:00","2020-07-19 00:00:00","",""
"Epi Curve","28","28","2020-07-19 00:00:00","2020-07-18 00:00:00","",""
"Epi Curve","34","34","2020-07-18 00:00:00","2020-07-17 00:00:00","",""
"Epi Curve","36","36","2020-07-17 00:00:00","2020-07-16 00:00:00","",""
"Epi Curve","27","27","2020-07-16 00:00:00","2020-07-15 00:00:00","",""
"Epi Curve","35","35","2020-07-15 00:00:00","2020-07-14 00:00:00","",""
"Epi Curve","43","43","2020-07-14 00:00:00","2020-07-13 00:00:00","",""
"Epi Curve","69","69","2020-07-13 00:00:00","2020-07-12 00:00:00","",""
"Epi Curve","37","37","2020-07-12 00:00:00","2020-07-11 00:00:00","",""
"Epi Curve","50","50","2020-07-11 00:00:00","2020-07-10 00:00:00","",""
"Epi Curve","64","64","2020-07-10 00:00:00","2020-07-09 00:00:00","",""
"Epi Curve","57","57","2020-07-09 00:00:00","2020-07-08 00:00:00","",""
"Epi Curve","55","55","2020-07-08 00:00:00","2020-07-07 00:00:00","",""
"Epi Curve","76","76","2020-07-07 00:00:00","2020-07-06 00:00:00","",""
"Epi Curve","75","75","2020-07-06 00:00:00","2020-07-05 00:00:00","",""
"Epi Curve","52","52","2020-07-05 00:00:00","2020-07-04 00:00:00","",""
"Epi Curve","54","54","2020-07-04 00:00:00","2020-07-03 00:00:00","",""
"Epi Curve","69","69","2020-07-03 00:00:00","2020-07-02 00:00:00","",""
"Epi Curve","78","78","2020-07-02 00:00:00","2020-07-01 00:00:00","",""
"Epi Curve","95","95","2020-07-01 00:00:00","2020-06-30 00:00:00","",""
"Epi Curve","97","97","2020-06-30 00:00:00","2020-06-29 00:00:00","",""
"Epi Curve","126","126","2020-06-29 00:00:00","2020-06-28 00:00:00","",""
"Epi Curve","83","83","2020-06-28 00:00:00","2020-06-27 00:00:00","",""
"Epi Curve","96","96","2020-06-27 00:00:00","2020-06-26 00:00:00","",""
"Epi Curve","110","110","2020-06-26 00:00:00","2020-06-25 00:00:00","",""
"Epi Curve","97","97","2020-06-25 00:00:00","2020-06-24 00:00:00","",""
"Epi Curve","109","109","2020-06-24 00:00:00","2020-06-23 00:00:00","",""
"Epi Curve","105","105","2020-06-23 00:00:00","2020-06-22 00:00:00","",""
"Epi Curve","119","119","2020-06-22 00:00:00","2020-06-21 00:00:00","",""
"Epi Curve","107","107","2020-06-21 00:00:00","2020-06-20 00:00:00","",""
"Epi Curve","74","74","2020-06-20 00:00:00","2020-06-19 00:00:00","",""
"Epi Curve","111","111","2020-06-19 00:00:00","2020-06-18 00:00:00","",""
"Epi Curve","90","90","2020-06-18 00:00:00","2020-06-17 00:00:00","",""
"Epi Curve","80","80","2020-06-17 00:00:00","2020-06-16 00:00:00","",""
"Epi Curve","92","92","2020-06-16 00:00:00","2020-06-15 00:00:00","",""
"Epi Curve","120","120","2020-06-15 00:00:00","2020-06-14 00:00:00","",""
"Epi Curve","82","82","2020-06-14 00:00:00","2020-06-13 00:00:00","",""
"Epi Curve","89","89","2020-06-13 00:00:00","2020-06-12 00:00:00","",""
"Epi Curve","85","85","2020-06-12 00:00:00","2020-06-11 00:00:00","",""
"Epi Curve","80","80","2020-06-11 00:00:00","2020-06-10 00:00:00","",""
"Epi Curve","79","79","2020-06-10 00:00:00","2020-06-09 00:00:00","",""
"Epi Curve","94","94","2020-06-09 00:00:00","2020-06-08 00:00:00","",""
"Epi Curve","102","102","2020-06-08 00:00:00","2020-06-07 00:00:00","",""
"Epi Curve","80","80","2020-06-07 00:00:00","2020-06-06 00:00:00","",""
"Epi Curve","74","74","2020-06-06 00:00:00","2020-06-05 00:00:00","",""
"Epi Curve","80","80","2020-06-05 00:00:00","2020-06-04 00:00:00","",""
"Epi Curve","59","59","2020-06-04 00:00:00","2020-06-03 00:00:00","",""
"Epi Curve","78","78","2020-06-03 00:00:00","2020-06-02 00:00:00","",""
"Epi Curve","80","80","2020-06-02 00:00:00","2020-06-01 00:00:00","",""
"Epi Curve","73","73","2020-06-01 00:00:00","2020-05-31 00:00:00","",""
"Epi Curve","52","52","2020-05-31 00:00:00","2020-05-30 00:00:00","",""
"Epi Curve","57","57","2020-05-30 00:00:00","2020-05-29 00:00:00","",""
"Epi Curve","61","61","2020-05-29 00:00:00","2020-05-28 00:00:00","",""
"Epi Curve","56","56","2020-05-28 00:00:00","2020-05-27 00:00:00","",""
"Epi Curve","52","52","2020-05-27 00:00:00","2020-05-26 00:00:00","",""
"Epi Curve","47","47","2020-05-26 00:00:00","2020-05-25 00:00:00","",""
"Epi Curve","51","51","2020-05-25 00:00:00","2020-05-24 00:00:00","",""
"Epi Curve","43","43","2020-05-24 00:00:00","2020-05-23 00:00:00","",""
"Epi Curve","41","41","2020-05-23 00:00:00","2020-05-22 00:00:00","",""
"Epi Curve","58","58","2020-05-22 00:00:00","2020-05-21 00:00:00","",""
"Epi Curve","49","49","2020-05-21 00:00:00","2020-05-20 00:00:00","",""
"Epi Curve","41","41","2020-05-20 00:00:00","2020-05-19 00:00:00","",""
"Epi Curve","42","42","2020-05-19 00:00:00","2020-05-18 00:00:00","",""
"Epi Curve","56","56","2020-05-18 00:00:00","2020-05-17 00:00:00","",""
"Epi Curve","30","30","2020-05-17 00:00:00","2020-05-16 00:00:00","",""
"Epi Curve","38","38","2020-05-16 00:00:00","2020-05-15 00:00:00","",""
"Epi Curve","43","43","2020-05-15 00:00:00","2020-05-14 00:00:00","",""
"Epi Curve","52","52","2020-05-14 00:00:00","2020-05-13 00:00:00","",""
"Epi Curve","39","39","2020-05-13 00:00:00","2020-05-12 00:00:00","",""
"Epi Curve","43","43","2020-05-12 00:00:00","2020-05-11 00:00:00","",""
