"Hospital number","20503","","","","",""
"Hospital percent","0.107461450569724","","","","",""
"Info Button"," ","","","","",""
"Age Group","%null%","Unknown","1","1","",""
"Age Group","65+","65 years and older","7063","7063","",""
"Age Group","55-64y","55 - 64 years","3745","3745","",""
"Age Group","45-54y","45 - 54 years","3291","3291","",""
"Age Group","20-44y","20 - 44 years","5465","5465","",""
"Age Group","<20y","Less than 20 years","938","938","",""
"Race/Ethnicity","UNKNOWN","Unknown","2961","0.144417890064869","0.144417890064869",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","588","0.0286787299419597","0.0286787299419597",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","260","0.0126810710627713","0.0126810710627713",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","925","0.045115348973321","0.045115348973321",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","1749","0.0853045895722577","0.0853045895722577",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","7202","0.351265668438765","0.351265668438765",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","6818","0.332536701946057","0.332536701946057",""
"Gender","Male","10483","0.511440698638825","0.511440698638825","",""
"Gender","Female","10014","0.488559301361175","0.488559301361175","",""
"Date Updated"," ","","","","",""
"Epi Curve","1","1","2020-08-27 00:00:00","2020-08-11 00:00:00","",""
"Epi Curve","12","12","2020-08-11 00:00:00","2020-08-10 00:00:00","",""
"Epi Curve","22","22","2020-08-10 00:00:00","2020-08-09 00:00:00","",""
"Epi Curve","22","22","2020-08-09 00:00:00","2020-08-08 00:00:00","",""
"Epi Curve","59","59","2020-08-08 00:00:00","2020-08-07 00:00:00","",""
"Epi Curve","112","112","2020-08-07 00:00:00","2020-08-06 00:00:00","",""
"Epi Curve","133","133","2020-08-06 00:00:00","2020-08-05 00:00:00","",""
"Epi Curve","149","149","2020-08-05 00:00:00","2020-08-04 00:00:00","",""
"Epi Curve","174","174","2020-08-04 00:00:00","2020-08-03 00:00:00","",""
"Epi Curve","196","196","2020-08-03 00:00:00","2020-08-02 00:00:00","",""
"Epi Curve","130","130","2020-08-02 00:00:00","2020-08-01 00:00:00","",""
"Epi Curve","78","78","2020-08-01 00:00:00","2020-07-31 00:00:00","",""
"Epi Curve","181","181","2020-07-31 00:00:00","2020-07-30 00:00:00","",""
"Epi Curve","209","209","2020-07-30 00:00:00","2020-07-29 00:00:00","",""
"Epi Curve","183","183","2020-07-29 00:00:00","2020-07-28 00:00:00","",""
"Epi Curve","272","272","2020-07-28 00:00:00","2020-07-27 00:00:00","",""
"Epi Curve","328","328","2020-07-27 00:00:00","2020-07-26 00:00:00","",""
"Epi Curve","176","176","2020-07-26 00:00:00","2020-07-25 00:00:00","",""
"Epi Curve","236","236","2020-07-25 00:00:00","2020-07-24 00:00:00","",""
"Epi Curve","300","300","2020-07-24 00:00:00","2020-07-23 00:00:00","",""
"Epi Curve","339","339","2020-07-23 00:00:00","2020-07-22 00:00:00","",""
"Epi Curve","317","317","2020-07-22 00:00:00","2020-07-21 00:00:00","",""
"Epi Curve","336","336","2020-07-21 00:00:00","2020-07-20 00:00:00","",""
"Epi Curve","395","395","2020-07-20 00:00:00","2020-07-19 00:00:00","",""
"Epi Curve","289","289","2020-07-19 00:00:00","2020-07-18 00:00:00","",""
"Epi Curve","320","320","2020-07-18 00:00:00","2020-07-17 00:00:00","",""
"Epi Curve","379","379","2020-07-17 00:00:00","2020-07-16 00:00:00","",""
"Epi Curve","447","447","2020-07-16 00:00:00","2020-07-15 00:00:00","",""
"Epi Curve","558","558","2020-07-15 00:00:00","2020-07-14 00:00:00","",""
"Epi Curve","590","590","2020-07-14 00:00:00","2020-07-13 00:00:00","",""
"Epi Curve","584","584","2020-07-13 00:00:00","2020-07-12 00:00:00","",""
"Epi Curve","351","351","2020-07-12 00:00:00","2020-07-11 00:00:00","",""
"Epi Curve","448","448","2020-07-11 00:00:00","2020-07-10 00:00:00","",""
"Epi Curve","395","395","2020-07-10 00:00:00","2020-07-09 00:00:00","",""
"Epi Curve","330","330","2020-07-09 00:00:00","2020-07-08 00:00:00","",""
"Epi Curve","282","282","2020-07-08 00:00:00","2020-07-07 00:00:00","",""
"Epi Curve","285","285","2020-07-07 00:00:00","2020-07-06 00:00:00","",""
"Epi Curve","319","319","2020-07-06 00:00:00","2020-07-05 00:00:00","",""
"Epi Curve","293","293","2020-07-05 00:00:00","2020-07-04 00:00:00","",""
"Epi Curve","272","272","2020-07-04 00:00:00","2020-07-03 00:00:00","",""
"Epi Curve","272","272","2020-07-03 00:00:00","2020-07-02 00:00:00","",""
"Epi Curve","293","293","2020-07-02 00:00:00","2020-07-01 00:00:00","",""
"Epi Curve","312","312","2020-07-01 00:00:00","2020-06-30 00:00:00","",""
"Epi Curve","312","312","2020-06-30 00:00:00","2020-06-29 00:00:00","",""
"Epi Curve","287","287","2020-06-29 00:00:00","2020-06-28 00:00:00","",""
"Epi Curve","229","229","2020-06-28 00:00:00","2020-06-27 00:00:00","",""
"Epi Curve","236","236","2020-06-27 00:00:00","2020-06-26 00:00:00","",""
"Epi Curve","260","260","2020-06-26 00:00:00","2020-06-25 00:00:00","",""
"Epi Curve","261","261","2020-06-25 00:00:00","2020-06-24 00:00:00","",""
"Epi Curve","237","237","2020-06-24 00:00:00","2020-06-23 00:00:00","",""
"Epi Curve","240","240","2020-06-23 00:00:00","2020-06-22 00:00:00","",""
"Epi Curve","246","246","2020-06-22 00:00:00","2020-06-21 00:00:00","",""
"Epi Curve","205","205","2020-06-21 00:00:00","2020-06-20 00:00:00","",""
"Epi Curve","183","183","2020-06-20 00:00:00","2020-06-19 00:00:00","",""
"Epi Curve","224","224","2020-06-19 00:00:00","2020-06-18 00:00:00","",""
"Epi Curve","187","187","2020-06-18 00:00:00","2020-06-17 00:00:00","",""
"Epi Curve","169","169","2020-06-17 00:00:00","2020-06-16 00:00:00","",""
"Epi Curve","169","169","2020-06-16 00:00:00","2020-06-15 00:00:00","",""
"Epi Curve","191","191","2020-06-15 00:00:00","2020-06-14 00:00:00","",""
"Epi Curve","135","135","2020-06-14 00:00:00","2020-06-13 00:00:00","",""
"Epi Curve","143","143","2020-06-13 00:00:00","2020-06-12 00:00:00","",""
"Epi Curve","135","135","2020-06-12 00:00:00","2020-06-11 00:00:00","",""
"Epi Curve","130","130","2020-06-11 00:00:00","2020-06-10 00:00:00","",""
"Epi Curve","121","121","2020-06-10 00:00:00","2020-06-09 00:00:00","",""
"Epi Curve","136","136","2020-06-09 00:00:00","2020-06-08 00:00:00","",""
"Epi Curve","139","139","2020-06-08 00:00:00","2020-06-07 00:00:00","",""
"Epi Curve","109","109","2020-06-07 00:00:00","2020-06-06 00:00:00","",""
"Epi Curve","104","104","2020-06-06 00:00:00","2020-06-05 00:00:00","",""
"Epi Curve","103","103","2020-06-05 00:00:00","2020-06-04 00:00:00","",""
"Epi Curve","92","92","2020-06-04 00:00:00","2020-06-03 00:00:00","",""
"Epi Curve","105","105","2020-06-03 00:00:00","2020-06-02 00:00:00","",""
"Epi Curve","107","107","2020-06-02 00:00:00","2020-06-01 00:00:00","",""
"Epi Curve","109","109","2020-06-01 00:00:00","2020-05-31 00:00:00","",""
"Epi Curve","66","66","2020-05-31 00:00:00","2020-05-30 00:00:00","",""
"Epi Curve","70","70","2020-05-30 00:00:00","2020-05-29 00:00:00","",""
"Epi Curve","76","76","2020-05-29 00:00:00","2020-05-28 00:00:00","",""
"Epi Curve","72","72","2020-05-28 00:00:00","2020-05-27 00:00:00","",""
"Epi Curve","80","80","2020-05-27 00:00:00","2020-05-26 00:00:00","",""
"Epi Curve","76","76","2020-05-26 00:00:00","2020-05-25 00:00:00","",""
"Epi Curve","72","72","2020-05-25 00:00:00","2020-05-24 00:00:00","",""
"Epi Curve","63","63","2020-05-24 00:00:00","2020-05-23 00:00:00","",""
"Epi Curve","63","63","2020-05-23 00:00:00","2020-05-22 00:00:00","",""
"Epi Curve","75","75","2020-05-22 00:00:00","2020-05-21 00:00:00","",""
"Epi Curve","68","68","2020-05-21 00:00:00","2020-05-20 00:00:00","",""
"Epi Curve","62","62","2020-05-20 00:00:00","2020-05-19 00:00:00","",""
"Epi Curve","49","49","2020-05-19 00:00:00","2020-05-18 00:00:00","",""
"Epi Curve","70","70","2020-05-18 00:00:00","2020-05-17 00:00:00","",""
"Epi Curve","44","44","2020-05-17 00:00:00","2020-05-16 00:00:00","",""
"Epi Curve","50","50","2020-05-16 00:00:00","2020-05-15 00:00:00","",""
"Epi Curve","53","53","2020-05-15 00:00:00","2020-05-14 00:00:00","",""
"Epi Curve","70","70","2020-05-14 00:00:00","2020-05-13 00:00:00","",""
"Epi Curve","53","53","2020-05-13 00:00:00","2020-05-12 00:00:00","",""
"Epi Curve","58","58","2020-05-12 00:00:00","2020-05-11 00:00:00","",""
"Epi Curve","51","51","2020-05-11 00:00:00","2020-05-10 00:00:00","",""
"Epi Curve","37","37","2020-05-10 00:00:00","2020-05-09 00:00:00","",""
"Epi Curve","43","43","2020-05-09 00:00:00","2020-05-08 00:00:00","",""
"Epi Curve","62","62","2020-05-08 00:00:00","2020-05-07 00:00:00","",""
"Epi Curve","46","46","2020-05-07 00:00:00","2020-05-06 00:00:00","",""
"Epi Curve","56","56","2020-05-06 00:00:00","2020-05-05 00:00:00","",""
"Epi Curve","60","60","2020-05-05 00:00:00","2020-05-04 00:00:00","",""
"Epi Curve","51","51","2020-05-04 00:00:00","2020-05-03 00:00:00","",""
"Epi Curve","55","55","2020-05-03 00:00:00","2020-05-02 00:00:00","",""
"Epi Curve","46","46","2020-05-02 00:00:00","2020-05-01 00:00:00","",""
"Epi Curve","52","52","2020-05-01 00:00:00","2020-04-30 00:00:00","",""
"Epi Curve","56","56","2020-04-30 00:00:00","2020-04-29 00:00:00","",""
"Epi Curve","63","63","2020-04-29 00:00:00","2020-04-28 00:00:00","",""
"Epi Curve","51","51","2020-04-28 00:00:00","2020-04-27 00:00:00","",""
"Epi Curve","60","60","2020-04-27 00:00:00","2020-04-26 00:00:00","",""
"Epi Curve","44","44","2020-04-26 00:00:00","2020-04-25 00:00:00","",""
"Epi Curve","48","48","2020-04-25 00:00:00","2020-04-24 00:00:00","",""
"Epi Curve","55","55","2020-04-24 00:00:00","2020-04-23 00:00:00","",""
"Epi Curve","46","46","2020-04-23 00:00:00","2020-04-22 00:00:00","",""
"Epi Curve","45","45","2020-04-22 00:00:00","2020-04-21 00:00:00","",""
"Epi Curve","31","31","2020-04-21 00:00:00","2020-04-20 00:00:00","",""
"Epi Curve","69","69","2020-04-20 00:00:00","2020-04-19 00:00:00","",""
"Epi Curve","48","48","2020-04-19 00:00:00","2020-04-18 00:00:00","",""
"Epi Curve","51","51","2020-04-18 00:00:00","2020-04-17 00:00:00","",""
"Epi Curve","31","31","2020-04-17 00:00:00","2020-04-16 00:00:00","",""
"Epi Curve","44","44","2020-04-16 00:00:00","2020-04-15 00:00:00","",""
"Epi Curve","43","43","2020-04-15 00:00:00","2020-04-14 00:00:00","",""
"Epi Curve","50","50","2020-04-14 00:00:00","2020-04-13 00:00:00","",""
"Epi Curve","48","48","2020-04-13 00:00:00","2020-04-12 00:00:00","",""
"Epi Curve","39","39","2020-04-12 00:00:00","2020-04-11 00:00:00","",""
"Epi Curve","43","43","2020-04-11 00:00:00","2020-04-10 00:00:00","",""
"Epi Curve","46","46","2020-04-10 00:00:00","2020-04-09 00:00:00","",""
"Epi Curve","44","44","2020-04-09 00:00:00","2020-04-08 00:00:00","",""
"Epi Curve","54","54","2020-04-08 00:00:00","2020-04-07 00:00:00","",""
"Epi Curve","34","34","2020-04-07 00:00:00","2020-04-06 00:00:00","",""
"Epi Curve","59","59","2020-04-06 00:00:00","2020-04-05 00:00:00","",""
"Epi Curve","49","49","2020-04-05 00:00:00","2020-04-04 00:00:00","",""
"Epi Curve","44","44","2020-04-04 00:00:00","2020-04-03 00:00:00","",""
"Epi Curve","51","51","2020-04-03 00:00:00","2020-04-02 00:00:00","",""
"Epi Curve","34","34","2020-04-02 00:00:00","2020-04-01 00:00:00","",""
"Epi Curve","48","48","2020-04-01 00:00:00","2020-03-31 00:00:00","",""
"Epi Curve","55","55","2020-03-31 00:00:00","2020-03-30 00:00:00","",""
"Epi Curve","52","52","2020-03-30 00:00:00","2020-03-29 00:00:00","",""
"Epi Curve","41","41","2020-03-29 00:00:00","2020-03-28 00:00:00","",""
"Epi Curve","45","45","2020-03-28 00:00:00","2020-03-27 00:00:00","",""
"Epi Curve","40","40","2020-03-27 00:00:00","2020-03-26 00:00:00","",""
"Epi Curve","39","39","2020-03-26 00:00:00","2020-03-25 00:00:00","",""
"Epi Curve","45","45","2020-03-25 00:00:00","2020-03-24 00:00:00","",""
"Epi Curve","30","30","2020-03-24 00:00:00","2020-03-23 00:00:00","",""
"Epi Curve","45","45","2020-03-23 00:00:00","2020-03-22 00:00:00","",""
"Epi Curve","17","17","2020-03-22 00:00:00","2020-03-21 00:00:00","",""
"Epi Curve","20","20","2020-03-21 00:00:00","2020-03-20 00:00:00","",""
"Epi Curve","22","22","2020-03-20 00:00:00","2020-03-19 00:00:00","",""
"Epi Curve","18","18","2020-03-19 00:00:00","2020-03-18 00:00:00","",""
"Epi Curve","12","12","2020-03-18 00:00:00","2020-03-17 00:00:00","",""
"Epi Curve","13","13","2020-03-17 00:00:00","2020-03-16 00:00:00","",""
"Epi Curve","6","6","2020-03-16 00:00:00","2020-03-15 00:00:00","",""
"Epi Curve","10","10","2020-03-15 00:00:00","2020-03-14 00:00:00","",""
"Epi Curve","4","4","2020-03-14 00:00:00","2020-03-13 00:00:00","",""
"Epi Curve","6","6","2020-03-13 00:00:00","2020-03-12 00:00:00","",""
"Epi Curve","5","5","2020-03-12 00:00:00","2020-03-11 00:00:00","",""
"Epi Curve","3","3","2020-03-11 00:00:00","2020-03-09 00:00:00","",""
"Epi Curve","3","3","2020-03-09 00:00:00","2020-03-08 00:00:00","",""
"Epi Curve","1","1","2020-03-08 00:00:00","2020-03-06 00:00:00","",""
"Epi Curve","1","1","2020-03-06 00:00:00","2020-03-05 00:00:00","",""
"Epi Curve","1","1","2020-03-05 00:00:00","2020-03-04 00:00:00","",""
"Epi Curve","1","1","2020-03-04 00:00:00","2020-03-03 00:00:00","",""
"Epi Curve","1","1","2020-03-03 00:00:00","2020-02-28 00:00:00","",""
"Epi Curve","1","1","2020-02-28 00:00:00","2020-02-21 00:00:00","",""
"Epi Curve","1","1","2020-02-21 00:00:00","","",""
"Map","Yuma","1052","32.7539","-113.9364","",""
"Map","Yavapai","206","34.7064","-112.4429","",""
"Map","Santa Cruz","209","31.5332","-110.812","",""
"Map","Pinal","1057","32.9849","-111.4931","",""
"Map","Pima","1892","31.9681","-111.7806","",""
"Map","Navajo","684","35.3134","-110.2972","",""
"Map","Mohave","466","35.6177","-113.9958","",""
"Map","Maricopa","13745","33.2798","-112.7681","",""
"Map","La Paz","41","33.6724","-113.9329","",""
"Map","Greenlee","5","33.1001","-109.2714","",""
"Map","Graham","45","33.0361","-109.958","",""
"Map","Gila","146","33.7446","-110.685","",""
"Map","Coconino","438","35.6465","-112.0424","",""
"Map","Cochise","186","31.8901","-109.7497","",""
"Map","Apache","331","35.3025","-109.4451","",""
"Missing","0.535493778630355","102169","","","",""
