"Hospital number","6296","","","","",""
"Hospital percent","0.0467711142311664","","","","",""
"Info Button"," ","","","","",""
"Age Group","65+","65 years and older","2740","2740","",""
"Age Group","55-64y","55 - 64 years","1137","1137","",""
"Age Group","45-54y","45 - 54 years","966","966","",""
"Age Group","20-44y","20 - 44 years","1354","1354","",""
"Age Group","<20y","Less than 20 years","99","99","",""
"Race/Ethnicity","UNKNOWN","Unknown","422","0.0670266836086404","0.0670266836086404",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","118","0.0187420584498094","0.0187420584498094",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","99","0.0157242693773825","0.0157242693773825",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","292","0.0463786531130877","0.0463786531130877",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","765","0.121505717916137","0.121505717916137",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","2402","0.38151207115629","0.38151207115629",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","2198","0.349110546378653","0.349110546378653",""
"Gender","Male","3219","0.511520737327189","0.511520737327189","",""
"Gender","Female","3074","0.488479262672811","0.488479262672811","",""
"Date Updated"," ","","","","",""
"Epi Curve","2","2","2020-07-14 00:00:00","2020-07-13 00:00:00","",""
"Epi Curve","9","9","2020-07-13 00:00:00","2020-07-12 00:00:00","",""
"Epi Curve","8","8","2020-07-12 00:00:00","2020-07-11 00:00:00","",""
"Epi Curve","15","15","2020-07-11 00:00:00","2020-07-10 00:00:00","",""
"Epi Curve","23","23","2020-07-10 00:00:00","2020-07-09 00:00:00","",""
"Epi Curve","35","35","2020-07-09 00:00:00","2020-07-08 00:00:00","",""
"Epi Curve","34","34","2020-07-08 00:00:00","2020-07-07 00:00:00","",""
"Epi Curve","48","48","2020-07-07 00:00:00","2020-07-06 00:00:00","",""
"Epi Curve","48","48","2020-07-06 00:00:00","2020-07-05 00:00:00","",""
"Epi Curve","29","29","2020-07-05 00:00:00","2020-07-04 00:00:00","",""
"Epi Curve","37","37","2020-07-04 00:00:00","2020-07-03 00:00:00","",""
"Epi Curve","44","44","2020-07-03 00:00:00","2020-07-02 00:00:00","",""
"Epi Curve","53","53","2020-07-02 00:00:00","2020-07-01 00:00:00","",""
"Epi Curve","64","64","2020-07-01 00:00:00","2020-06-30 00:00:00","",""
"Epi Curve","66","66","2020-06-30 00:00:00","2020-06-29 00:00:00","",""
