"Hospital number","19821","","","","",""
"Hospital percent","0.104627777220589","","","","",""
"Info Button"," ","","","","",""
"Age Group","%null%","Unknown","1","1","",""
"Age Group","65+","65 years and older","6849","6849","",""
"Age Group","55-64y","55 - 64 years","3572","3572","",""
"Age Group","45-54y","45 - 54 years","3173","3173","",""
"Age Group","20-44y","20 - 44 years","5308","5308","",""
"Age Group","<20y","Less than 20 years","918","918","",""
"Race/Ethnicity","UNKNOWN","Unknown","2775","0.140003027092478","0.140003027092478",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","562","0.0283537662075576","0.0283537662075576",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","255","0.0128651430301196","0.0128651430301196",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","903","0.0455577417890117","0.0455577417890117",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","1578","0.0796125321628576","0.0796125321628576",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","7052","0.355784269209424","0.355784269209424",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","6696","0.337823520508552","0.337823520508552",""
"Gender","Male","10138","0.511632601564471","0.511632601564471","",""
"Gender","Female","9677","0.488367398435529","0.488367398435529","",""
"Date Updated"," ","","","","",""
"Epi Curve","16","16","2020-08-10 00:00:00","2020-08-09 00:00:00","",""
"Epi Curve","19","19","2020-08-09 00:00:00","2020-08-08 00:00:00","",""
"Epi Curve","53","53","2020-08-08 00:00:00","2020-08-07 00:00:00","",""
"Epi Curve","103","103","2020-08-07 00:00:00","2020-08-06 00:00:00","",""
"Epi Curve","129","129","2020-08-06 00:00:00","2020-08-05 00:00:00","",""
"Epi Curve","140","140","2020-08-05 00:00:00","2020-08-04 00:00:00","",""
"Epi Curve","161","161","2020-08-04 00:00:00","2020-08-03 00:00:00","",""
"Epi Curve","180","180","2020-08-03 00:00:00","2020-08-02 00:00:00","",""
"Epi Curve","114","114","2020-08-02 00:00:00","2020-08-01 00:00:00","",""
"Epi Curve","62","62","2020-08-01 00:00:00","2020-07-31 00:00:00","",""
"Epi Curve","164","164","2020-07-31 00:00:00","2020-07-30 00:00:00","",""
"Epi Curve","197","197","2020-07-30 00:00:00","2020-07-29 00:00:00","",""
"Epi Curve","172","172","2020-07-29 00:00:00","2020-07-28 00:00:00","",""
"Epi Curve","250","250","2020-07-28 00:00:00","2020-07-27 00:00:00","",""
"Epi Curve","315","315","2020-07-27 00:00:00","2020-07-26 00:00:00","",""
"Epi Curve","161","161","2020-07-26 00:00:00","2020-07-25 00:00:00","",""
"Epi Curve","225","225","2020-07-25 00:00:00","2020-07-24 00:00:00","",""
"Epi Curve","283","283","2020-07-24 00:00:00","2020-07-23 00:00:00","",""
"Epi Curve","318","318","2020-07-23 00:00:00","2020-07-22 00:00:00","",""
"Epi Curve","303","303","2020-07-22 00:00:00","2020-07-21 00:00:00","",""
"Epi Curve","329","329","2020-07-21 00:00:00","2020-07-20 00:00:00","",""
"Epi Curve","387","387","2020-07-20 00:00:00","2020-07-19 00:00:00","",""
"Epi Curve","283","283","2020-07-19 00:00:00","2020-07-18 00:00:00","",""
"Epi Curve","313","313","2020-07-18 00:00:00","2020-07-17 00:00:00","",""
"Epi Curve","376","376","2020-07-17 00:00:00","2020-07-16 00:00:00","",""
"Epi Curve","444","444","2020-07-16 00:00:00","2020-07-15 00:00:00","",""
"Epi Curve","552","552","2020-07-15 00:00:00","2020-07-14 00:00:00","",""
"Epi Curve","587","587","2020-07-14 00:00:00","2020-07-13 00:00:00","",""
"Epi Curve","575","575","2020-07-13 00:00:00","2020-07-12 00:00:00","",""
"Epi Curve","341","341","2020-07-12 00:00:00","2020-07-11 00:00:00","",""
"Epi Curve","440","440","2020-07-11 00:00:00","2020-07-10 00:00:00","",""
"Epi Curve","389","389","2020-07-10 00:00:00","2020-07-09 00:00:00","",""
"Epi Curve","316","316","2020-07-09 00:00:00","2020-07-08 00:00:00","",""
"Epi Curve","272","272","2020-07-08 00:00:00","2020-07-07 00:00:00","",""
"Epi Curve","280","280","2020-07-07 00:00:00","2020-07-06 00:00:00","",""
"Epi Curve","306","306","2020-07-06 00:00:00","2020-07-05 00:00:00","",""
"Epi Curve","289","289","2020-07-05 00:00:00","2020-07-04 00:00:00","",""
"Epi Curve","269","269","2020-07-04 00:00:00","2020-07-03 00:00:00","",""
"Epi Curve","270","270","2020-07-03 00:00:00","2020-07-02 00:00:00","",""
"Epi Curve","290","290","2020-07-02 00:00:00","2020-07-01 00:00:00","",""
"Epi Curve","309","309","2020-07-01 00:00:00","2020-06-30 00:00:00","",""
"Epi Curve","311","311","2020-06-30 00:00:00","2020-06-29 00:00:00","",""
"Epi Curve","288","288","2020-06-29 00:00:00","2020-06-28 00:00:00","",""
"Epi Curve","226","226","2020-06-28 00:00:00","2020-06-27 00:00:00","",""
"Epi Curve","236","236","2020-06-27 00:00:00","2020-06-26 00:00:00","",""
"Epi Curve","259","259","2020-06-26 00:00:00","2020-06-25 00:00:00","",""
"Epi Curve","260","260","2020-06-25 00:00:00","2020-06-24 00:00:00","",""
"Epi Curve","237","237","2020-06-24 00:00:00","2020-06-23 00:00:00","",""
"Epi Curve","240","240","2020-06-23 00:00:00","2020-06-22 00:00:00","",""
"Epi Curve","245","245","2020-06-22 00:00:00","2020-06-21 00:00:00","",""
"Epi Curve","201","201","2020-06-21 00:00:00","2020-06-20 00:00:00","",""
"Epi Curve","179","179","2020-06-20 00:00:00","2020-06-19 00:00:00","",""
"Epi Curve","224","224","2020-06-19 00:00:00","2020-06-18 00:00:00","",""
"Epi Curve","186","186","2020-06-18 00:00:00","2020-06-17 00:00:00","",""
"Epi Curve","169","169","2020-06-17 00:00:00","2020-06-16 00:00:00","",""
"Epi Curve","168","168","2020-06-16 00:00:00","2020-06-15 00:00:00","",""
"Epi Curve","190","190","2020-06-15 00:00:00","2020-06-14 00:00:00","",""
"Epi Curve","133","133","2020-06-14 00:00:00","2020-06-13 00:00:00","",""
"Epi Curve","143","143","2020-06-13 00:00:00","2020-06-12 00:00:00","",""
"Epi Curve","134","134","2020-06-12 00:00:00","2020-06-11 00:00:00","",""
"Epi Curve","129","129","2020-06-11 00:00:00","2020-06-10 00:00:00","",""
"Epi Curve","121","121","2020-06-10 00:00:00","2020-06-09 00:00:00","",""
"Epi Curve","136","136","2020-06-09 00:00:00","2020-06-08 00:00:00","",""
"Epi Curve","139","139","2020-06-08 00:00:00","2020-06-07 00:00:00","",""
"Epi Curve","108","108","2020-06-07 00:00:00","2020-06-06 00:00:00","",""
"Epi Curve","102","102","2020-06-06 00:00:00","2020-06-05 00:00:00","",""
"Epi Curve","103","103","2020-06-05 00:00:00","2020-06-04 00:00:00","",""
"Epi Curve","89","89","2020-06-04 00:00:00","2020-06-03 00:00:00","",""
"Epi Curve","101","101","2020-06-03 00:00:00","2020-06-02 00:00:00","",""
"Epi Curve","104","104","2020-06-02 00:00:00","2020-06-01 00:00:00","",""
"Epi Curve","106","106","2020-06-01 00:00:00","2020-05-31 00:00:00","",""
"Epi Curve","64","64","2020-05-31 00:00:00","2020-05-30 00:00:00","",""
"Epi Curve","69","69","2020-05-30 00:00:00","2020-05-29 00:00:00","",""
"Epi Curve","75","75","2020-05-29 00:00:00","2020-05-28 00:00:00","",""
"Epi Curve","70","70","2020-05-28 00:00:00","2020-05-27 00:00:00","",""
"Epi Curve","77","77","2020-05-27 00:00:00","2020-05-26 00:00:00","",""
"Epi Curve","70","70","2020-05-26 00:00:00","2020-05-25 00:00:00","",""
"Epi Curve","60","60","2020-05-25 00:00:00","2020-05-24 00:00:00","",""
