"Hospital number","21271","","","","",""
"Hospital percent","0.107486293236312","","","","",""
"Info Button"," ","","","","",""
"Age Group","%null%","Unknown","2","2","",""
"Age Group","65+","65 years and older","7273","7273","",""
"Age Group","55-64y","55 - 64 years","3920","3920","",""
"Age Group","45-54y","45 - 54 years","3443","3443","",""
"Age Group","20-44y","20 - 44 years","5696","5696","",""
"Age Group","<20y","Less than 20 years","937","937","",""
"Race/Ethnicity","UNKNOWN","Unknown","1974","0.0928024070330497","0.0928024070330497",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","769","0.0361525081096328","0.0361525081096328",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","270","0.0126933383479855","0.0126933383479855",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","1003","0.0471534013445536","0.0471534013445536",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","1860","0.0874429975083447","0.0874429975083447",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","7858","0.36942315829063","0.36942315829063",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","7537","0.354332189365803","0.354332189365803",""
"Gender","Male","10898","0.512461205680429","0.512461205680429","",""
"Gender","Female","10368","0.487538794319571","0.487538794319571","",""
"Date Updated"," ","","","","",""
"Epi Curve","1","1","2020-08-21 00:00:00","2020-08-20 00:00:00","",""
"Epi Curve","13","13","2020-08-20 00:00:00","2020-08-19 00:00:00","",""
"Epi Curve","25","25","2020-08-19 00:00:00","2020-08-18 00:00:00","",""
"Epi Curve","82","82","2020-08-18 00:00:00","2020-08-17 00:00:00","",""
"Epi Curve","82","82","2020-08-17 00:00:00","2020-08-16 00:00:00","",""
"Epi Curve","72","72","2020-08-16 00:00:00","2020-08-15 00:00:00","",""
"Epi Curve","70","70","2020-08-15 00:00:00","2020-08-14 00:00:00","",""
"Epi Curve","78","78","2020-08-14 00:00:00","2020-08-13 00:00:00","",""
"Epi Curve","93","93","2020-08-13 00:00:00","2020-08-12 00:00:00","",""
"Epi Curve","107","107","2020-08-12 00:00:00","2020-08-11 00:00:00","",""
"Epi Curve","118","118","2020-08-11 00:00:00","2020-08-10 00:00:00","",""
"Epi Curve","110","110","2020-08-10 00:00:00","2020-08-09 00:00:00","",""
"Epi Curve","76","76","2020-08-09 00:00:00","2020-08-08 00:00:00","",""
"Epi Curve","94","94","2020-08-08 00:00:00","2020-08-07 00:00:00","",""
"Epi Curve","117","117","2020-08-07 00:00:00","2020-08-06 00:00:00","",""
"Epi Curve","133","133","2020-08-06 00:00:00","2020-08-05 00:00:00","",""
"Epi Curve","144","144","2020-08-05 00:00:00","2020-08-04 00:00:00","",""
"Epi Curve","180","180","2020-08-04 00:00:00","2020-08-03 00:00:00","",""
"Epi Curve","195","195","2020-08-03 00:00:00","2020-08-02 00:00:00","",""
"Epi Curve","135","135","2020-08-02 00:00:00","2020-08-01 00:00:00","",""
"Epi Curve","89","89","2020-08-01 00:00:00","2020-07-31 00:00:00","",""
"Epi Curve","181","181","2020-07-31 00:00:00","2020-07-30 00:00:00","",""
"Epi Curve","212","212","2020-07-30 00:00:00","2020-07-29 00:00:00","",""
"Epi Curve","182","182","2020-07-29 00:00:00","2020-07-28 00:00:00","",""
"Epi Curve","261","261","2020-07-28 00:00:00","2020-07-27 00:00:00","",""
"Epi Curve","325","325","2020-07-27 00:00:00","2020-07-26 00:00:00","",""
"Epi Curve","181","181","2020-07-26 00:00:00","2020-07-25 00:00:00","",""
"Epi Curve","235","235","2020-07-25 00:00:00","2020-07-24 00:00:00","",""
"Epi Curve","285","285","2020-07-24 00:00:00","2020-07-23 00:00:00","",""
"Epi Curve","324","324","2020-07-23 00:00:00","2020-07-22 00:00:00","",""
"Epi Curve","314","314","2020-07-22 00:00:00","2020-07-21 00:00:00","",""
"Epi Curve","321","321","2020-07-21 00:00:00","2020-07-20 00:00:00","",""
"Epi Curve","378","378","2020-07-20 00:00:00","2020-07-19 00:00:00","",""
"Epi Curve","278","278","2020-07-19 00:00:00","2020-07-18 00:00:00","",""
"Epi Curve","316","316","2020-07-18 00:00:00","2020-07-17 00:00:00","",""
"Epi Curve","375","375","2020-07-17 00:00:00","2020-07-16 00:00:00","",""
"Epi Curve","444","444","2020-07-16 00:00:00","2020-07-15 00:00:00","",""
"Epi Curve","544","544","2020-07-15 00:00:00","2020-07-14 00:00:00","",""
"Epi Curve","573","573","2020-07-14 00:00:00","2020-07-13 00:00:00","",""
