"Hospital number","6402","","","","",""
"Hospital percent","0.046216151830382","","","","",""
"Info Button"," ","","","","",""
"Age Group","65+","65 years and older","2797","2797","",""
"Age Group","55-64y","55 - 64 years","1149","1149","",""
"Age Group","45-54y","45 - 54 years","982","982","",""
"Age Group","20-44y","20 - 44 years","1374","1374","",""
"Age Group","<20y","Less than 20 years","100","100","",""
"Race/Ethnicity","UNKNOWN","Unknown","427","0.0666979069040925","0.0666979069040925",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","122","0.0190565448297407","0.0190565448297407",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","100","0.0156201187129022","0.0156201187129022",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","295","0.0460793502030615","0.0460793502030615",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","767","0.11980631052796","0.11980631052796",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","2454","0.38331771321462","0.38331771321462",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","2237","0.349422055607623","0.349422055607623",""
"Gender","Male","3276","0.511954992967651","0.511954992967651","",""
"Gender","Female","3123","0.488045007032349","0.488045007032349","",""
"Date Updated"," ","","","","",""
"Epi Curve","4","4","2020-07-15 00:00:00","2020-07-14 00:00:00","",""
"Epi Curve","9","9","2020-07-14 00:00:00","2020-07-13 00:00:00","",""
"Epi Curve","16","16","2020-07-13 00:00:00","2020-07-12 00:00:00","",""
"Epi Curve","13","13","2020-07-12 00:00:00","2020-07-11 00:00:00","",""
"Epi Curve","19","19","2020-07-11 00:00:00","2020-07-10 00:00:00","",""
"Epi Curve","31","31","2020-07-10 00:00:00","2020-07-09 00:00:00","",""
"Epi Curve","39","39","2020-07-09 00:00:00","2020-07-08 00:00:00","",""
"Epi Curve","34","34","2020-07-08 00:00:00","2020-07-07 00:00:00","",""
"Epi Curve","48","48","2020-07-07 00:00:00","2020-07-06 00:00:00","",""
"Epi Curve","52","52","2020-07-06 00:00:00","2020-07-05 00:00:00","",""
