"Hospital number","11371","","","","",""
"Hospital percent","0.0637148604503914","","","","",""
"Info Button"," ","","","","",""
"Age Group","%null%","Unknown","1","1","",""
"Age Group","65+","65 years and older","4650","4650","",""
"Age Group","55-64y","55 - 64 years","1929","1929","",""
"Age Group","45-54y","45 - 54 years","1651","1651","",""
"Age Group","20-44y","20 - 44 years","2726","2726","",""
"Age Group","<20y","Less than 20 years","414","414","",""
"Race/Ethnicity","UNKNOWN","Unknown","1380","0.12136135784012","0.12136135784012",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","227","0.0199630639345704","0.0199630639345704",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","149","0.0131035089262158","0.0131035089262158",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","515","0.0452906516577258","0.0452906516577258",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","974","0.0856564945915047","0.0856564945915047",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","4144","0.364435845572069","0.364435845572069",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","3982","0.350189077477794","0.350189077477794",""
"Gender","Male","5761","0.506862572584902","0.506862572584902","",""
"Gender","Female","5605","0.493137427415098","0.493137427415098","",""
"Date Updated"," ","","","","",""
"Epi Curve","1","1","2020-08-01 00:00:00","2020-07-31 00:00:00","",""
"Epi Curve","6","6","2020-07-31 00:00:00","2020-07-30 00:00:00","",""
"Epi Curve","24","24","2020-07-30 00:00:00","2020-07-29 00:00:00","",""
"Epi Curve","23","23","2020-07-29 00:00:00","2020-07-28 00:00:00","",""
"Epi Curve","37","37","2020-07-28 00:00:00","2020-07-27 00:00:00","",""
"Epi Curve","58","58","2020-07-27 00:00:00","2020-07-26 00:00:00","",""
"Epi Curve","104","104","2020-07-26 00:00:00","2020-07-25 00:00:00","",""
"Epi Curve","131","131","2020-07-25 00:00:00","2020-07-24 00:00:00","",""
"Epi Curve","179","179","2020-07-24 00:00:00","2020-07-23 00:00:00","",""
"Epi Curve","217","217","2020-07-23 00:00:00","2020-07-22 00:00:00","",""
"Epi Curve","165","165","2020-07-22 00:00:00","2020-07-21 00:00:00","",""
"Epi Curve","149","149","2020-07-21 00:00:00","2020-07-20 00:00:00","",""
"Epi Curve","167","167","2020-07-20 00:00:00","2020-07-19 00:00:00","",""
"Epi Curve","171","171","2020-07-19 00:00:00","2020-07-18 00:00:00","",""
