"Hospital number","20878","","","","",""
"Hospital percent","0.107110609480813","","","","",""
"Info Button"," ","","","","",""
"Age Group","%null%","Unknown","1","1","",""
"Age Group","65+","65 years and older","7180","7180","",""
"Age Group","55-64y","55 - 64 years","3815","3815","",""
"Age Group","45-54y","45 - 54 years","3369","3369","",""
"Age Group","20-44y","20 - 44 years","5553","5553","",""
"Age Group","<20y","Less than 20 years","960","960","",""
"Race/Ethnicity","UNKNOWN","Unknown","2971","0.142302902576875","0.142302902576875",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","597","0.0285946929782546","0.0285946929782546",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","270","0.0129322732062458","0.0129322732062458",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","938","0.0449276750646614","0.0449276750646614",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","1787","0.0855924897020788","0.0855924897020788",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","7353","0.352188906983428","0.352188906983428",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","6962","0.333461059488457","0.333461059488457",""
"Gender","Male","10693","0.512264060553799","0.512264060553799","",""
"Gender","Female","10181","0.487735939446201","0.487735939446201","",""
"Date Updated"," ","","","","",""
"Epi Curve","10","10","2020-08-16 00:00:00","2020-08-15 00:00:00","",""
"Epi Curve","9","9","2020-08-15 00:00:00","2020-08-14 00:00:00","",""
"Epi Curve","14","14","2020-08-14 00:00:00","2020-08-13 00:00:00","",""
"Epi Curve","39","39","2020-08-13 00:00:00","2020-08-12 00:00:00","",""
"Epi Curve","95","95","2020-08-12 00:00:00","2020-08-11 00:00:00","",""
"Epi Curve","114","114","2020-08-11 00:00:00","2020-08-10 00:00:00","",""
"Epi Curve","104","104","2020-08-10 00:00:00","2020-08-09 00:00:00","",""
"Epi Curve","71","71","2020-08-09 00:00:00","2020-08-08 00:00:00","",""
"Epi Curve","83","83","2020-08-08 00:00:00","2020-08-07 00:00:00","",""
"Epi Curve","111","111","2020-08-07 00:00:00","2020-08-06 00:00:00","",""
"Epi Curve","124","124","2020-08-06 00:00:00","2020-08-05 00:00:00","",""
"Epi Curve","142","142","2020-08-05 00:00:00","2020-08-04 00:00:00","",""
"Epi Curve","173","173","2020-08-04 00:00:00","2020-08-03 00:00:00","",""
"Epi Curve","195","195","2020-08-03 00:00:00","2020-08-02 00:00:00","",""
"Epi Curve","136","136","2020-08-02 00:00:00","2020-08-01 00:00:00","",""
"Epi Curve","85","85","2020-08-01 00:00:00","2020-07-31 00:00:00","",""
"Epi Curve","179","179","2020-07-31 00:00:00","2020-07-30 00:00:00","",""
"Epi Curve","209","209","2020-07-30 00:00:00","2020-07-29 00:00:00","",""
"Epi Curve","183","183","2020-07-29 00:00:00","2020-07-28 00:00:00","",""
"Epi Curve","268","268","2020-07-28 00:00:00","2020-07-27 00:00:00","",""
"Epi Curve","326","326","2020-07-27 00:00:00","2020-07-26 00:00:00","",""
"Epi Curve","177","177","2020-07-26 00:00:00","2020-07-25 00:00:00","",""
