"Hospital number","6894","","","","","",""
"Hospital percent","0.0463671031657957","","","","","",""
"Info Button"," ","","","","","",""
"Age Group","65+","65 years and older","3081","3081","","",""
"Age Group","55-64y","55 - 64 years","1233","1233","","",""
"Age Group","45-54y","45 - 54 years","1037","1037","","",""
"Age Group","20-44y","20 - 44 years","1441","1441","","",""
"Age Group","<20y","Less than 20 years","102","102","","",""
"Race/Ethnicity","UNKNOWN","Unknown","492","0.0713664055700609","0.0713664055700609","",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","138","0.0200174064403829","0.0200174064403829","",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","103","0.0149405279953583","0.0149405279953583","",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","313","0.0454017986655062","0.0454017986655062","",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","790","0.1145923991877","0.1145923991877","",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","2650","0.384392225123296","0.384392225123296","",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","2408","0.349289237017697","0.349289237017697","",""
"Gender","Male","3550","0.51516470758961","0.51516470758961","","",""
"Gender","Female","3341","0.48483529241039","0.48483529241039","","",""
"Epi Curve","2","2","2020-07-20 00:00:00","2020-06-03 00:00:00","","",""
"Epi Curve","12","12","2020-07-19 00:00:00","2020-06-02 00:00:00","","",""
"Epi Curve","16","16","2020-07-18 00:00:00","2020-06-01 00:00:00","","",""
"Epi Curve","22","22","2020-07-17 00:00:00","2020-05-31 00:00:00","","",""
"Epi Curve","16","16","2020-07-16 00:00:00","2020-05-30 00:00:00","","",""
"Epi Curve","24","24","2020-07-15 00:00:00","2020-05-29 00:00:00","","",""
"Epi Curve","38","38","2020-07-14 00:00:00","2020-05-28 00:00:00","","",""
"Epi Curve","60","60","2020-07-13 00:00:00","2020-05-27 00:00:00","","",""
"Epi Curve","25","25","2020-07-12 00:00:00","2020-05-26 00:00:00","","",""
"Epi Curve","38","38","2020-07-11 00:00:00","2020-05-25 00:00:00","","",""
"Epi Curve","46","46","2020-07-10 00:00:00","2020-05-24 00:00:00","","",""
"Epi Curve","54","54","2020-07-09 00:00:00","2020-05-23 00:00:00","","",""
"Epi Curve","43","43","2020-07-08 00:00:00","2020-05-22 00:00:00","","",""
"Epi Curve","69","69","2020-07-07 00:00:00","2020-05-21 00:00:00","","",""
"Epi Curve","67","67","2020-07-06 00:00:00","2020-05-20 00:00:00","","",""
"Epi Curve","41","41","2020-07-05 00:00:00","2020-05-19 00:00:00","","",""
"Epi Curve","47","47","2020-07-04 00:00:00","2020-05-18 00:00:00","","",""
"Epi Curve","59","59","2020-07-03 00:00:00","2020-05-17 00:00:00","","",""
"Epi Curve","73","73","2020-07-02 00:00:00","2020-05-16 00:00:00","","",""
"Epi Curve","87","87","2020-07-01 00:00:00","2020-05-15 00:00:00","","",""
"Epi Curve","87","87","2020-06-30 00:00:00","2020-05-14 00:00:00","","",""
"Epi Curve","108","108","2020-06-29 00:00:00","2020-05-13 00:00:00","","",""
"Epi Curve","73","73","2020-06-28 00:00:00","2020-05-12 00:00:00","","",""
"Epi Curve","84","84","2020-06-27 00:00:00","2020-05-11 00:00:00","","",""
"Epi Curve","100","100","2020-06-26 00:00:00","2020-05-10 00:00:00","","",""
"Epi Curve","92","92","2020-06-25 00:00:00","2020-05-09 00:00:00","","",""
"Epi Curve","99","99","2020-06-24 00:00:00","2020-05-08 00:00:00","","",""
"Epi Curve","104","104","2020-06-23 00:00:00","2020-05-07 00:00:00","","",""
"Epi Curve","113","113","2020-06-22 00:00:00","2020-05-06 00:00:00","","",""
"Epi Curve","106","106","2020-06-21 00:00:00","2020-05-05 00:00:00","","",""
"Epi Curve","73","73","2020-06-20 00:00:00","2020-05-04 00:00:00","","",""
"Epi Curve","105","105","2020-06-19 00:00:00","2020-05-03 00:00:00","","",""
"Epi Curve","87","87","2020-06-18 00:00:00","2020-05-02 00:00:00","","",""
"Epi Curve","79","79","2020-06-17 00:00:00","2020-05-01 00:00:00","","",""
"Epi Curve","90","90","2020-06-16 00:00:00","2020-04-30 00:00:00","","",""
"Epi Curve","119","119","2020-06-15 00:00:00","2020-04-29 00:00:00","","",""
"Epi Curve","81","81","2020-06-14 00:00:00","2020-04-28 00:00:00","","",""
"Epi Curve","88","88","2020-06-13 00:00:00","2020-04-27 00:00:00","","",""
"Epi Curve","83","83","2020-06-12 00:00:00","2020-04-26 00:00:00","","",""
"Epi Curve","80","80","2020-06-11 00:00:00","2020-04-25 00:00:00","","",""
"Epi Curve","78","78","2020-06-10 00:00:00","2020-04-24 00:00:00","","",""
"Epi Curve","94","94","2020-06-09 00:00:00","2020-04-23 00:00:00","","",""
"Epi Curve","102","102","2020-06-08 00:00:00","2020-04-22 00:00:00","","",""
"Epi Curve","79","79","2020-06-07 00:00:00","2020-04-21 00:00:00","","",""
"Epi Curve","74","74","2020-06-06 00:00:00","2020-04-20 00:00:00","","",""
"Epi Curve","80","80","2020-06-05 00:00:00","2020-04-19 00:00:00","","",""
"Epi Curve","59","59","2020-06-04 00:00:00","2020-04-18 00:00:00","","",""
"Epi Curve","78","78","2020-06-03 00:00:00","2020-04-17 00:00:00","","",""
"Epi Curve","79","79","2020-06-02 00:00:00","2020-04-16 00:00:00","","",""
"Epi Curve","73","73","2020-06-01 00:00:00","2020-04-15 00:00:00","","",""
"Epi Curve","52","52","2020-05-31 00:00:00","2020-04-14 00:00:00","","",""
"Epi Curve","57","57","2020-05-30 00:00:00","2020-04-13 00:00:00","","",""
"Epi Curve","61","61","2020-05-29 00:00:00","2020-04-12 00:00:00","","",""
"Epi Curve","56","56","2020-05-28 00:00:00","2020-04-11 00:00:00","","",""
"Epi Curve","52","52","2020-05-27 00:00:00","2020-04-10 00:00:00","","",""
"Epi Curve","47","47","2020-05-26 00:00:00","2020-04-09 00:00:00","","",""
"Epi Curve","51","51","2020-05-25 00:00:00","2020-04-08 00:00:00","","",""
"Epi Curve","43","43","2020-05-24 00:00:00","2020-04-07 00:00:00","","",""
"Epi Curve","41","41","2020-05-23 00:00:00","2020-04-06 00:00:00","","",""
"Epi Curve","58","58","2020-05-22 00:00:00","2020-04-05 00:00:00","","",""
"Epi Curve","49","49","2020-05-21 00:00:00","2020-04-04 00:00:00","","",""
"Epi Curve","40","40","2020-05-20 00:00:00","2020-04-03 00:00:00","","",""
"Epi Curve","42","42","2020-05-19 00:00:00","2020-04-02 00:00:00","","",""
"Epi Curve","56","56","2020-05-18 00:00:00","2020-04-01 00:00:00","","",""
"Epi Curve","30","30","2020-05-17 00:00:00","2020-03-31 00:00:00","","",""
"Epi Curve","38","38","2020-05-16 00:00:00","2020-03-30 00:00:00","","",""
"Epi Curve","43","43","2020-05-15 00:00:00","2020-03-29 00:00:00","","",""
"Epi Curve","52","52","2020-05-14 00:00:00","2020-03-28 00:00:00","","",""
"Epi Curve","39","39","2020-05-13 00:00:00","2020-03-27 00:00:00","","",""
"Epi Curve","43","43","2020-05-12 00:00:00","2020-03-26 00:00:00","","",""
"Epi Curve","42","42","2020-05-11 00:00:00","2020-03-25 00:00:00","","",""
"Epi Curve","35","35","2020-05-10 00:00:00","2020-03-24 00:00:00","","",""
"Epi Curve","36","36","2020-05-09 00:00:00","2020-03-23 00:00:00","","",""
"Epi Curve","57","57","2020-05-08 00:00:00","2020-03-22 00:00:00","","",""
"Epi Curve","48","48","2020-05-07 00:00:00","2020-03-21 00:00:00","","",""
"Epi Curve","52","52","2020-05-06 00:00:00","2020-03-20 00:00:00","","",""
"Epi Curve","57","57","2020-05-05 00:00:00","2020-03-19 00:00:00","","",""
"Epi Curve","47","47","2020-05-04 00:00:00","2020-03-18 00:00:00","","",""
"Epi Curve","56","56","2020-05-03 00:00:00","2020-03-17 00:00:00","","",""
"Epi Curve","46","46","2020-05-02 00:00:00","2020-03-16 00:00:00","","",""
"Epi Curve","49","49","2020-05-01 00:00:00","2020-03-15 00:00:00","","",""
"Epi Curve","53","53","2020-04-30 00:00:00","2020-03-14 00:00:00","","",""
"Epi Curve","60","60","2020-04-29 00:00:00","2020-03-13 00:00:00","","",""
"Epi Curve","52","52","2020-04-28 00:00:00","2020-03-12 00:00:00","","",""
"Epi Curve","57","57","2020-04-27 00:00:00","2020-03-11 00:00:00","","",""
"Epi Curve","44","44","2020-04-26 00:00:00","2020-03-09 00:00:00","","",""
"Epi Curve","46","46","2020-04-25 00:00:00","2020-03-08 00:00:00","","",""
"Epi Curve","54","54","2020-04-24 00:00:00","2020-03-06 00:00:00","","",""
"Epi Curve","44","44","2020-04-23 00:00:00","2020-03-05 00:00:00","","",""
"Epi Curve","44","44","2020-04-22 00:00:00","2020-03-04 00:00:00","","",""
"Epi Curve","30","30","2020-04-21 00:00:00","2020-03-03 00:00:00","","",""
"Epi Curve","67","67","2020-04-20 00:00:00","2020-02-28 00:00:00","","",""
"Epi Curve","47","47","2020-04-19 00:00:00","2020-02-21 00:00:00","","",""
"Epi Curve","52","52","2020-04-18 00:00:00","","","",""
"Epi Curve","31","31","2020-04-17 00:00:00","","","",""
"Epi Curve","45","45","2020-04-16 00:00:00","","","",""
"Epi Curve","43","43","2020-04-15 00:00:00","","","",""
"Epi Curve","50","50","2020-04-14 00:00:00","","","",""
"Epi Curve","48","48","2020-04-13 00:00:00","","","",""
"Epi Curve","37","37","2020-04-12 00:00:00","","","",""
"Epi Curve","42","42","2020-04-11 00:00:00","","","",""
"Epi Curve","45","45","2020-04-10 00:00:00","","","",""
"Epi Curve","43","43","2020-04-09 00:00:00","","","",""
"Epi Curve","54","54","2020-04-08 00:00:00","","","",""
"Epi Curve","34","34","2020-04-07 00:00:00","","","",""
"Epi Curve","59","59","2020-04-06 00:00:00","","","",""
"Epi Curve","49","49","2020-04-05 00:00:00","","","",""
"Epi Curve","44","44","2020-04-04 00:00:00","","","",""
"Epi Curve","51","51","2020-04-03 00:00:00","","","",""
"Epi Curve","34","34","2020-04-02 00:00:00","","","",""
"Epi Curve","48","48","2020-04-01 00:00:00","","","",""
"Epi Curve","56","56","2020-03-31 00:00:00","","","",""
"Epi Curve","52","52","2020-03-30 00:00:00","","","",""
"Epi Curve","41","41","2020-03-29 00:00:00","","","",""
"Epi Curve","43","43","2020-03-28 00:00:00","","","",""
"Epi Curve","40","40","2020-03-27 00:00:00","","","",""
"Epi Curve","39","39","2020-03-26 00:00:00","","","",""
"Epi Curve","45","45","2020-03-25 00:00:00","","","",""
"Epi Curve","30","30","2020-03-24 00:00:00","","","",""
"Epi Curve","43","43","2020-03-23 00:00:00","","","",""
"Epi Curve","17","17","2020-03-22 00:00:00","","","",""
"Epi Curve","20","20","2020-03-21 00:00:00","","","",""
"Epi Curve","22","22","2020-03-20 00:00:00","","","",""
"Epi Curve","18","18","2020-03-19 00:00:00","","","",""
"Epi Curve","12","12","2020-03-18 00:00:00","","","",""
"Epi Curve","13","13","2020-03-17 00:00:00","","","",""
"Epi Curve","6","6","2020-03-16 00:00:00","","","",""
"Epi Curve","10","10","2020-03-15 00:00:00","","","",""
"Epi Curve","4","4","2020-03-14 00:00:00","","","",""
"Epi Curve","6","6","2020-03-13 00:00:00","","","",""
"Epi Curve","5","5","2020-03-12 00:00:00","","","",""
"Epi Curve","3","3","2020-03-11 00:00:00","","","",""
"Epi Curve","2","2","2020-03-09 00:00:00","","","",""
"Epi Curve","1","1","2020-03-08 00:00:00","","","",""
"Epi Curve","1","1","2020-03-06 00:00:00","","","",""
"Epi Curve","1","1","2020-03-05 00:00:00","","","",""
"Epi Curve","1","1","2020-03-04 00:00:00","","","",""
"Epi Curve","1","1","2020-03-03 00:00:00","","","",""
"Epi Curve","1","1","2020-02-28 00:00:00","","","",""
"Epi Curve","1","1","2020-02-21 00:00:00","","","",""
"Map","Yuma","600","32.7539","-112.4429","-113.9364","0.48483529241039",""
"Map","Yavapai","53","34.7064","-110.812","-112.4429","0.0713664055700609",""
"Map","Santa Cruz","134","31.5332","-111.4931","-110.812","0.0200174064403829",""
"Map","Pinal","272","32.9849","-111.7806","-111.4931","0.0149405279953583",""
"Map","Pima","898","31.9681","-110.2972","-111.7806","0.0454017986655062",""
"Map","Navajo","240","35.3134","-113.9958","-110.2972","0.1145923991877",""
"Map","Mohave","219","35.6177","-112.7681","-113.9958","0.384392225123296",""
"Map","Maricopa","3879","33.2798","-113.9329","-112.7681","0.349289237017697",""
"Map","La Paz","16","33.6724","-109.2714","-113.9329","0.636448013559049",""
"Map","Greenlee","","33.1001","-109.958","-109.2714","",""
"Map","Graham","14","33.0361","-110.685","-109.958","",""
"Map","Gila","55","33.7446","-112.0424","-110.685","",""
"Map","Coconino","292","35.6465","-109.7497","-112.0424","",""
"Map","Cochise","123","31.8901","-109.4451","-109.7497","",""
"Map","Apache","99","35.3025","0.51516470758961","-109.4451","",""
"Missing","0.636448013559049","94629","","","","",""
