"Hospital number","11172","","","","",""
"Hospital percent","0.0654106019976815","","","","",""
"Info Button"," ","","","","",""
"Age Group","%null%","Unknown","1","1","",""
"Age Group","65+","65 years and older","4512","4512","",""
"Age Group","55-64y","55 - 64 years","1903","1903","",""
"Age Group","45-54y","45 - 54 years","1634","1634","",""
"Age Group","20-44y","20 - 44 years","2712","2712","",""
"Age Group","<20y","Less than 20 years","410","410","",""
"Race/Ethnicity","UNKNOWN","Unknown","1406","0.125850340136054","0.125850340136054",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","219","0.0196025778732546","0.0196025778732546",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","145","0.0129788757608306","0.0129788757608306",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","507","0.0453813104189044","0.0453813104189044",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","958","0.085750089509488","0.085750089509488",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","4041","0.361707841031149","0.361707841031149",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","3896","0.348728965270319","0.348728965270319",""
"Gender","Male","5664","0.507163323782235","0.507163323782235","",""
"Gender","Female","5504","0.492836676217765","0.492836676217765","",""
"Date Updated"," ","","","","",""
"Epi Curve","4","4","2020-07-29 00:00:00","2020-07-28 00:00:00","",""
"Epi Curve","19","19","2020-07-28 00:00:00","2020-07-27 00:00:00","",""
"Epi Curve","46","46","2020-07-27 00:00:00","2020-07-26 00:00:00","",""
"Epi Curve","104","104","2020-07-26 00:00:00","2020-07-25 00:00:00","",""
"Epi Curve","132","132","2020-07-25 00:00:00","2020-07-24 00:00:00","",""
"Epi Curve","178","178","2020-07-24 00:00:00","2020-07-23 00:00:00","",""
"Epi Curve","216","216","2020-07-23 00:00:00","2020-07-22 00:00:00","",""
"Epi Curve","163","163","2020-07-22 00:00:00","2020-07-21 00:00:00","",""
"Epi Curve","143","143","2020-07-21 00:00:00","2020-07-20 00:00:00","",""
"Epi Curve","166","166","2020-07-20 00:00:00","2020-07-19 00:00:00","",""
"Epi Curve","170","170","2020-07-19 00:00:00","2020-07-18 00:00:00","",""
"Epi Curve","169","169","2020-07-18 00:00:00","2020-07-17 00:00:00","",""
"Epi Curve","201","201","2020-07-17 00:00:00","2020-07-16 00:00:00","",""
"Epi Curve","239","239","2020-07-16 00:00:00","2020-07-15 00:00:00","",""
"Epi Curve","358","358","2020-07-15 00:00:00","2020-07-14 00:00:00","",""
"Epi Curve","364","364","2020-07-14 00:00:00","2020-07-13 00:00:00","",""
"Epi Curve","431","431","2020-07-13 00:00:00","2020-07-12 00:00:00","",""
"Epi Curve","241","241","2020-07-12 00:00:00","2020-07-11 00:00:00","",""
"Epi Curve","260","260","2020-07-11 00:00:00","2020-07-10 00:00:00","",""
"Epi Curve","208","208","2020-07-10 00:00:00","2020-07-09 00:00:00","",""
"Epi Curve","145","145","2020-07-09 00:00:00","2020-07-08 00:00:00","",""
"Epi Curve","90","90","2020-07-08 00:00:00","2020-07-07 00:00:00","",""
"Epi Curve","115","115","2020-07-07 00:00:00","2020-07-06 00:00:00","",""
"Epi Curve","124","124","2020-07-06 00:00:00","2020-07-05 00:00:00","",""
"Epi Curve","97","97","2020-07-05 00:00:00","2020-07-04 00:00:00","",""
"Epi Curve","86","86","2020-07-04 00:00:00","2020-07-03 00:00:00","",""
"Epi Curve","106","106","2020-07-03 00:00:00","2020-07-02 00:00:00","",""
"Epi Curve","119","119","2020-07-02 00:00:00","2020-07-01 00:00:00","",""
"Epi Curve","142","142","2020-07-01 00:00:00","2020-06-30 00:00:00","",""
"Epi Curve","124","124","2020-06-30 00:00:00","2020-06-29 00:00:00","",""
"Epi Curve","139","139","2020-06-29 00:00:00","2020-06-28 00:00:00","",""
"Epi Curve","95","95","2020-06-28 00:00:00","2020-06-27 00:00:00","",""
"Epi Curve","109","109","2020-06-27 00:00:00","2020-06-26 00:00:00","",""
"Epi Curve","117","117","2020-06-26 00:00:00","2020-06-25 00:00:00","",""
"Epi Curve","103","103","2020-06-25 00:00:00","2020-06-24 00:00:00","",""
"Epi Curve","113","113","2020-06-24 00:00:00","2020-06-23 00:00:00","",""
"Epi Curve","118","118","2020-06-23 00:00:00","2020-06-22 00:00:00","",""
"Epi Curve","131","131","2020-06-22 00:00:00","2020-06-21 00:00:00","",""
"Epi Curve","109","109","2020-06-21 00:00:00","2020-06-20 00:00:00","",""
"Epi Curve","80","80","2020-06-20 00:00:00","2020-06-19 00:00:00","",""
"Epi Curve","122","122","2020-06-19 00:00:00","2020-06-18 00:00:00","",""
"Epi Curve","98","98","2020-06-18 00:00:00","2020-06-17 00:00:00","",""
"Epi Curve","81","81","2020-06-17 00:00:00","2020-06-16 00:00:00","",""
"Epi Curve","95","95","2020-06-16 00:00:00","2020-06-15 00:00:00","",""
"Epi Curve","121","121","2020-06-15 00:00:00","2020-06-14 00:00:00","",""
"Epi Curve","82","82","2020-06-14 00:00:00","2020-06-13 00:00:00","",""
"Epi Curve","90","90","2020-06-13 00:00:00","2020-06-12 00:00:00","",""
"Epi Curve","85","85","2020-06-12 00:00:00","2020-06-11 00:00:00","",""
"Epi Curve","80","80","2020-06-11 00:00:00","2020-06-10 00:00:00","",""
"Epi Curve","80","80","2020-06-10 00:00:00","2020-06-09 00:00:00","",""
"Epi Curve","96","96","2020-06-09 00:00:00","2020-06-08 00:00:00","",""
"Epi Curve","104","104","2020-06-08 00:00:00","2020-06-07 00:00:00","",""
"Epi Curve","82","82","2020-06-07 00:00:00","2020-06-06 00:00:00","",""
"Epi Curve","76","76","2020-06-06 00:00:00","2020-06-05 00:00:00","",""
"Epi Curve","81","81","2020-06-05 00:00:00","2020-06-04 00:00:00","",""
"Epi Curve","62","62","2020-06-04 00:00:00","2020-06-03 00:00:00","",""
"Epi Curve","77","77","2020-06-03 00:00:00","2020-06-02 00:00:00","",""
"Epi Curve","81","81","2020-06-02 00:00:00","2020-06-01 00:00:00","",""
"Epi Curve","75","75","2020-06-01 00:00:00","2020-05-31 00:00:00","",""
"Epi Curve","51","51","2020-05-31 00:00:00","2020-05-30 00:00:00","",""
"Epi Curve","58","58","2020-05-30 00:00:00","2020-05-29 00:00:00","",""
"Epi Curve","61","61","2020-05-29 00:00:00","2020-05-28 00:00:00","",""
"Epi Curve","57","57","2020-05-28 00:00:00","2020-05-27 00:00:00","",""
"Epi Curve","53","53","2020-05-27 00:00:00","2020-05-26 00:00:00","",""
"Epi Curve","47","47","2020-05-26 00:00:00","2020-05-25 00:00:00","",""
"Epi Curve","51","51","2020-05-25 00:00:00","2020-05-24 00:00:00","",""
"Epi Curve","43","43","2020-05-24 00:00:00","2020-05-23 00:00:00","",""
"Epi Curve","41","41","2020-05-23 00:00:00","2020-05-22 00:00:00","",""
"Epi Curve","58","58","2020-05-22 00:00:00","2020-05-21 00:00:00","",""
"Epi Curve","50","50","2020-05-21 00:00:00","2020-05-20 00:00:00","",""
"Epi Curve","40","40","2020-05-20 00:00:00","2020-05-19 00:00:00","",""
"Epi Curve","42","42","2020-05-19 00:00:00","2020-05-18 00:00:00","",""
"Epi Curve","57","57","2020-05-18 00:00:00","2020-05-17 00:00:00","",""
"Epi Curve","30","30","2020-05-17 00:00:00","2020-05-16 00:00:00","",""
"Epi Curve","38","38","2020-05-16 00:00:00","2020-05-15 00:00:00","",""
"Epi Curve","44","44","2020-05-15 00:00:00","2020-05-14 00:00:00","",""
"Epi Curve","52","52","2020-05-14 00:00:00","2020-05-13 00:00:00","",""
"Epi Curve","39","39","2020-05-13 00:00:00","2020-05-12 00:00:00","",""
"Epi Curve","43","43","2020-05-12 00:00:00","2020-05-11 00:00:00","",""
"Epi Curve","42","42","2020-05-11 00:00:00","2020-05-10 00:00:00","",""
"Epi Curve","35","35","2020-05-10 00:00:00","2020-05-09 00:00:00","",""
"Epi Curve","38","38","2020-05-09 00:00:00","2020-05-08 00:00:00","",""
"Epi Curve","57","57","2020-05-08 00:00:00","2020-05-07 00:00:00","",""
"Epi Curve","48","48","2020-05-07 00:00:00","2020-05-06 00:00:00","",""
"Epi Curve","53","53","2020-05-06 00:00:00","2020-05-05 00:00:00","",""
"Epi Curve","57","57","2020-05-05 00:00:00","2020-05-04 00:00:00","",""
"Epi Curve","47","47","2020-05-04 00:00:00","2020-05-03 00:00:00","",""
"Epi Curve","55","55","2020-05-03 00:00:00","2020-05-02 00:00:00","",""
"Epi Curve","46","46","2020-05-02 00:00:00","2020-05-01 00:00:00","",""
"Epi Curve","49","49","2020-05-01 00:00:00","2020-04-30 00:00:00","",""
"Epi Curve","53","53","2020-04-30 00:00:00","2020-04-29 00:00:00","",""
"Epi Curve","60","60","2020-04-29 00:00:00","2020-04-28 00:00:00","",""
"Epi Curve","51","51","2020-04-28 00:00:00","2020-04-27 00:00:00","",""
"Epi Curve","57","57","2020-04-27 00:00:00","2020-04-26 00:00:00","",""
"Epi Curve","44","44","2020-04-26 00:00:00","2020-04-25 00:00:00","",""
"Epi Curve","46","46","2020-04-25 00:00:00","2020-04-24 00:00:00","",""
"Epi Curve","54","54","2020-04-24 00:00:00","2020-04-23 00:00:00","",""
"Epi Curve","44","44","2020-04-23 00:00:00","2020-04-22 00:00:00","",""
"Epi Curve","44","44","2020-04-22 00:00:00","2020-04-21 00:00:00","",""
"Epi Curve","30","30","2020-04-21 00:00:00","2020-04-20 00:00:00","",""
"Epi Curve","67","67","2020-04-20 00:00:00","2020-04-19 00:00:00","",""
"Epi Curve","47","47","2020-04-19 00:00:00","2020-04-18 00:00:00","",""
"Epi Curve","51","51","2020-04-18 00:00:00","2020-04-17 00:00:00","",""
"Epi Curve","31","31","2020-04-17 00:00:00","2020-04-16 00:00:00","",""
"Epi Curve","44","44","2020-04-16 00:00:00","2020-04-15 00:00:00","",""
"Epi Curve","43","43","2020-04-15 00:00:00","2020-04-14 00:00:00","",""
"Epi Curve","50","50","2020-04-14 00:00:00","2020-04-13 00:00:00","",""
"Epi Curve","48","48","2020-04-13 00:00:00","2020-04-12 00:00:00","",""
"Epi Curve","38","38","2020-04-12 00:00:00","2020-04-11 00:00:00","",""
"Epi Curve","42","42","2020-04-11 00:00:00","2020-04-10 00:00:00","",""
"Epi Curve","46","46","2020-04-10 00:00:00","2020-04-09 00:00:00","",""
"Epi Curve","44","44","2020-04-09 00:00:00","2020-04-08 00:00:00","",""
"Epi Curve","54","54","2020-04-08 00:00:00","2020-04-07 00:00:00","",""
"Epi Curve","34","34","2020-04-07 00:00:00","2020-04-06 00:00:00","",""
"Epi Curve","59","59","2020-04-06 00:00:00","2020-04-05 00:00:00","",""
"Epi Curve","49","49","2020-04-05 00:00:00","2020-04-04 00:00:00","",""
"Epi Curve","44","44","2020-04-04 00:00:00","2020-04-03 00:00:00","",""
"Epi Curve","51","51","2020-04-03 00:00:00","2020-04-02 00:00:00","",""
"Epi Curve","34","34","2020-04-02 00:00:00","2020-04-01 00:00:00","",""
"Epi Curve","48","48","2020-04-01 00:00:00","2020-03-31 00:00:00","",""
"Epi Curve","55","55","2020-03-31 00:00:00","2020-03-30 00:00:00","",""
"Epi Curve","52","52","2020-03-30 00:00:00","2020-03-29 00:00:00","",""
"Epi Curve","41","41","2020-03-29 00:00:00","2020-03-28 00:00:00","",""
"Epi Curve","43","43","2020-03-28 00:00:00","2020-03-27 00:00:00","",""
"Epi Curve","40","40","2020-03-27 00:00:00","2020-03-26 00:00:00","",""
"Epi Curve","39","39","2020-03-26 00:00:00","2020-03-25 00:00:00","",""
"Epi Curve","45","45","2020-03-25 00:00:00","2020-03-24 00:00:00","",""
"Epi Curve","30","30","2020-03-24 00:00:00","2020-03-23 00:00:00","",""
"Epi Curve","45","45","2020-03-23 00:00:00","2020-03-22 00:00:00","",""
