"Hospital number","19244","","","","",""
"Hospital percent","0.10340288113827","","","","",""
"Info Button"," ","","","","",""
"Age Group","%null%","Unknown","1","1","",""
"Age Group","65+","65 years and older","6695","6695","",""
"Age Group","55-64y","55 - 64 years","3482","3482","",""
"Age Group","45-54y","45 - 54 years","3088","3088","",""
"Age Group","20-44y","20 - 44 years","5125","5125","",""
"Age Group","<20y","Less than 20 years","853","853","",""
"Race/Ethnicity","UNKNOWN","Unknown","2789","0.144928289336936","0.144928289336936",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","552","0.0286842652255248","0.0286842652255248",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","253","0.0131469548950322","0.0131469548950322",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","854","0.0443774683018084","0.0443774683018084",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","1553","0.0807004780710871","0.0807004780710871",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","6781","0.352369569736022","0.352369569736022",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","6462","0.33579297443359","0.33579297443359",""
"Gender","Male","9837","0.511331739266036","0.511331739266036","",""
"Gender","Female","9401","0.488668260733964","0.488668260733964","",""
"Date Updated"," ","","","","",""
"Epi Curve","1","1","2020-08-10 00:00:00","2020-08-07 00:00:00","",""
"Epi Curve","4","4","2020-08-07 00:00:00","2020-08-06 00:00:00","",""
"Epi Curve","14","14","2020-08-06 00:00:00","2020-08-05 00:00:00","",""
"Epi Curve","24","24","2020-08-05 00:00:00","2020-08-04 00:00:00","",""
"Epi Curve","48","48","2020-08-04 00:00:00","2020-08-03 00:00:00","",""
"Epi Curve","153","153","2020-08-03 00:00:00","2020-08-02 00:00:00","",""
"Epi Curve","110","110","2020-08-02 00:00:00","2020-08-01 00:00:00","",""
"Epi Curve","59","59","2020-08-01 00:00:00","2020-07-31 00:00:00","",""
"Epi Curve","147","147","2020-07-31 00:00:00","2020-07-30 00:00:00","",""
"Epi Curve","196","196","2020-07-30 00:00:00","2020-07-29 00:00:00","",""
"Epi Curve","172","172","2020-07-29 00:00:00","2020-07-28 00:00:00","",""
"Epi Curve","246","246","2020-07-28 00:00:00","2020-07-27 00:00:00","",""
"Epi Curve","315","315","2020-07-27 00:00:00","2020-07-26 00:00:00","",""
"Epi Curve","161","161","2020-07-26 00:00:00","2020-07-25 00:00:00","",""
"Epi Curve","225","225","2020-07-25 00:00:00","2020-07-24 00:00:00","",""
"Epi Curve","286","286","2020-07-24 00:00:00","2020-07-23 00:00:00","",""
"Epi Curve","318","318","2020-07-23 00:00:00","2020-07-22 00:00:00","",""
"Epi Curve","298","298","2020-07-22 00:00:00","2020-07-21 00:00:00","",""
"Epi Curve","336","336","2020-07-21 00:00:00","2020-07-20 00:00:00","",""
"Epi Curve","391","391","2020-07-20 00:00:00","2020-07-19 00:00:00","",""
"Epi Curve","281","281","2020-07-19 00:00:00","2020-07-18 00:00:00","",""
"Epi Curve","307","307","2020-07-18 00:00:00","2020-07-17 00:00:00","",""
"Epi Curve","372","372","2020-07-17 00:00:00","2020-07-16 00:00:00","",""
"Epi Curve","449","449","2020-07-16 00:00:00","2020-07-15 00:00:00","",""
"Epi Curve","555","555","2020-07-15 00:00:00","2020-07-14 00:00:00","",""
"Epi Curve","594","594","2020-07-14 00:00:00","2020-07-13 00:00:00","",""
"Epi Curve","578","578","2020-07-13 00:00:00","2020-07-12 00:00:00","",""
"Epi Curve","345","345","2020-07-12 00:00:00","2020-07-11 00:00:00","",""
"Epi Curve","442","442","2020-07-11 00:00:00","2020-07-10 00:00:00","",""
"Epi Curve","388","388","2020-07-10 00:00:00","2020-07-09 00:00:00","",""
"Epi Curve","316","316","2020-07-09 00:00:00","2020-07-08 00:00:00","",""
"Epi Curve","271","271","2020-07-08 00:00:00","2020-07-07 00:00:00","",""
"Epi Curve","279","279","2020-07-07 00:00:00","2020-07-06 00:00:00","",""
"Epi Curve","311","311","2020-07-06 00:00:00","2020-07-05 00:00:00","",""
"Epi Curve","288","288","2020-07-05 00:00:00","2020-07-04 00:00:00","",""
"Epi Curve","266","266","2020-07-04 00:00:00","2020-07-03 00:00:00","",""
"Epi Curve","269","269","2020-07-03 00:00:00","2020-07-02 00:00:00","",""
"Epi Curve","291","291","2020-07-02 00:00:00","2020-07-01 00:00:00","",""
"Epi Curve","309","309","2020-07-01 00:00:00","2020-06-30 00:00:00","",""
"Epi Curve","311","311","2020-06-30 00:00:00","2020-06-29 00:00:00","",""
"Epi Curve","290","290","2020-06-29 00:00:00","2020-06-28 00:00:00","",""
"Epi Curve","226","226","2020-06-28 00:00:00","2020-06-27 00:00:00","",""
"Epi Curve","234","234","2020-06-27 00:00:00","2020-06-26 00:00:00","",""
"Epi Curve","260","260","2020-06-26 00:00:00","2020-06-25 00:00:00","",""
"Epi Curve","260","260","2020-06-25 00:00:00","2020-06-24 00:00:00","",""
"Epi Curve","236","236","2020-06-24 00:00:00","2020-06-23 00:00:00","",""
"Epi Curve","241","241","2020-06-23 00:00:00","2020-06-22 00:00:00","",""
"Epi Curve","242","242","2020-06-22 00:00:00","2020-06-21 00:00:00","",""
"Epi Curve","201","201","2020-06-21 00:00:00","2020-06-20 00:00:00","",""
"Epi Curve","178","178","2020-06-20 00:00:00","2020-06-19 00:00:00","",""
"Epi Curve","224","224","2020-06-19 00:00:00","2020-06-18 00:00:00","",""
"Epi Curve","186","186","2020-06-18 00:00:00","2020-06-17 00:00:00","",""
"Epi Curve","170","170","2020-06-17 00:00:00","2020-06-16 00:00:00","",""
"Epi Curve","167","167","2020-06-16 00:00:00","2020-06-15 00:00:00","",""
"Epi Curve","189","189","2020-06-15 00:00:00","2020-06-14 00:00:00","",""
"Epi Curve","133","133","2020-06-14 00:00:00","2020-06-13 00:00:00","",""
"Epi Curve","143","143","2020-06-13 00:00:00","2020-06-12 00:00:00","",""
"Epi Curve","133","133","2020-06-12 00:00:00","2020-06-11 00:00:00","",""
"Epi Curve","130","130","2020-06-11 00:00:00","2020-06-10 00:00:00","",""
"Epi Curve","121","121","2020-06-10 00:00:00","2020-06-09 00:00:00","",""
"Epi Curve","136","136","2020-06-09 00:00:00","2020-06-08 00:00:00","",""
"Epi Curve","139","139","2020-06-08 00:00:00","2020-06-07 00:00:00","",""
"Epi Curve","108","108","2020-06-07 00:00:00","2020-06-06 00:00:00","",""
"Epi Curve","102","102","2020-06-06 00:00:00","2020-06-05 00:00:00","",""
"Epi Curve","101","101","2020-06-05 00:00:00","2020-06-04 00:00:00","",""
"Epi Curve","89","89","2020-06-04 00:00:00","2020-06-03 00:00:00","",""
"Epi Curve","101","101","2020-06-03 00:00:00","2020-06-02 00:00:00","",""
"Epi Curve","104","104","2020-06-02 00:00:00","2020-06-01 00:00:00","",""
"Epi Curve","105","105","2020-06-01 00:00:00","2020-05-31 00:00:00","",""
"Epi Curve","64","64","2020-05-31 00:00:00","2020-05-30 00:00:00","",""
"Epi Curve","69","69","2020-05-30 00:00:00","2020-05-29 00:00:00","",""
"Epi Curve","75","75","2020-05-29 00:00:00","2020-05-28 00:00:00","",""
"Epi Curve","70","70","2020-05-28 00:00:00","2020-05-27 00:00:00","",""
"Epi Curve","77","77","2020-05-27 00:00:00","2020-05-26 00:00:00","",""
"Epi Curve","70","70","2020-05-26 00:00:00","2020-05-25 00:00:00","",""
"Epi Curve","60","60","2020-05-25 00:00:00","2020-05-24 00:00:00","",""
"Epi Curve","55","55","2020-05-24 00:00:00","2020-05-23 00:00:00","",""
"Epi Curve","46","46","2020-05-23 00:00:00","2020-05-22 00:00:00","",""
"Epi Curve","63","63","2020-05-22 00:00:00","2020-05-21 00:00:00","",""
"Epi Curve","53","53","2020-05-21 00:00:00","2020-05-20 00:00:00","",""
"Epi Curve","42","42","2020-05-20 00:00:00","2020-05-19 00:00:00","",""
"Epi Curve","41","41","2020-05-19 00:00:00","2020-05-18 00:00:00","",""
"Epi Curve","57","57","2020-05-18 00:00:00","2020-05-17 00:00:00","",""
