"Hospital number","21942","","","","",""
"Hospital percent","0.10165298445231","","","","",""
"Info Button"," ","","","","",""
"Age Group","%null%","Unknown","4","4","",""
"Age Group","65+","65 years and older","7654","7654","",""
"Age Group","55-64y","55 - 64 years","4085","4085","",""
"Age Group","45-54y","45 - 54 years","3561","3561","",""
"Age Group","20-44y","20 - 44 years","5849","5849","",""
"Age Group","<20y","Less than 20 years","789","789","",""
"Race/Ethnicity","UNKNOWN","Unknown","1864","0.0849512350742868","0.0849512350742868",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","804","0.0366420563303254","0.0366420563303254",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","287","0.0130799380184122","0.0130799380184122",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","1023","0.0466229149576155","0.0466229149576155",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","2022","0.0921520371889527","0.0921520371889527",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","8101","0.369200619815878","0.369200619815878",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","7841","0.357351198614529","0.357351198614529",""
"Gender","Male","11269","0.51374515614315","0.51374515614315","",""
"Gender","Female","10666","0.48625484385685","0.48625484385685","",""
"Date Updated"," ","","","","",""
"Epi Curve","11","11","2020-09-22 00:00:00","2020-09-21 00:00:00","",""
"Epi Curve","9","9","2020-09-21 00:00:00","2020-09-20 00:00:00","",""
"Epi Curve","12","12","2020-09-20 00:00:00","2020-09-19 00:00:00","",""
"Epi Curve","11","11","2020-09-19 00:00:00","2020-09-18 00:00:00","",""
"Epi Curve","12","12","2020-09-18 00:00:00","2020-09-17 00:00:00","",""
"Epi Curve","22","22","2020-09-17 00:00:00","2020-09-16 00:00:00","",""
"Epi Curve","18","18","2020-09-16 00:00:00","2020-09-15 00:00:00","",""
"Epi Curve","20","20","2020-09-15 00:00:00","2020-09-14 00:00:00","",""
"Epi Curve","24","24","2020-09-14 00:00:00","2020-09-13 00:00:00","",""
"Epi Curve","15","15","2020-09-13 00:00:00","2020-09-12 00:00:00","",""
"Epi Curve","13","13","2020-09-12 00:00:00","2020-09-11 00:00:00","",""
"Epi Curve","17","17","2020-09-11 00:00:00","2020-09-10 00:00:00","",""
"Epi Curve","20","20","2020-09-10 00:00:00","2020-09-09 00:00:00","",""
"Epi Curve","24","24","2020-09-09 00:00:00","2020-09-08 00:00:00","",""
"Epi Curve","21","21","2020-09-08 00:00:00","2020-09-07 00:00:00","",""
"Epi Curve","24","24","2020-09-07 00:00:00","2020-09-06 00:00:00","",""
"Epi Curve","28","28","2020-09-06 00:00:00","2020-09-05 00:00:00","",""
"Epi Curve","25","25","2020-09-05 00:00:00","2020-09-04 00:00:00","",""
"Epi Curve","24","24","2020-09-04 00:00:00","2020-09-03 00:00:00","",""
"Epi Curve","30","30","2020-09-03 00:00:00","2020-09-02 00:00:00","",""
"Epi Curve","33","33","2020-09-02 00:00:00","2020-09-01 00:00:00","",""
"Epi Curve","27","27","2020-09-01 00:00:00","2020-08-31 00:00:00","",""
"Epi Curve","34","34","2020-08-31 00:00:00","2020-08-30 00:00:00","",""
"Epi Curve","32","32","2020-08-30 00:00:00","2020-08-29 00:00:00","",""
"Epi Curve","38","38","2020-08-29 00:00:00","2020-08-28 00:00:00","",""
"Epi Curve","44","44","2020-08-28 00:00:00","2020-08-27 00:00:00","",""
"Epi Curve","47","47","2020-08-27 00:00:00","2020-08-26 00:00:00","",""
"Epi Curve","47","47","2020-08-26 00:00:00","2020-08-25 00:00:00","",""
"Epi Curve","31","31","2020-08-25 00:00:00","2020-08-24 00:00:00","",""
"Epi Curve","40","40","2020-08-24 00:00:00","2020-08-23 00:00:00","",""
"Epi Curve","38","38","2020-08-23 00:00:00","2020-08-22 00:00:00","",""
"Epi Curve","56","56","2020-08-22 00:00:00","2020-08-21 00:00:00","",""
"Epi Curve","62","62","2020-08-21 00:00:00","2020-08-20 00:00:00","",""
"Epi Curve","85","85","2020-08-20 00:00:00","2020-08-19 00:00:00","",""
"Epi Curve","79","79","2020-08-19 00:00:00","2020-08-18 00:00:00","",""
"Epi Curve","88","88","2020-08-18 00:00:00","2020-08-17 00:00:00","",""
"Epi Curve","85","85","2020-08-17 00:00:00","2020-08-16 00:00:00","",""
"Epi Curve","65","65","2020-08-16 00:00:00","2020-08-15 00:00:00","",""
"Epi Curve","62","62","2020-08-15 00:00:00","2020-08-14 00:00:00","",""
"Epi Curve","67","67","2020-08-14 00:00:00","2020-08-13 00:00:00","",""
"Epi Curve","87","87","2020-08-13 00:00:00","2020-08-12 00:00:00","",""
"Epi Curve","107","107","2020-08-12 00:00:00","2020-08-11 00:00:00","",""
"Epi Curve","113","113","2020-08-11 00:00:00","2020-08-10 00:00:00","",""
"Epi Curve","107","107","2020-08-10 00:00:00","2020-08-09 00:00:00","",""
"Epi Curve","71","71","2020-08-09 00:00:00","2020-08-08 00:00:00","",""
"Epi Curve","94","94","2020-08-08 00:00:00","2020-08-07 00:00:00","",""
"Epi Curve","107","107","2020-08-07 00:00:00","2020-08-06 00:00:00","",""
"Epi Curve","121","121","2020-08-06 00:00:00","2020-08-05 00:00:00","",""
"Epi Curve","137","137","2020-08-05 00:00:00","2020-08-04 00:00:00","",""
"Epi Curve","169","169","2020-08-04 00:00:00","2020-08-03 00:00:00","",""
"Epi Curve","186","186","2020-08-03 00:00:00","2020-08-02 00:00:00","",""
"Epi Curve","138","138","2020-08-02 00:00:00","2020-08-01 00:00:00","",""
"Epi Curve","90","90","2020-08-01 00:00:00","2020-07-31 00:00:00","",""
"Epi Curve","176","176","2020-07-31 00:00:00","2020-07-30 00:00:00","",""
"Epi Curve","200","200","2020-07-30 00:00:00","2020-07-29 00:00:00","",""
"Epi Curve","172","172","2020-07-29 00:00:00","2020-07-28 00:00:00","",""
"Epi Curve","229","229","2020-07-28 00:00:00","2020-07-27 00:00:00","",""
"Epi Curve","297","297","2020-07-27 00:00:00","2020-07-26 00:00:00","",""
"Epi Curve","165","165","2020-07-26 00:00:00","2020-07-25 00:00:00","",""
"Epi Curve","217","217","2020-07-25 00:00:00","2020-07-24 00:00:00","",""
"Epi Curve","265","265","2020-07-24 00:00:00","2020-07-23 00:00:00","",""
"Epi Curve","314","314","2020-07-23 00:00:00","2020-07-22 00:00:00","",""
"Epi Curve","294","294","2020-07-22 00:00:00","2020-07-21 00:00:00","",""
"Epi Curve","304","304","2020-07-21 00:00:00","2020-07-20 00:00:00","",""
"Epi Curve","362","362","2020-07-20 00:00:00","2020-07-19 00:00:00","",""
"Epi Curve","274","274","2020-07-19 00:00:00","2020-07-18 00:00:00","",""
"Epi Curve","306","306","2020-07-18 00:00:00","2020-07-17 00:00:00","",""
"Epi Curve","358","358","2020-07-17 00:00:00","2020-07-16 00:00:00","",""
"Epi Curve","416","416","2020-07-16 00:00:00","2020-07-15 00:00:00","",""
"Epi Curve","499","499","2020-07-15 00:00:00","2020-07-14 00:00:00","",""
"Epi Curve","556","556","2020-07-14 00:00:00","2020-07-13 00:00:00","",""
"Epi Curve","558","558","2020-07-13 00:00:00","2020-07-12 00:00:00","",""
"Epi Curve","346","346","2020-07-12 00:00:00","2020-07-11 00:00:00","",""
"Epi Curve","421","421","2020-07-11 00:00:00","2020-07-10 00:00:00","",""
"Epi Curve","379","379","2020-07-10 00:00:00","2020-07-09 00:00:00","",""
"Epi Curve","319","319","2020-07-09 00:00:00","2020-07-08 00:00:00","",""
"Epi Curve","282","282","2020-07-08 00:00:00","2020-07-07 00:00:00","",""
"Epi Curve","290","290","2020-07-07 00:00:00","2020-07-06 00:00:00","",""
"Epi Curve","326","326","2020-07-06 00:00:00","2020-07-05 00:00:00","",""
