"Hospital number","21821","","","","",""
"Hospital percent","0.103094585656241","","","","",""
"Info Button"," ","","","","",""
"Age Group","%null%","Unknown","3","3","",""
"Age Group","65+","65 years and older","7594","7594","",""
"Age Group","55-64y","55 - 64 years","4067","4067","",""
"Age Group","45-54y","45 - 54 years","3546","3546","",""
"Age Group","20-44y","20 - 44 years","5825","5825","",""
"Age Group","<20y","Less than 20 years","786","786","",""
"Race/Ethnicity","UNKNOWN","Unknown","1872","0.0857889189313047","0.0857889189313047",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","803","0.0367994134091013","0.0367994134091013",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","284","0.0130149855643646","0.0130149855643646",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","1013","0.0464231703404977","0.0464231703404977",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","2011","0.0921589294716099","0.0921589294716099",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","8074","0.370010540305211","0.370010540305211",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","7764","0.355804041977911","0.355804041977911",""
"Gender","Male","11179","0.512469056569176","0.512469056569176","",""
"Gender","Female","10635","0.487530943430824","0.487530943430824","",""
"Date Updated"," ","","","","",""
"Epi Curve","9","9","2020-09-15 00:00:00","2020-09-14 00:00:00","",""
"Epi Curve","10","10","2020-09-14 00:00:00","2020-09-13 00:00:00","",""
"Epi Curve","10","10","2020-09-13 00:00:00","2020-09-12 00:00:00","",""
"Epi Curve","13","13","2020-09-12 00:00:00","2020-09-11 00:00:00","",""
"Epi Curve","17","17","2020-09-11 00:00:00","2020-09-10 00:00:00","",""
"Epi Curve","20","20","2020-09-10 00:00:00","2020-09-09 00:00:00","",""
"Epi Curve","23","23","2020-09-09 00:00:00","2020-09-08 00:00:00","",""
"Epi Curve","19","19","2020-09-08 00:00:00","2020-09-07 00:00:00","",""
"Epi Curve","24","24","2020-09-07 00:00:00","2020-09-06 00:00:00","",""
"Epi Curve","27","27","2020-09-06 00:00:00","2020-09-05 00:00:00","",""
"Epi Curve","24","24","2020-09-05 00:00:00","2020-09-04 00:00:00","",""
"Epi Curve","23","23","2020-09-04 00:00:00","2020-09-03 00:00:00","",""
"Epi Curve","29","29","2020-09-03 00:00:00","2020-09-02 00:00:00","",""
"Epi Curve","29","29","2020-09-02 00:00:00","2020-09-01 00:00:00","",""
"Epi Curve","25","25","2020-09-01 00:00:00","2020-08-31 00:00:00","",""
"Epi Curve","35","35","2020-08-31 00:00:00","2020-08-30 00:00:00","",""
"Epi Curve","32","32","2020-08-30 00:00:00","2020-08-29 00:00:00","",""
"Epi Curve","38","38","2020-08-29 00:00:00","2020-08-28 00:00:00","",""
"Epi Curve","44","44","2020-08-28 00:00:00","2020-08-27 00:00:00","",""
"Epi Curve","48","48","2020-08-27 00:00:00","2020-08-26 00:00:00","",""
"Epi Curve","47","47","2020-08-26 00:00:00","2020-08-25 00:00:00","",""
"Epi Curve","33","33","2020-08-25 00:00:00","2020-08-24 00:00:00","",""
"Epi Curve","39","39","2020-08-24 00:00:00","2020-08-23 00:00:00","",""
"Epi Curve","40","40","2020-08-23 00:00:00","2020-08-22 00:00:00","",""
"Epi Curve","55","55","2020-08-22 00:00:00","2020-08-21 00:00:00","",""
"Epi Curve","62","62","2020-08-21 00:00:00","2020-08-20 00:00:00","",""
"Epi Curve","85","85","2020-08-20 00:00:00","2020-08-19 00:00:00","",""
"Epi Curve","79","79","2020-08-19 00:00:00","2020-08-18 00:00:00","",""
"Epi Curve","89","89","2020-08-18 00:00:00","2020-08-17 00:00:00","",""
"Epi Curve","84","84","2020-08-17 00:00:00","2020-08-16 00:00:00","",""
"Epi Curve","64","64","2020-08-16 00:00:00","2020-08-15 00:00:00","",""
"Epi Curve","65","65","2020-08-15 00:00:00","2020-08-14 00:00:00","",""
"Epi Curve","68","68","2020-08-14 00:00:00","2020-08-13 00:00:00","",""
"Epi Curve","89","89","2020-08-13 00:00:00","2020-08-12 00:00:00","",""
