"Hospital number","21428","","","","",""
"Hospital percent","0.106788665291192","","","","",""
"Info Button"," ","","","","",""
"Age Group","%null%","Unknown","2","2","",""
"Age Group","65+","65 years and older","7372","7372","",""
"Age Group","55-64y","55 - 64 years","3975","3975","",""
"Age Group","45-54y","45 - 54 years","3489","3489","",""
"Age Group","20-44y","20 - 44 years","5762","5762","",""
"Age Group","<20y","Less than 20 years","828","828","",""
"Race/Ethnicity","UNKNOWN","Unknown","1878","0.0876423371289901","0.0876423371289901",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","776","0.0362142990479746","0.0362142990479746",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","284","0.0132536867649804","0.0132536867649804",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","1006","0.046947918611163","0.046947918611163",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","1914","0.0893223819301848","0.0893223819301848",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","7935","0.370309874929998","0.370309874929998",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","7635","0.356309501586709","0.356309501586709",""
"Gender","Male","10989","0.512977313042667","0.512977313042667","",""
"Gender","Female","10433","0.487022686957334","0.487022686957334","",""
"Date Updated"," ","","","","",""
"Epi Curve","4","4","2020-08-27 00:00:00","2020-08-26 00:00:00","",""
"Epi Curve","8","8","2020-08-26 00:00:00","2020-08-25 00:00:00","",""
"Epi Curve","13","13","2020-08-25 00:00:00","2020-08-24 00:00:00","",""
"Epi Curve","34","34","2020-08-24 00:00:00","2020-08-23 00:00:00","",""
"Epi Curve","31","31","2020-08-23 00:00:00","2020-08-22 00:00:00","",""
"Epi Curve","50","50","2020-08-22 00:00:00","2020-08-21 00:00:00","",""
"Epi Curve","62","62","2020-08-21 00:00:00","2020-08-20 00:00:00","",""
"Epi Curve","86","86","2020-08-20 00:00:00","2020-08-19 00:00:00","",""
"Epi Curve","96","96","2020-08-19 00:00:00","2020-08-18 00:00:00","",""
"Epi Curve","96","96","2020-08-18 00:00:00","2020-08-17 00:00:00","",""
"Epi Curve","86","86","2020-08-17 00:00:00","2020-08-16 00:00:00","",""
"Epi Curve","74","74","2020-08-16 00:00:00","2020-08-15 00:00:00","",""
"Epi Curve","68","68","2020-08-15 00:00:00","2020-08-14 00:00:00","",""
"Epi Curve","76","76","2020-08-14 00:00:00","2020-08-13 00:00:00","",""
"Epi Curve","93","93","2020-08-13 00:00:00","2020-08-12 00:00:00","",""
"Epi Curve","113","113","2020-08-12 00:00:00","2020-08-11 00:00:00","",""
"Epi Curve","118","118","2020-08-11 00:00:00","2020-08-10 00:00:00","",""
"Epi Curve","114","114","2020-08-10 00:00:00","2020-08-09 00:00:00","",""
"Epi Curve","75","75","2020-08-09 00:00:00","2020-08-08 00:00:00","",""
"Epi Curve","96","96","2020-08-08 00:00:00","2020-08-07 00:00:00","",""
"Epi Curve","121","121","2020-08-07 00:00:00","2020-08-06 00:00:00","",""
