"Hospital number","21800","","","","",""
"Hospital percent","0.104202018077616","","","","",""
"Info Button"," ","","","","",""
"Age Group","%null%","Unknown","3","3","",""
"Age Group","65+","65 years and older","7571","7571","",""
"Age Group","55-64y","55 - 64 years","4066","4066","",""
"Age Group","45-54y","45 - 54 years","3552","3552","",""
"Age Group","20-44y","20 - 44 years","5827","5827","",""
"Age Group","<20y","Less than 20 years","781","781","",""
"Race/Ethnicity","UNKNOWN","Unknown","1875","0.0860091743119266","0.0860091743119266",""
"Race/Ethnicity","OTHER, NON-HISPANIC","Other, Non-Hispanic","802","0.0367889908256881","0.0367889908256881",""
"Race/Ethnicity","ASIAN/PACIFIC ISLAND","Asian/Pacific Islander","283","0.0129816513761468","0.0129816513761468",""
"Race/Ethnicity","BLACK, NON-HISPANIC","Black, Non-Hispanic","1016","0.046605504587156","0.046605504587156",""
"Race/Ethnicity","NATIVE AMERICAN","Native American","2011","0.0922477064220184","0.0922477064220184",""
"Race/Ethnicity","HISPANIC OR LATINO","Hispanic or Latino","8055","0.369495412844037","0.369495412844037",""
"Race/Ethnicity","WHITE, NON-HISPANIC","White, Non-Hispanic","7758","0.355871559633028","0.355871559633028",""
"Gender","Male","11179","0.512962877988345","0.512962877988345","",""
"Gender","Female","10614","0.487037122011655","0.487037122011655","",""
"Date Updated"," ","","","","",""
"Epi Curve","6","6","2020-09-13 00:00:00","2020-09-12 00:00:00","",""
"Epi Curve","6","6","2020-09-12 00:00:00","2020-09-11 00:00:00","",""
"Epi Curve","8","8","2020-09-11 00:00:00","2020-09-10 00:00:00","",""
"Epi Curve","12","12","2020-09-10 00:00:00","2020-09-09 00:00:00","",""
"Epi Curve","19","19","2020-09-09 00:00:00","2020-09-08 00:00:00","",""
"Epi Curve","16","16","2020-09-08 00:00:00","2020-09-07 00:00:00","",""
"Epi Curve","24","24","2020-09-07 00:00:00","2020-09-06 00:00:00","",""
"Epi Curve","23","23","2020-09-06 00:00:00","2020-09-05 00:00:00","",""
"Epi Curve","25","25","2020-09-05 00:00:00","2020-09-04 00:00:00","",""
"Epi Curve","22","22","2020-09-04 00:00:00","2020-09-03 00:00:00","",""
"Epi Curve","29","29","2020-09-03 00:00:00","2020-09-02 00:00:00","",""
"Epi Curve","29","29","2020-09-02 00:00:00","2020-09-01 00:00:00","",""
"Epi Curve","23","23","2020-09-01 00:00:00","2020-08-31 00:00:00","",""
"Epi Curve","34","34","2020-08-31 00:00:00","2020-08-30 00:00:00","",""
"Epi Curve","33","33","2020-08-30 00:00:00","2020-08-29 00:00:00","",""
"Epi Curve","37","37","2020-08-29 00:00:00","2020-08-28 00:00:00","",""
"Epi Curve","40","40","2020-08-28 00:00:00","2020-08-27 00:00:00","",""
"Epi Curve","46","46","2020-08-27 00:00:00","2020-08-26 00:00:00","",""
"Epi Curve","48","48","2020-08-26 00:00:00","2020-08-25 00:00:00","",""
"Epi Curve","32","32","2020-08-25 00:00:00","2020-08-24 00:00:00","",""
"Epi Curve","39","39","2020-08-24 00:00:00","2020-08-23 00:00:00","",""
"Epi Curve","41","41","2020-08-23 00:00:00","2020-08-22 00:00:00","",""
"Epi Curve","55","55","2020-08-22 00:00:00","2020-08-21 00:00:00","",""
"Epi Curve","62","62","2020-08-21 00:00:00","2020-08-20 00:00:00","",""
"Epi Curve","86","86","2020-08-20 00:00:00","2020-08-19 00:00:00","",""
"Epi Curve","79","79","2020-08-19 00:00:00","2020-08-18 00:00:00","",""
"Epi Curve","89","89","2020-08-18 00:00:00","2020-08-17 00:00:00","",""
"Epi Curve","82","82","2020-08-17 00:00:00","2020-08-16 00:00:00","",""
"Epi Curve","66","66","2020-08-16 00:00:00","2020-08-15 00:00:00","",""
"Epi Curve","63","63","2020-08-15 00:00:00","2020-08-14 00:00:00","",""
"Epi Curve","69","69","2020-08-14 00:00:00","2020-08-13 00:00:00","",""
"Epi Curve","89","89","2020-08-13 00:00:00","2020-08-12 00:00:00","",""
"Epi Curve","106","106","2020-08-12 00:00:00","2020-08-11 00:00:00","",""
"Epi Curve","115","115","2020-08-11 00:00:00","2020-08-10 00:00:00","",""
"Epi Curve","106","106","2020-08-10 00:00:00","2020-08-09 00:00:00","",""
"Epi Curve","72","72","2020-08-09 00:00:00","2020-08-08 00:00:00","",""
"Epi Curve","94","94","2020-08-08 00:00:00","2020-08-07 00:00:00","",""
"Epi Curve","112","112","2020-08-07 00:00:00","2020-08-06 00:00:00","",""
"Epi Curve","122","122","2020-08-06 00:00:00","2020-08-05 00:00:00","",""
"Epi Curve","136","136","2020-08-05 00:00:00","2020-08-04 00:00:00","",""
"Epi Curve","173","173","2020-08-04 00:00:00","2020-08-03 00:00:00","",""
"Epi Curve","190","190","2020-08-03 00:00:00","2020-08-02 00:00:00","",""
"Epi Curve","135","135","2020-08-02 00:00:00","2020-08-01 00:00:00","",""
"Epi Curve","90","90","2020-08-01 00:00:00","2020-07-31 00:00:00","",""
"Epi Curve","177","177","2020-07-31 00:00:00","2020-07-30 00:00:00","",""
"Epi Curve","198","198","2020-07-30 00:00:00","2020-07-29 00:00:00","",""
"Epi Curve","174","174","2020-07-29 00:00:00","2020-07-28 00:00:00","",""
"Epi Curve","229","229","2020-07-28 00:00:00","2020-07-27 00:00:00","",""
"Epi Curve","299","299","2020-07-27 00:00:00","2020-07-26 00:00:00","",""
"Epi Curve","165","165","2020-07-26 00:00:00","2020-07-25 00:00:00","",""
"Epi Curve","218","218","2020-07-25 00:00:00","2020-07-24 00:00:00","",""
"Epi Curve","274","274","2020-07-24 00:00:00","2020-07-23 00:00:00","",""
"Epi Curve","317","317","2020-07-23 00:00:00","2020-07-22 00:00:00","",""
"Epi Curve","299","299","2020-07-22 00:00:00","2020-07-21 00:00:00","",""
"Epi Curve","307","307","2020-07-21 00:00:00","2020-07-20 00:00:00","",""
"Epi Curve","362","362","2020-07-20 00:00:00","2020-07-19 00:00:00","",""
"Epi Curve","273","273","2020-07-19 00:00:00","2020-07-18 00:00:00","",""
"Epi Curve","304","304","2020-07-18 00:00:00","2020-07-17 00:00:00","",""
"Epi Curve","359","359","2020-07-17 00:00:00","2020-07-16 00:00:00","",""
"Epi Curve","420","420","2020-07-16 00:00:00","2020-07-15 00:00:00","",""
"Epi Curve","504","504","2020-07-15 00:00:00","2020-07-14 00:00:00","",""
"Epi Curve","558","558","2020-07-14 00:00:00","2020-07-13 00:00:00","",""
"Epi Curve","560","560","2020-07-13 00:00:00","2020-07-12 00:00:00","",""
"Epi Curve","350","350","2020-07-12 00:00:00","2020-07-11 00:00:00","",""
"Epi Curve","424","424","2020-07-11 00:00:00","2020-07-10 00:00:00","",""
"Epi Curve","378","378","2020-07-10 00:00:00","2020-07-09 00:00:00","",""
