"ICU Beds - Bar","2020-12-08","2020-12-07","Adult Intensive Care Beds in Use by COVID Patients","766","0.438215102974828","0.438215102974828",""
"ICU Beds - Bar","2020-12-07","2020-12-06","Adult Intensive Care Beds in Use by COVID Patients","744","0.427586206896552","0.427586206896552",""
"ICU Beds - Bar","2020-12-06","2020-12-05","Adult Intensive Care Beds in Use by COVID Patients","736","0.422018348623853","0.422018348623853",""
"ICU Beds - Bar","2020-12-05","2020-12-04","Adult Intensive Care Beds in Use by COVID Patients","714","0.405451448040886","0.405451448040886",""
"ICU Beds - Bar","2020-12-04","2020-12-03","Adult Intensive Care Beds in Use by COVID Patients","701","0.402180149168101","0.402180149168101",""
"ICU Beds - Bar","2020-12-03","2020-12-02","Adult Intensive Care Beds in Use by COVID Patients","666","0.382978723404255","0.382978723404255",""
"ICU Beds - Bar","2020-12-02","2020-12-01","Adult Intensive Care Beds in Use by COVID Patients","642","0.367276887871854","0.367276887871854",""
"ICU Beds - Bar","2020-12-01","2020-11-30","Adult Intensive Care Beds in Use by COVID Patients","642","0.366857142857143","0.366857142857143",""
"ICU Beds - Bar","2020-11-30","2020-11-29","Adult Intensive Care Beds in Use by COVID Patients","597","0.340559041642898","0.340559041642898",""
"ICU Beds - Bar","2020-11-29","2020-11-28","Adult Intensive Care Beds in Use by COVID Patients","579","0.33066818960594","0.33066818960594",""
"ICU Beds - Bar","2020-11-28","2020-11-27","Adult Intensive Care Beds in Use by COVID Patients","573","0.32686822589846","0.32686822589846",""
"ICU Beds - Bar","2020-11-27","2020-11-26","Adult Intensive Care Beds in Use by COVID Patients","553","0.315819531696174","0.315819531696174",""
"ICU Beds - Bar","2020-11-26","2020-11-25","Adult Intensive Care Beds in Use by COVID Patients","532","0.303826384922901","0.303826384922901",""
"ICU Beds - Bar","2020-11-25","2020-11-24","Adult Intensive Care Beds in Use by COVID Patients","523","0.299028016009148","0.299028016009148",""
"ICU Beds - Bar","2020-11-24","2020-11-23","Adult Intensive Care Beds in Use by COVID Patients","531","0.303255282695603","0.303255282695603",""
"ICU Beds - Bar","2020-11-23","2020-11-22","Adult Intensive Care Beds in Use by COVID Patients","474","0.274305555555556","0.274305555555556",""
"ICU Beds - Bar","2020-11-22","2020-11-21","Adult Intensive Care Beds in Use by COVID Patients","469","0.271569195136074","0.271569195136074",""
"ICU Beds - Bar","2020-11-21","2020-11-20","Adult Intensive Care Beds in Use by COVID Patients","438","0.252158894645941","0.252158894645941",""
"ICU Beds - Bar","2020-11-20","2020-11-19","Adult Intensive Care Beds in Use by COVID Patients","435","0.251299826689775","0.251299826689775",""
"ICU Beds - Bar","2020-11-19","2020-11-18","Adult Intensive Care Beds in Use by COVID Patients","431","0.25670041691483","0.25670041691483",""
"ICU Beds - Bar","2020-11-18","2020-11-17","Adult Intensive Care Beds in Use by COVID Patients","433","0.255910165484634","0.255910165484634",""
"ICU Beds - Bar","2020-11-17","2020-11-16","Adult Intensive Care Beds in Use by COVID Patients","396","0.233904311872416","0.233904311872416",""
"ICU Beds - Bar","2020-11-16","2020-11-15","Adult Intensive Care Beds in Use by COVID Patients","385","0.228622327790974","0.228622327790974",""
"ICU Beds - Bar","2020-11-15","2020-11-14","Adult Intensive Care Beds in Use by COVID Patients","374","0.223818073010174","0.223818073010174",""
"ICU Beds - Bar","2020-11-14","2020-11-13","Adult Intensive Care Beds in Use by COVID Patients","368","0.220359281437126","0.220359281437126",""
"ICU Beds - Bar","2020-11-13","2020-11-12","Adult Intensive Care Beds in Use by COVID Patients","362","0.216248506571087","0.216248506571087",""
"ICU Beds - Bar","2020-11-12","2020-11-11","Adult Intensive Care Beds in Use by COVID Patients","335","0.200239091452481","0.200239091452481",""
"ICU Beds - Bar","2020-11-11","2020-11-10","Adult Intensive Care Beds in Use by COVID Patients","331","0.198203592814371","0.198203592814371",""
"ICU Beds - Bar","2020-11-10","2020-11-09","Adult Intensive Care Beds in Use by COVID Patients","309","0.184038117927338","0.184038117927338",""
"ICU Beds - Bar","2020-11-09","2020-11-08","Adult Intensive Care Beds in Use by COVID Patients","294","0.175","0.175",""
"ICU Beds - Bar","2020-11-08","2020-11-07","Adult Intensive Care Beds in Use by COVID Patients","292","0.173706127305176","0.173706127305176",""
"ICU Beds - Bar","2020-11-07","2020-11-06","Adult Intensive Care Beds in Use by COVID Patients","272","0.161712247324614","0.161712247324614",""
"ICU Beds - Bar","2020-11-06","2020-11-05","Adult Intensive Care Beds in Use by COVID Patients","249","0.148214285714286","0.148214285714286",""
"ICU Beds - Bar","2020-11-05","2020-11-04","Adult Intensive Care Beds in Use by COVID Patients","250","0.149075730471079","0.149075730471079",""
"ICU Beds - Bar","2020-11-04","2020-11-03","Adult Intensive Care Beds in Use by COVID Patients","254","0.151641791044776","0.151641791044776",""
"ICU Beds - Bar","2020-11-03","2020-11-02","Adult Intensive Care Beds in Use by COVID Patients","241","0.145883777239709","0.145883777239709",""
"ICU Beds - Bar","2020-11-02","2020-11-01","Adult Intensive Care Beds in Use by COVID Patients","227","0.137826350941105","0.137826350941105",""
"ICU Beds - Bar","2020-11-01","2020-10-31","Adult Intensive Care Beds in Use by COVID Patients","231","0.140084899939357","0.140084899939357",""
"ICU Beds - Bar","2020-10-31","2020-10-30","Adult Intensive Care Beds in Use by COVID Patients","222","0.132458233890215","0.132458233890215",""
"ICU Beds - Bar","2020-10-30","2020-10-29","Adult Intensive Care Beds in Use by COVID Patients","197","0.117331745086361","0.117331745086361",""
"ICU Beds - Bar","2020-10-29","2020-10-28","Adult Intensive Care Beds in Use by COVID Patients","188","0.112038140643623","0.112038140643623",""
"ICU Beds - Bar","2020-10-28","2020-10-27","Adult Intensive Care Beds in Use by COVID Patients","186","0.110912343470483","0.110912343470483",""
"ICU Beds - Bar","2020-10-27","2020-10-26","Adult Intensive Care Beds in Use by COVID Patients","188","0.112574850299401","0.112574850299401",""
"ICU Beds - Bar","2020-10-26","2020-10-25","Adult Intensive Care Beds in Use by COVID Patients","187","0.112582781456954","0.112582781456954",""
"ICU Beds - Bar","2020-10-25","2020-10-24","Adult Intensive Care Beds in Use by COVID Patients","179","0.107636800962117","0.107636800962117",""
"ICU Beds - Bar","2020-10-24","2020-10-23","Adult Intensive Care Beds in Use by COVID Patients","181","0.108124253285544","0.108124253285544",""
"ICU Beds - Bar","2020-10-23","2020-10-22","Adult Intensive Care Beds in Use by COVID Patients","191","0.113893858079905","0.113893858079905",""
